Year,Gebietseinheit,Kategorie,Units,GeoCode,Value
2021,"Ostfriesland-Nordseeküste",Insgesamt,"in 1000",RA_09,116.69
2021,"Oldenburger Raum",Insgesamt,"in 1000",RA_10,163.01
2021,"Westniedersachsen",Insgesamt,"in 1000",RA_11,310.58
2021,"Statistische Region Weser-Ems",Insgesamt,"in 1000",,590.28
2021,"Niedersachsen",Insgesamt,"in 1000",,1926.06
2019,"Ostniedersachsen",Insgesamt,"in 1000",RA_01,250.75677
2019,"Südniedersachsen",Insgesamt,"in 1000",RA_02,101.77858
2019,"Statistische Region Braunschweig",Insgesamt,"in 1000",,352.53535
2019,"Region Hannover",Insgesamt,"in 1000",,346.35474
2019,"dav. Hannover, Landeshauptstadt",Insgesamt,"in 1000",RA_03,196.98925
2019,"dav. Hannover, Umland",Insgesamt,"in 1000",RA_04,149.36549
2019,"Weser-Leine-Bergland",Insgesamt,"in 1000",RA_05,114.29242
2019,"Mittelniedersachsen",Insgesamt,"in 1000",RA_06,96.04549
2019,"Statistische Region Hannover",Insgesamt,"in 1000",,556.69266
2019,"Nordniedersachsen",Insgesamt,"in 1000",RA_07,160.80331
2019,"Nordostniedersachsen",Insgesamt,"in 1000",RA_08,140.94448
2019,"Statistische Region Lüneburg",Insgesamt,"in 1000",,301.74779
2019,"Ostfriesland-Nordseeküste",Insgesamt,"in 1000",RA_09,108.68543
2019,"Oldenburger Raum",Insgesamt,"in 1000",RA_10,145.1859
2019,"Westniedersachsen",Insgesamt,"in 1000",RA_11,285.94455
2019,"Statistische Region Weser-Ems",Insgesamt,"in 1000",,539.81588
2019,"Niedersachsen",Insgesamt,"in 1000",,1750.79168
2018,"Ostniedersachsen",Insgesamt,"in 1000",RA_01,240.96864
2018,"Südniedersachsen",Insgesamt,"in 1000",RA_02,104.25395
2018,"Statistische Region Braunschweig",Insgesamt,"in 1000",,345.22259
2018,"Region Hannover",Insgesamt,"in 1000",,347.46348
2018,"dav. Hannover, Landeshauptstadt",Insgesamt,"in 1000",RA_03,201.69758
2018,"dav. Hannover, Umland",Insgesamt,"in 1000",RA_04,145.7659
2018,"Weser-Leine-Bergland",Insgesamt,"in 1000",RA_05,109.69589
2018,"Mittelniedersachsen",Insgesamt,"in 1000",RA_06,88.36305
2018,"Statistische Region Hannover",Insgesamt,"in 1000",,545.52242
2018,"Nordniedersachsen",Insgesamt,"in 1000",RA_07,162.11319
2018,"Nordostniedersachsen",Insgesamt,"in 1000",RA_08,132.56028
2018,"Statistische Region Lüneburg",Insgesamt,"in 1000",,294.67346
2018,"Ostfriesland-Nordseeküste",Insgesamt,"in 1000",RA_09,113.85846
2018,"Oldenburger Raum",Insgesamt,"in 1000",RA_10,140.72148
2018,"Westniedersachsen",Insgesamt,"in 1000",RA_11,286.10808
2018,"Statistische Region Weser-Ems",Insgesamt,"in 1000",,540.68801
2018,"Niedersachsen",Insgesamt,"in 1000",,1726.10649
2017,"Ostniedersachsen",Insgesamt,"in 1000",RA_01,225.74771
2017,"Südniedersachsen",Insgesamt,"in 1000",RA_02,104.77552
2017,"Statistische Region Braunschweig",Insgesamt,"in 1000",,330.52323
2017,"Region Hannover",Insgesamt,"in 1000",,334.01411
2017,"dav. Hannover, Landeshauptstadt",Insgesamt,"in 1000",RA_03,186.12622
2017,"dav. Hannover, Umland",Insgesamt,"in 1000",RA_04,147.88789
2017,"Weser-Leine-Bergland",Insgesamt,"in 1000",RA_05,109.20584
2017,"Mittelniedersachsen",Insgesamt,"in 1000",RA_06,85.91696
2017,"Statistische Region Hannover",Insgesamt,"in 1000",,529.1369
2017,"Nordniedersachsen",Insgesamt,"in 1000",RA_07,159.17363
2017,"Nordostniedersachsen",Insgesamt,"in 1000",RA_08,127.7609
2017,"Statistische Region Lüneburg",Insgesamt,"in 1000",,286.93453
2017,"Ostfriesland-Nordseeküste",Insgesamt,"in 1000",RA_09,98.97151
2017,"Oldenburger Raum",Insgesamt,"in 1000",RA_10,139.13223
2017,"Westniedersachsen",Insgesamt,"in 1000",RA_11,271.25652
2017,"Statistische Region Weser-Ems",Insgesamt,"in 1000",,509.36025
2017,"Niedersachsen",Insgesamt,"in 1000",,1655.95492
2016,"Ostniedersachsen",Insgesamt,"in 1000",RA_01,215.38432
2016,"Südniedersachsen",Insgesamt,"in 1000",RA_02,107.61361
2016,"Statistische Region Braunschweig",Insgesamt,"in 1000",,322.99793
2016,"Region Hannover",Insgesamt,"in 1000",,317.75385
2016,"dav. Hannover, Landeshauptstadt",Insgesamt,"in 1000",RA_03,176.5861
2016,"dav. Hannover, Umland",Insgesamt,"in 1000",RA_04,141.16775
2016,"Weser-Leine-Bergland",Insgesamt,"in 1000",RA_05,88.76134
2016,"Mittelniedersachsen",Insgesamt,"in 1000",RA_06,76.68262
2016,"Statistische Region Hannover",Insgesamt,"in 1000",,483.19781
2016,"Nordniedersachsen",Insgesamt,"in 1000",RA_07,138.45965
2016,"Nordostniedersachsen",Insgesamt,"in 1000",RA_08,128.46983
2016,"Statistische Region Lüneburg",Insgesamt,"in 1000",,266.92948
2016,"Ostfriesland-Nordseeküste",Insgesamt,"in 1000",RA_09,80.18923
2016,"Oldenburger Raum",Insgesamt,"in 1000",RA_10,128.41272
2016,"Westniedersachsen",Insgesamt,"in 1000",RA_11,275.44878
2016,"Statistische Region Weser-Ems",Insgesamt,"in 1000",,484.05073
2016,"Niedersachsen",Insgesamt,"in 1000",,1557.17594
2015,"Ostniedersachsen",Insgesamt,"in 1000",RA_01,212.90098
2015,"Südniedersachsen",Insgesamt,"in 1000",RA_02,71.73081
2015,"Statistische Region Braunschweig",Insgesamt,"in 1000",,284.63179
2015,"Region Hannover",Insgesamt,"in 1000",,290.07814
2015,"dav. Hannover, Landeshauptstadt",Insgesamt,"in 1000",RA_03,167.13982
2015,"dav. Hannover, Umland",Insgesamt,"in 1000",RA_04,122.93831
2015,"Weser-Leine-Bergland",Insgesamt,"in 1000",RA_05,74.92737
2015,"Mittelniedersachsen",Insgesamt,"in 1000",RA_06,73.36536
2015,"Statistische Region Hannover",Insgesamt,"in 1000",,438.37086
2015,"Nordniedersachsen",Insgesamt,"in 1000",RA_07,113.36331
2015,"Nordostniedersachsen",Insgesamt,"in 1000",RA_08,124.01587
2015,"Statistische Region Lüneburg",Insgesamt,"in 1000",,237.37919
2015,"Ostfriesland-Nordseeküste",Insgesamt,"in 1000",RA_09,88.81397
2015,"Oldenburger Raum",Insgesamt,"in 1000",RA_10,121.53163
2015,"Westniedersachsen",Insgesamt,"in 1000",RA_11,229.47227
2015,"Statistische Region Weser-Ems",Insgesamt,"in 1000",,439.81787
2015,"Niedersachsen",Insgesamt,"in 1000",,1400.19971
2014,"Ostniedersachsen",Insgesamt,"in 1000",RA_01,207.14026
2014,"Südniedersachsen",Insgesamt,"in 1000",RA_02,66.66471
2014,"Statistische Region Braunschweig",Insgesamt,"in 1000",,273.80497
2014,"Region Hannover",Insgesamt,"in 1000",,270.84329
2014,"dav. Hannover, Landeshauptstadt",Insgesamt,"in 1000",RA_03,154.4203
2014,"dav. Hannover, Umland",Insgesamt,"in 1000",RA_04,116.42299
2014,"Weser-Leine-Bergland",Insgesamt,"in 1000",RA_05,78.45503
2014,"Mittelniedersachsen",Insgesamt,"in 1000",RA_06,76.30225
2014,"Statistische Region Hannover",Insgesamt,"in 1000",,425.60057
2014,"Nordniedersachsen",Insgesamt,"in 1000",RA_07,109.77345
2014,"Nordostniedersachsen",Insgesamt,"in 1000",RA_08,119.32896
2014,"Statistische Region Lüneburg",Insgesamt,"in 1000",,229.10242
2014,"Ostfriesland-Nordseeküste",Insgesamt,"in 1000",RA_09,73.8421
2014,"Oldenburger Raum",Insgesamt,"in 1000",RA_10,119.42345
2014,"Westniedersachsen",Insgesamt,"in 1000",RA_11,233.73958
2014,"Statistische Region Weser-Ems",Insgesamt,"in 1000",,427.00513
2014,"Niedersachsen",Insgesamt,"in 1000",,1355.51309
2013,"Ostniedersachsen",Insgesamt,"in 1000",RA_01,208.23497
2013,"Südniedersachsen",Insgesamt,"in 1000",RA_02,70.37933
2013,"Statistische Region Braunschweig",Insgesamt,"in 1000",,278.6143
2013,"Region Hannover",Insgesamt,"in 1000",,269.08637
2013,"dav. Hannover, Landeshauptstadt",Insgesamt,"in 1000",RA_03,157.90522
2013,"dav. Hannover, Umland",Insgesamt,"in 1000",RA_04,111.18115
2013,"Weser-Leine-Bergland",Insgesamt,"in 1000",RA_05,83.26787
2013,"Mittelniedersachsen",Insgesamt,"in 1000",RA_06,67.1086
2013,"Statistische Region Hannover",Insgesamt,"in 1000",,419.46284
2013,"Nordniedersachsen",Insgesamt,"in 1000",RA_07,101.57792
2013,"Nordostniedersachsen",Insgesamt,"in 1000",RA_08,119.46936
2013,"Statistische Region Lüneburg",Insgesamt,"in 1000",,221.04729
2013,"Ostfriesland-Nordseeküste",Insgesamt,"in 1000",RA_09,84.43522
2013,"Oldenburger Raum",Insgesamt,"in 1000",RA_10,103.86769
2013,"Westniedersachsen",Insgesamt,"in 1000",RA_11,238.14914
2013,"Statistische Region Weser-Ems",Insgesamt,"in 1000",,426.45205
2013,"Niedersachsen",Insgesamt,"in 1000",,1345.57648
2012,"Ostniedersachsen",Insgesamt,"in 1000",RA_01,199.52021
2012,"Südniedersachsen",Insgesamt,"in 1000",RA_02,66.60009
2012,"Statistische Region Braunschweig",Insgesamt,"in 1000",,266.12029
2012,"Region Hannover",Insgesamt,"in 1000",,257.5646
2012,"dav. Hannover, Landeshauptstadt",Insgesamt,"in 1000",RA_03,146.54057
2012,"dav. Hannover, Umland",Insgesamt,"in 1000",RA_04,111.02402
2012,"Weser-Leine-Bergland",Insgesamt,"in 1000",RA_05,77.2574
2012,"Mittelniedersachsen",Insgesamt,"in 1000",RA_06,67.99081
2012,"Statistische Region Hannover",Insgesamt,"in 1000",,402.8128
2012,"Nordniedersachsen",Insgesamt,"in 1000",RA_07,103.1748
2012,"Nordostniedersachsen",Insgesamt,"in 1000",RA_08,102.95045
2012,"Statistische Region Lüneburg",Insgesamt,"in 1000",,206.12525
2012,"Ostfriesland-Nordseeküste",Insgesamt,"in 1000",RA_09,72.21361
2012,"Oldenburger Raum",Insgesamt,"in 1000",RA_10,111.65798
2012,"Westniedersachsen",Insgesamt,"in 1000",RA_11,239.63433
2012,"Statistische Region Weser-Ems",Insgesamt,"in 1000",,423.50592
2012,"Niedersachsen",Insgesamt,"in 1000",,1298.56426
2011,"Ostniedersachsen",Insgesamt,"in 1000",RA_01,184.69762
2011,"Südniedersachsen",Insgesamt,"in 1000",RA_02,72.25825
2011,"Statistische Region Braunschweig",Insgesamt,"in 1000",,256.95588
2011,"Region Hannover",Insgesamt,"in 1000",,249.22248
2011,"dav. Hannover, Landeshauptstadt",Insgesamt,"in 1000",RA_03,144.04601
2011,"dav. Hannover, Umland",Insgesamt,"in 1000",RA_04,105.17647
2011,"Weser-Leine-Bergland",Insgesamt,"in 1000",RA_05,72.49503
2011,"Mittelniedersachsen",Insgesamt,"in 1000",RA_06,74.66805
2011,"Statistische Region Hannover",Insgesamt,"in 1000",,396.38556
2011,"Nordniedersachsen",Insgesamt,"in 1000",RA_07,97.35308
2011,"Nordostniedersachsen",Insgesamt,"in 1000",RA_08,97.53239
2011,"Statistische Region Lüneburg",Insgesamt,"in 1000",,194.88548
2011,"Ostfriesland-Nordseeküste",Insgesamt,"in 1000",RA_09,71.84491
2011,"Oldenburger Raum",Insgesamt,"in 1000",RA_10,111.41436
2011,"Westniedersachsen",Insgesamt,"in 1000",RA_11,236.83646
2011,"Statistische Region Weser-Ems",Insgesamt,"in 1000",,420.09573
2011,"Niedersachsen",Insgesamt,"in 1000",,1268.32265
2022,"Ostniedersachsen",Insgesamt,%,RA_01,100
2022,"Südniedersachsen",Insgesamt,%,RA_02,100
2022,"Statistische Region Braunschweig",Insgesamt,%,,100
2022,"Region Hannover",Insgesamt,%,,100
2022,"dav. Hannover, Landeshauptstadt",Insgesamt,%,RA_03,100
2022,"dav. Hannover, Umland",Insgesamt,%,RA_04,100
2022,"Weser-Leine-Bergland",Insgesamt,%,RA_05,100
2022,"Mittelniedersachsen",Insgesamt,%,RA_06,100
2022,"Statistische Region Hannover",Insgesamt,%,,100
2022,"Nordniedersachsen",Insgesamt,%,RA_07,100
2022,"Nordostniedersachsen",Insgesamt,%,RA_08,100
2022,"Statistische Region Lüneburg",Insgesamt,%,,100
2022,"Ostfriesland-Nordseeküste",Insgesamt,%,RA_09,100
2022,"Oldenburger Raum",Insgesamt,%,RA_10,100
2022,"Westniedersachsen",Insgesamt,%,RA_11,100
2022,"Statistische Region Weser-Ems",Insgesamt,%,,100
2022,"Niedersachsen",Insgesamt,%,,100
2021,"Ostniedersachsen",Insgesamt,%,RA_01,100
2021,"Südniedersachsen",Insgesamt,%,RA_02,100
2021,"Statistische Region Braunschweig",Insgesamt,%,,100
2021,"Region Hannover",Insgesamt,%,,100
2021,"dav. Hannover, Landeshauptstadt",Insgesamt,%,RA_03,100
2021,"dav. Hannover, Umland",Insgesamt,%,RA_04,100
2021,"Weser-Leine-Bergland",Insgesamt,%,RA_05,100
2021,"Mittelniedersachsen",Insgesamt,%,RA_06,100
2021,"Statistische Region Hannover",Insgesamt,%,,100
2021,"Nordniedersachsen",Insgesamt,%,RA_07,100
2021,"Nordostniedersachsen",Insgesamt,%,RA_08,100
2021,"Statistische Region Lüneburg",Insgesamt,%,,100
2021,"Ostfriesland-Nordseeküste",Insgesamt,%,RA_09,100
2021,"Oldenburger Raum",Insgesamt,%,RA_10,100
2021,"Westniedersachsen",Insgesamt,%,RA_11,100
2021,"Statistische Region Weser-Ems",Insgesamt,%,,100
2021,"Niedersachsen",Insgesamt,%,,100
2019,"Ostniedersachsen",Insgesamt,%,RA_01,100
2019,"Südniedersachsen",Insgesamt,%,RA_02,100
2019,"Statistische Region Braunschweig",Insgesamt,%,,100
2019,"Region Hannover",Insgesamt,%,,100
2019,"dav. Hannover, Landeshauptstadt",Insgesamt,%,RA_03,100
2019,"dav. Hannover, Umland",Insgesamt,%,RA_04,100
2019,"Weser-Leine-Bergland",Insgesamt,%,RA_05,100
2019,"Mittelniedersachsen",Insgesamt,%,RA_06,100
2019,"Statistische Region Hannover",Insgesamt,%,,100
2019,"Nordniedersachsen",Insgesamt,%,RA_07,100
2019,"Nordostniedersachsen",Insgesamt,%,RA_08,100
2019,"Statistische Region Lüneburg",Insgesamt,%,,100
2019,"Ostfriesland-Nordseeküste",Insgesamt,%,RA_09,100
2019,"Oldenburger Raum",Insgesamt,%,RA_10,100
2019,"Westniedersachsen",Insgesamt,%,RA_11,100
2019,"Statistische Region Weser-Ems",Insgesamt,%,,100
2019,"Niedersachsen",Insgesamt,%,,100
2018,"Ostniedersachsen",Insgesamt,%,RA_01,100
2018,"Südniedersachsen",Insgesamt,%,RA_02,100.000009591963
2018,"Statistische Region Braunschweig",Insgesamt,%,,100
2018,"Region Hannover",Insgesamt,%,,100.000002878
2018,"dav. Hannover, Landeshauptstadt",Insgesamt,%,RA_03,100.000004957918
2018,"dav. Hannover, Umland",Insgesamt,%,RA_04,100
2018,"Weser-Leine-Bergland",Insgesamt,%,RA_05,100
2018,"Mittelniedersachsen",Insgesamt,%,RA_06,100
2018,"Statistische Region Hannover",Insgesamt,%,,100
2018,"Nordniedersachsen",Insgesamt,%,RA_07,100
2018,"Nordostniedersachsen",Insgesamt,%,RA_08,99.9999924562622
2018,"Statistische Region Lüneburg",Insgesamt,%,,100
2018,"Ostfriesland-Nordseeküste",Insgesamt,%,RA_09,100
2018,"Oldenburger Raum",Insgesamt,%,RA_10,99.9999928937643
2018,"Westniedersachsen",Insgesamt,%,RA_11,99.9999965048173
2018,"Statistische Region Weser-Ems",Insgesamt,%,,100.000001849495
2018,"Niedersachsen",Insgesamt,%,,100
2017,"Ostniedersachsen",Insgesamt,%,RA_01,100
2017,"Südniedersachsen",Insgesamt,%,RA_02,100
2017,"Statistische Region Braunschweig",Insgesamt,%,,100
2017,"Region Hannover",Insgesamt,%,,100
2017,"dav. Hannover, Landeshauptstadt",Insgesamt,%,RA_03,100
2017,"dav. Hannover, Umland",Insgesamt,%,RA_04,99.9999932381211
2017,"Weser-Leine-Bergland",Insgesamt,%,RA_05,100
2017,"Mittelniedersachsen",Insgesamt,%,RA_06,100
2017,"Statistische Region Hannover",Insgesamt,%,,100.00000188987
2017,"Nordniedersachsen",Insgesamt,%,RA_07,100
2017,"Nordostniedersachsen",Insgesamt,%,RA_08,100.000007827121
2017,"Statistische Region Lüneburg",Insgesamt,%,,99.9999965148844
2017,"Ostfriesland-Nordseeküste",Insgesamt,%,RA_09,100
2017,"Oldenburger Raum",Insgesamt,%,RA_10,100
2017,"Westniedersachsen",Insgesamt,%,RA_11,99.9999963134527
2017,"Statistische Region Weser-Ems",Insgesamt,%,,100
2017,"Niedersachsen",Insgesamt,%,,100
2016,"Ostniedersachsen",Insgesamt,%,RA_01,99.9999953571365
2016,"Südniedersachsen",Insgesamt,%,RA_02,100.000009292505
2016,"Statistische Region Braunschweig",Insgesamt,%,,100
2016,"Region Hannover",Insgesamt,%,,100
2016,"dav. Hannover, Landeshauptstadt",Insgesamt,%,RA_03,100
2016,"dav. Hannover, Umland",Insgesamt,%,RA_04,100
2016,"Weser-Leine-Bergland",Insgesamt,%,RA_05,100
2016,"Mittelniedersachsen",Insgesamt,%,RA_06,100
2016,"Statistische Region Hannover",Insgesamt,%,,100
2016,"Nordniedersachsen",Insgesamt,%,RA_07,100
2016,"Nordostniedersachsen",Insgesamt,%,RA_08,100
2016,"Statistische Region Lüneburg",Insgesamt,%,,100
2016,"Ostfriesland-Nordseeküste",Insgesamt,%,RA_09,100
2016,"Oldenburger Raum",Insgesamt,%,RA_10,100.000007787391
2016,"Westniedersachsen",Insgesamt,%,RA_11,100
2016,"Statistische Region Weser-Ems",Insgesamt,%,,100
2016,"Niedersachsen",Insgesamt,%,,100
2015,"Ostniedersachsen",Insgesamt,%,RA_01,100
2015,"Südniedersachsen",Insgesamt,%,RA_02,100
2015,"Statistische Region Braunschweig",Insgesamt,%,,99.999996486689
2015,"Region Hannover",Insgesamt,%,,100
2015,"dav. Hannover, Landeshauptstadt",Insgesamt,%,RA_03,100
2015,"dav. Hannover, Umland",Insgesamt,%,RA_04,100
2015,"Weser-Leine-Bergland",Insgesamt,%,RA_05,100
2015,"Mittelniedersachsen",Insgesamt,%,RA_06,100
2015,"Statistische Region Hannover",Insgesamt,%,,100
2015,"Nordniedersachsen",Insgesamt,%,RA_07,100
2015,"Nordostniedersachsen",Insgesamt,%,RA_08,100.000008063484
2015,"Statistische Region Lüneburg",Insgesamt,%,,100
2015,"Ostfriesland-Nordseeküste",Insgesamt,%,RA_09,100
2015,"Oldenburger Raum",Insgesamt,%,RA_10,100.000008228311
2015,"Westniedersachsen",Insgesamt,%,RA_11,100
2015,"Statistische Region Weser-Ems",Insgesamt,%,,100.000002273668
2015,"Niedersachsen",Insgesamt,%,,99.9999992858162
2014,"Ostniedersachsen",Insgesamt,%,RA_01,100
2014,"Südniedersachsen",Insgesamt,%,RA_02,100
2014,"Statistische Region Braunschweig",Insgesamt,%,,100
2014,"Region Hannover",Insgesamt,%,,100
2014,"dav. Hannover, Landeshauptstadt",Insgesamt,%,RA_03,100.000006475833
2014,"dav. Hannover, Umland",Insgesamt,%,RA_04,99.9999914106312
2014,"Weser-Leine-Bergland",Insgesamt,%,RA_05,100
2014,"Mittelniedersachsen",Insgesamt,%,RA_06,99.9999868942266
2014,"Statistische Region Hannover",Insgesamt,%,,99.9999976503791
2014,"Nordniedersachsen",Insgesamt,%,RA_07,100.000009109671
2014,"Nordostniedersachsen",Insgesamt,%,RA_08,100
2014,"Statistische Region Lüneburg",Insgesamt,%,,100
2014,"Ostfriesland-Nordseeküste",Insgesamt,%,RA_09,100
2014,"Oldenburger Raum",Insgesamt,%,RA_10,100
2014,"Westniedersachsen",Insgesamt,%,RA_11,100
2014,"Statistische Region Weser-Ems",Insgesamt,%,,100.000002341892
2014,"Niedersachsen",Insgesamt,%,,100
2013,"Ostniedersachsen",Insgesamt,%,RA_01,100
2013,"Südniedersachsen",Insgesamt,%,RA_02,99.9999857912828
2013,"Statistische Region Braunschweig",Insgesamt,%,,100
2013,"Region Hannover",Insgesamt,%,,100
2013,"dav. Hannover, Landeshauptstadt",Insgesamt,%,RA_03,100.000006332913
2013,"dav. Hannover, Umland",Insgesamt,%,RA_04,100
2013,"Weser-Leine-Bergland",Insgesamt,%,RA_05,100
2013,"Mittelniedersachsen",Insgesamt,%,RA_06,100
2013,"Statistische Region Hannover",Insgesamt,%,,100
2013,"Nordniedersachsen",Insgesamt,%,RA_07,100
2013,"Nordostniedersachsen",Insgesamt,%,RA_08,100
2013,"Statistische Region Lüneburg",Insgesamt,%,,100
2013,"Ostfriesland-Nordseeküste",Insgesamt,%,RA_09,100.000011843399
2013,"Oldenburger Raum",Insgesamt,%,RA_10,100
2013,"Westniedersachsen",Insgesamt,%,RA_11,100
2013,"Statistische Region Weser-Ems",Insgesamt,%,,100
2013,"Niedersachsen",Insgesamt,%,,100
2012,"Ostniedersachsen",Insgesamt,%,RA_01,99.9999949879764
2012,"Südniedersachsen",Insgesamt,%,RA_02,100
2012,"Statistische Region Braunschweig",Insgesamt,%,,100
2012,"Region Hannover",Insgesamt,%,,100
2012,"dav. Hannover, Landeshauptstadt",Insgesamt,%,RA_03,100.000006824049
2012,"dav. Hannover, Umland",Insgesamt,%,RA_04,100
2012,"Weser-Leine-Bergland",Insgesamt,%,RA_05,99.9999870562561
2012,"Mittelniedersachsen",Insgesamt,%,RA_06,99.9999852921299
2012,"Statistische Region Hannover",Insgesamt,%,,100
2012,"Nordniedersachsen",Insgesamt,%,RA_07,99.9999903077108
2012,"Nordostniedersachsen",Insgesamt,%,RA_08,100
2012,"Statistische Region Lüneburg",Insgesamt,%,,99.9999951485808
2012,"Ostfriesland-Nordseeküste",Insgesamt,%,RA_09,100
2012,"Oldenburger Raum",Insgesamt,%,RA_10,100
2012,"Westniedersachsen",Insgesamt,%,RA_11,100
2012,"Statistische Region Weser-Ems",Insgesamt,%,,100
2012,"Niedersachsen",Insgesamt,%,,100
2011,"Ostniedersachsen",Insgesamt,%,RA_01,100
2011,"Südniedersachsen",Insgesamt,%,RA_02,100
2011,"Statistische Region Braunschweig",Insgesamt,%,,100
2011,"Region Hannover",Insgesamt,%,,100
2011,"dav. Hannover, Landeshauptstadt",Insgesamt,%,RA_03,100.000006942226
2011,"dav. Hannover, Umland",Insgesamt,%,RA_04,100
2011,"Weser-Leine-Bergland",Insgesamt,%,RA_05,99.999986205951
2011,"Mittelniedersachsen",Insgesamt,%,RA_06,100.000013392609
2011,"Statistische Region Hannover",Insgesamt,%,,100
2011,"Nordniedersachsen",Insgesamt,%,RA_07,100
2011,"Nordostniedersachsen",Insgesamt,%,RA_08,100.000010253004
2011,"Statistische Region Lüneburg",Insgesamt,%,,100
2011,"Ostfriesland-Nordseeküste",Insgesamt,%,RA_09,100
2011,"Oldenburger Raum",Insgesamt,%,RA_10,100
2011,"Westniedersachsen",Insgesamt,%,RA_11,100
2011,"Statistische Region Weser-Ems",Insgesamt,%,,100
2011,"Niedersachsen",Insgesamt,%,,100
2022,"Ostniedersachsen","mit eigener Migrationserfahrung","in 1000",RA_01,185.07
2022,"Südniedersachsen","mit eigener Migrationserfahrung","in 1000",RA_02,74.52
2022,"Statistische Region Braunschweig","mit eigener Migrationserfahrung","in 1000",,259.6
2022,"Region Hannover","mit eigener Migrationserfahrung","in 1000",,247.71
2022,"dav. Hannover, Landeshauptstadt","mit eigener Migrationserfahrung","in 1000",RA_03,137.41
2022,"dav. Hannover, Umland","mit eigener Migrationserfahrung","in 1000",RA_04,110.3
2022,"Weser-Leine-Bergland","mit eigener Migrationserfahrung","in 1000",RA_05,74.95
2022,"Mittelniedersachsen","mit eigener Migrationserfahrung","in 1000",RA_06,78.71
2022,"Statistische Region Hannover","mit eigener Migrationserfahrung","in 1000",,401.38
2022,"Nordniedersachsen","mit eigener Migrationserfahrung","in 1000",RA_07,122.68
2022,"Nordostniedersachsen","mit eigener Migrationserfahrung","in 1000",RA_08,102.5
2022,"Statistische Region Lüneburg","mit eigener Migrationserfahrung","in 1000",,225.18
2022,"Ostfriesland-Nordseeküste","mit eigener Migrationserfahrung","in 1000",RA_09,81.18
2022,"Oldenburger Raum","mit eigener Migrationserfahrung","in 1000",RA_10,107.28
2022,"Westniedersachsen","mit eigener Migrationserfahrung","in 1000",RA_11,223.81
2022,"Statistische Region Weser-Ems","mit eigener Migrationserfahrung","in 1000",,412.27
2022,"Niedersachsen","mit eigener Migrationserfahrung","in 1000",,1298.43
2021,"Ostniedersachsen","mit eigener Migrationserfahrung","in 1000",RA_01,178.06
2021,"Südniedersachsen","mit eigener Migrationserfahrung","in 1000",RA_02,71.85
2021,"Statistische Region Braunschweig","mit eigener Migrationserfahrung","in 1000",,249.91
2021,"Region Hannover","mit eigener Migrationserfahrung","in 1000",,233.31
2021,"dav. Hannover, Landeshauptstadt","mit eigener Migrationserfahrung","in 1000",RA_03,128.91
2021,"dav. Hannover, Umland","mit eigener Migrationserfahrung","in 1000",RA_04,104.39
2021,"Weser-Leine-Bergland","mit eigener Migrationserfahrung","in 1000",RA_05,74.11
2021,"Mittelniedersachsen","mit eigener Migrationserfahrung","in 1000",RA_06,69.78
2021,"Statistische Region Hannover","mit eigener Migrationserfahrung","in 1000",,377.2
2021,"Nordniedersachsen","mit eigener Migrationserfahrung","in 1000",RA_07,111.36
