Year,Berufsgruppe,Geschlecht,Verfahren,Entscheidung vor Rechtsbehelf,Value
2012,darunter medizinische Gesundheitsberufe,Insgesamt,"abgeschlossene Verfahren",,471
2022,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",1470
2022,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",1503
2022,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",2976
2022,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",837
2022,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",1272
2022,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",2109
2021,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",1383
2021,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",1449
2021,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",2835
2021,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",939
2021,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",1212
2021,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",2151
2020,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",1182
2020,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",1338
2020,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",2520
2020,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",747
2020,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",1107
2020,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",1854
2019,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",1035
2019,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",1272
2019,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",2307
2019,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",663
2019,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",987
2019,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",1650
2018,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",888
2018,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",975
2018,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",1863
2018,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",480
2018,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",750
2018,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",1230
2017,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",852
2017,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",855
2017,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",1707
2017,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",417
2017,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",642
2017,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",1059
2016,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",891
2016,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",831
2016,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",1722
2016,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",486
2016,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",612
2016,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",1098
2015,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",660
2015,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",669
2015,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",1335
2015,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",396
2015,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",441
2015,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",837
2014,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",600
2014,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",851
2014,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",1451
2014,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",392
2014,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",369
2014,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",761
2012,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",12
2012,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",30
2012,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",42
2012,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",3
2012,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",18
2012,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv volle Gleichwertigkeit",18
2022,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",1023
2022,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",2061
2022,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",3084
2022,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",999
2022,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",1923
2022,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",2925
2021,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",696
2021,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",1242
2021,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",1938
2021,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",684
2021,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",1149
2021,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",1833
2020,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",900
2020,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",1533
2020,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",2433
2020,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",855
2020,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",1350
2020,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",2205
2019,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",873
2019,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",1242
2019,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",2115
2019,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",837
2019,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",1083
2019,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",1923
2018,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",492
2018,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",645
2018,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",1137
2018,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",462
2018,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",528
2018,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",990
2017,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",309
2017,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",381
2017,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",687
2017,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",285
2017,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",297
2017,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",582
2016,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",243
2016,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",372
2016,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",615
2016,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",222
2016,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",282
2016,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",504
2015,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",198
2015,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",372
2015,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",573
2015,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",183
2015,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",225
2015,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",408
2014,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",221
2014,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",279
2014,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",500
2014,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",199
2014,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",
2014,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",199
2012,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",
2012,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",
2012,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",
2012,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",
2012,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",
2012,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","Auflage einer Ausgleichsmaßnahme1)",
2022,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2022,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2022,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2022,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2022,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2022,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2021,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2021,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2021,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2021,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2021,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2021,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2020,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2020,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2020,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2020,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2020,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2020,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2019,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2019,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2019,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
