Year,Gebietseinheit,Kinderbetreuung,Units,GeoCode,Value
2023,"Oldenburg (Oldb), Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03403,535
2023,"Osnabrück, Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03404,324
2023,"Wilhelmshaven, Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03405,67
2023,"Ammerland",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03451,135
2023,"Aurich",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03452,154
2023,"Cloppenburg",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03453,335
2023,"Emsland",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03454,726
2023,"Friesland",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03455,49
2023,"Grafschaft Bentheim",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03456,297
2023,"Leer",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03457,149
2023,"Oldenburg",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03458,109
2023,"Osnabrück",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03459,521
2023,"Vechta",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03460,315
2023,"Wesermarsch",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03461,86
2023,"Wittmund",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03462,45
2023,"Statistische Region Weser-Ems",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K034,4019
2023,"Niedersachsen",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,,13852
2022,"Braunschweig, Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03101,648
2022,"Salzgitter, Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03102,176
2022,"Wolfsburg, Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03103,468
2022,"Gifhorn",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03151,306
2022,"Goslar",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03153,117
2022,"Helmstedt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03154,94
2022,"Northeim",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03155,129
2022,"Peine",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03157,212
2022,"Wolfenbüttel",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03158,113
2022,"Göttingen",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03159,584
2022,"Statistische Region Braunschweig",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K031,2847
2022,"Region Hannover",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03241,3365
2022,"dav. Hannover, Lhst.",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03241001,2154
2022,"dav. Hannover, Umland",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03241999,1211
2022,"Diepholz",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03251,274
2022,"Hameln-Pyrmont",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03252,249
2022,"Hildesheim",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03254,542
2022,"Holzminden",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03255,80
2022,"Nienburg (Weser)",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03256,177
2022,"Schaumburg",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03257,207
2022,"Statistische Region Hannover",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K032,4894
2022,"Celle",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03351,199
2022,"Cuxhaven",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03352,197
2022,"Harburg",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03353,447
2022,"Lüchow-Dannenberg",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03354,44
2022,"Lüneburg",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03355,280
2022,"Osterholz",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03356,132
2022,"Rotenburg (Wümme)",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03357,144
2022,"Heidekreis",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03358,179
2022,"Stade",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03359,258
2022,"Uelzen",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03360,114
2022,"Verden",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03361,255
2022,"Statistische Region Lüneburg",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K033,2249
2022,"Delmenhorst, Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03401,111
2022,"Emden, Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03402,70
2022,"Oldenburg (Oldb), Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03403,488
2022,"Osnabrück, Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03404,295
2022,"Wilhelmshaven, Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03405,72
2022,"Ammerland",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03451,126
2022,"Aurich",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03452,133
2022,"Cloppenburg",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03453,325
2022,"Emsland",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03454,642
2022,"Friesland",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03455,54
2022,"Grafschaft Bentheim",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03456,266
2022,"Leer",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03457,168
2022,"Oldenburg",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03458,123
2022,"Osnabrück",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03459,483
2022,"Vechta",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03460,289
2022,"Wesermarsch",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03461,99
2022,"Wittmund",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03462,39
2022,"Statistische Region Weser-Ems",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K034,3783
2022,"Niedersachsen",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,,13773
2021,"Braunschweig, Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03101,635
2021,"Salzgitter, Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03102,154
2021,"Wolfsburg, Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03103,363
2021,"Gifhorn",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03151,262
2021,"Goslar",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03153,108
2021,"Helmstedt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03154,63
2021,"Northeim",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03155,136
2021,"Peine",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03157,160
2021,"Wolfenbüttel",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03158,101
2021,"Göttingen",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03159,615
2021,"Statistische Region Braunschweig",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K031,2597
2021,"Region Hannover",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03241,3066
2021,"dav. Hannover, Lhst.",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03241001,1928
2021,"dav. Hannover, Umland",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03241999,1138
2021,"Diepholz",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03251,273
2021,"Hameln-Pyrmont",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03252,213
2021,"Hildesheim",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03254,487
2021,"Holzminden",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03255,72
2021,"Nienburg (Weser)",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03256,122
2021,"Schaumburg",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03257,184
2021,"Statistische Region Hannover",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K032,4417
2021,"Celle",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03351,179
2021,"Cuxhaven",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03352,182
2021,"Harburg",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03353,382
2021,"Lüchow-Dannenberg",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03354,42
2021,"Lüneburg",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03355,260
2021,"Osterholz",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03356,105
2021,"Rotenburg (Wümme)",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03357,129
2021,"Heidekreis",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03358,157
2021,"Stade",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03359,199
2021,"Uelzen",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03360,98
2021,"Verden",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03361,238
2021,"Statistische Region Lüneburg",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K033,1971
2021,"Delmenhorst, Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03401,124
2021,"Emden, Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03402,65
2021,"Oldenburg (Oldb), Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03403,445
2021,"Osnabrück, Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03404,290
2021,"Wilhelmshaven, Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03405,73
2021,"Ammerland",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03451,120
2021,"Aurich",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03452,129
2021,"Cloppenburg",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03453,261
2021,"Emsland",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03454,504
2021,"Friesland",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03455,35
2021,"Grafschaft Bentheim",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03456,253
2021,"Leer",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03457,151
2021,"Oldenburg",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03458,86
2021,"Osnabrück",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03459,492
2021,"Vechta",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03460,249
2021,"Wesermarsch",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03461,81
2021,"Wittmund",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03462,36
2021,"Statistische Region Weser-Ems",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K034,3394
2021,"Niedersachsen",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,,12379
2020,"Braunschweig, Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03101,637
2020,"Salzgitter, Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03102,152
2020,"Wolfsburg, Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03103,359
2020,"Gifhorn",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03151,208
2020,"Goslar",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03153,122
2020,"Helmstedt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03154,68
2020,"Northeim",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03155,160
2020,"Peine",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03157,177
2020,"Wolfenbüttel",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03158,107
2020,"Göttingen",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03159,607
2020,"Statistische Region Braunschweig",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K031,2597
2020,"Region Hannover",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03241,3190
2020,"dav. Hannover, Lhst.",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03241001,1972
2020,"dav. Hannover, Umland",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03241999,1218
2020,"Diepholz",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03251,313
2020,"Hameln-Pyrmont",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03252,250
2020,"Hildesheim",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03254,480
2020,"Holzminden",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03255,82
2020,"Nienburg (Weser)",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03256,137
2020,"Schaumburg",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03257,218
2020,"Statistische Region Hannover",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K032,4670
2020,"Celle",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03351,186
2020,"Cuxhaven",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03352,208
2020,"Harburg",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03353,383
2020,"Lüchow-Dannenberg",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03354,38
2020,"Lüneburg",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03355,263
2020,"Osterholz",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03356,118
2020,"Rotenburg (Wümme)",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03357,138
2020,"Heidekreis",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03358,191
2020,"Stade",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03359,190
2020,"Uelzen",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03360,90
2020,"Verden",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03361,191
2020,"Statistische Region Lüneburg",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K033,1996
2020,"Delmenhorst, Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03401,126
2020,"Emden, Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03402,65
2020,"Oldenburg (Oldb), Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03403,411
2020,"Osnabrück, Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03404,269
2020,"Wilhelmshaven, Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03405,90
2020,"Ammerland",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03451,135
2020,"Aurich",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03452,117
2020,"Cloppenburg",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03453,318
2020,"Emsland",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03454,577
2020,"Friesland",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03455,41
2020,"Grafschaft Bentheim",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03456,278
2020,"Leer",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03457,166
2020,"Oldenburg",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03458,121
2020,"Osnabrück",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03459,521
2020,"Vechta",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03460,270
2020,"Wesermarsch",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03461,97
2020,"Wittmund",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03462,38
2020,"Statistische Region Weser-Ems",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K034,3640
2020,"Niedersachsen",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,,12903
2019,"Braunschweig, Stadt",Kinder im Alter von unter 3 Jahren mit ausländischer Herkunft mindestens eines Elternteils,Anzahl,K03101,644
