Year,Gebietseinheit,Geschlecht,Units,GeoCode,Value
2022,"Gifhorn",Insgesamt,Anzahl,K03151,3947
2022,"Goslar",Insgesamt,Anzahl,K03153,3993
2022,"Helmstedt",Insgesamt,Anzahl,K03154,1876
2022,"Northeim",Insgesamt,Anzahl,K03155,4047
2022,"Peine",Insgesamt,Anzahl,K03157,3921
2022,"Wolfenbüttel",Insgesamt,Anzahl,K03158,1946
2022,"Göttingen",Insgesamt,Anzahl,K03159,12403
2022,"Statistische Region Braunschweig",Insgesamt,Anzahl,K031,61600
2022,"Region Hannover",Insgesamt,Anzahl,K03241,74318
2022,"dav. Hannover, Lhst.",Insgesamt,Anzahl,K03241001,45006
2022,"dav. Hannover, Umland",Insgesamt,Anzahl,K03241999,29312
2022,"Diepholz",Insgesamt,Anzahl,K03251,8729
2022,"Hameln-Pyrmont",Insgesamt,Anzahl,K03252,4943
2022,"Hildesheim",Insgesamt,Anzahl,K03254,8012
2022,"Holzminden",Insgesamt,Anzahl,K03255,1829
2022,"Nienburg (Weser)",Insgesamt,Anzahl,K03256,4675
2022,"Schaumburg",Insgesamt,Anzahl,K03257,4677
2022,"Statistische Region Hannover",Insgesamt,Anzahl,K032,107183
2022,"Celle",Insgesamt,Anzahl,K03351,5171
2022,"Cuxhaven",Insgesamt,Anzahl,K03352,5824
2022,"Harburg",Insgesamt,Anzahl,K03353,11741
2022,"Lüchow-Dannenberg",Insgesamt,Anzahl,K03354,967
2022,"Lüneburg",Insgesamt,Anzahl,K03355,4541
2022,"Osterholz",Insgesamt,Anzahl,K03356,2437
2022,"Rotenburg (Wümme)",Insgesamt,Anzahl,K03357,5034
2022,"Heidekreis",Insgesamt,Anzahl,K03358,5326
2022,"Stade",Insgesamt,Anzahl,K03359,6903
2022,"Uelzen",Insgesamt,Anzahl,K03360,2150
2022,"Verden",Insgesamt,Anzahl,K03361,8229
2022,"Statistische Region Lüneburg",Insgesamt,Anzahl,K033,58323
2022,"Delmenhorst, Stadt",Insgesamt,Anzahl,K03401,2890
2022,"Emden, Stadt",Insgesamt,Anzahl,K03402,2237
2022,"Oldenburg (Oldb), Stadt",Insgesamt,Anzahl,K03403,7509
2022,"Osnabrück, Stadt",Insgesamt,Anzahl,K03404,10758
2022,"Wilhelmshaven, Stadt",Insgesamt,Anzahl,K03405,2411
2022,"Ammerland",Insgesamt,Anzahl,K03451,5123
2022,"Aurich",Insgesamt,Anzahl,K03452,4894
2022,"Cloppenburg",Insgesamt,Anzahl,K03453,13577
2022,"Emsland",Insgesamt,Anzahl,K03454,19130
2022,"Friesland",Insgesamt,Anzahl,K03455,2004
2022,"Grafschaft Bentheim",Insgesamt,Anzahl,K03456,6893
2022,"Leer",Insgesamt,Anzahl,K03457,4664
2022,"Oldenburg",Insgesamt,Anzahl,K03458,6220
2022,"Osnabrück",Insgesamt,Anzahl,K03459,16876
2022,"Vechta",Insgesamt,Anzahl,K03460,13335
2022,"Wesermarsch",Insgesamt,Anzahl,K03461,2897
2022,"Wittmund",Insgesamt,Anzahl,K03462,1125
2022,"Statistische Region Weser-Ems",Insgesamt,Anzahl,K034,122543
2022,"Niedersachsen",Insgesamt,Anzahl,K030,349649
2021,"Braunschweig, Stadt",Insgesamt,Anzahl,K03101,12488
2021,"Salzgitter, Stadt",Insgesamt,Anzahl,K03102,5160
2021,"Wolfsburg, Stadt",Insgesamt,Anzahl,K03103,10451
2021,"Gifhorn",Insgesamt,Anzahl,K03151,3538
2021,"Goslar",Insgesamt,Anzahl,K03153,3560
2021,"Helmstedt",Insgesamt,Anzahl,K03154,1789
2021,"Northeim",Insgesamt,Anzahl,K03155,3665
2021,"Peine",Insgesamt,Anzahl,K03157,3683
2021,"Wolfenbüttel",Insgesamt,Anzahl,K03158,1670
2021,"Göttingen",Insgesamt,Anzahl,K03159,11034
2021,"Statistische Region Braunschweig",Insgesamt,Anzahl,K031,57038
2021,"Region Hannover",Insgesamt,Anzahl,K03241,67790
2021,"dav. Hannover, Lhst.",Insgesamt,Anzahl,K03241001,41541
2021,"dav. Hannover, Umland",Insgesamt,Anzahl,K03241999,26249
2021,"Diepholz",Insgesamt,Anzahl,K03251,7577
2021,"Hameln-Pyrmont",Insgesamt,Anzahl,K03252,4537
2021,"Hildesheim",Insgesamt,Anzahl,K03254,7157
2021,"Holzminden",Insgesamt,Anzahl,K03255,1610
2021,"Nienburg (Weser)",Insgesamt,Anzahl,K03256,4689
2021,"Schaumburg",Insgesamt,Anzahl,K03257,4345
2021,"Statistische Region Hannover",Insgesamt,Anzahl,K032,97705
2021,"Celle",Insgesamt,Anzahl,K03351,4503
2021,"Cuxhaven",Insgesamt,Anzahl,K03352,5168
2021,"Harburg",Insgesamt,Anzahl,K03353,10372
2021,"Lüchow-Dannenberg",Insgesamt,Anzahl,K03354,843
2021,"Lüneburg",Insgesamt,Anzahl,K03355,4097
2021,"Osterholz",Insgesamt,Anzahl,K03356,2233
2021,"Rotenburg (Wümme)",Insgesamt,Anzahl,K03357,4577
2021,"Heidekreis",Insgesamt,Anzahl,K03358,4621
2021,"Stade",Insgesamt,Anzahl,K03359,6264
2021,"Uelzen",Insgesamt,Anzahl,K03360,1937
2021,"Verden",Insgesamt,Anzahl,K03361,6718
2021,"Statistische Region Lüneburg",Insgesamt,Anzahl,K033,51333
2021,"Delmenhorst, Stadt",Insgesamt,Anzahl,K03401,2570
2021,"Emden, Stadt",Insgesamt,Anzahl,K03402,1965
2021,"Oldenburg (Oldb), Stadt",Insgesamt,Anzahl,K03403,6798
2021,"Osnabrück, Stadt",Insgesamt,Anzahl,K03404,9858
2021,"Wilhelmshaven, Stadt",Insgesamt,Anzahl,K03405,2123
2021,"Ammerland",Insgesamt,Anzahl,K03451,4674
2021,"Aurich",Insgesamt,Anzahl,K03452,4425
2021,"Cloppenburg",Insgesamt,Anzahl,K03453,12765
2021,"Emsland",Insgesamt,Anzahl,K03454,16917
2021,"Friesland",Insgesamt,Anzahl,K03455,1677
2021,"Grafschaft Bentheim",Insgesamt,Anzahl,K03456,6295
2021,"Leer",Insgesamt,Anzahl,K03457,4075
2021,"Oldenburg",Insgesamt,Anzahl,K03458,5979
2021,"Osnabrück",Insgesamt,Anzahl,K03459,16016
2021,"Vechta",Insgesamt,Anzahl,K03460,12100
2021,"Wesermarsch",Insgesamt,Anzahl,K03461,2704
2021,"Wittmund",Insgesamt,Anzahl,K03462,998
2021,"Statistische Region Weser-Ems",Insgesamt,Anzahl,K034,111939
2021,"Niedersachsen",Insgesamt,Anzahl,K030,318015
2020,"Braunschweig, Stadt",Insgesamt,Anzahl,K03101,11541
2020,"Salzgitter, Stadt",Insgesamt,Anzahl,K03102,4878
2020,"Wolfsburg, Stadt",Insgesamt,Anzahl,K03103,10661
2020,"Gifhorn",Insgesamt,Anzahl,K03151,3257
2020,"Goslar",Insgesamt,Anzahl,K03153,3225
2020,"Helmstedt",Insgesamt,Anzahl,K03154,1701
2020,"Northeim",Insgesamt,Anzahl,K03155,3416
2020,"Peine",Insgesamt,Anzahl,K03157,3368
2020,"Wolfenbüttel",Insgesamt,Anzahl,K03158,1586
2020,"Göttingen",Insgesamt,Anzahl,K03159,9833
2020,"Statistische Region Braunschweig",Insgesamt,Anzahl,K031,53466
2020,"Region Hannover",Insgesamt,Anzahl,K03241,62632
2020,"dav. Hannover, Lhst.",Insgesamt,Anzahl,K03241001,38815
2020,"dav. Hannover, Umland",Insgesamt,Anzahl,K03241999,23817
2020,"Diepholz",Insgesamt,Anzahl,K03251,6594
2020,"Hameln-Pyrmont",Insgesamt,Anzahl,K03252,4124
2020,"Hildesheim",Insgesamt,Anzahl,K03254,6461
2020,"Holzminden",Insgesamt,Anzahl,K03255,1484
2020,"Nienburg (Weser)",Insgesamt,Anzahl,K03256,4349
2020,"Schaumburg",Insgesamt,Anzahl,K03257,3862
2020,"Statistische Region Hannover",Insgesamt,Anzahl,K032,89506
2020,"Celle",Insgesamt,Anzahl,K03351,4092
2020,"Cuxhaven",Insgesamt,Anzahl,K03352,4388
2020,"Harburg",Insgesamt,Anzahl,K03353,9737
2020,"Lüchow-Dannenberg",Insgesamt,Anzahl,K03354,750
2020,"Lüneburg",Insgesamt,Anzahl,K03355,3926
2020,"Osterholz",Insgesamt,Anzahl,K03356,2020
2020,"Rotenburg (Wümme)",Insgesamt,Anzahl,K03357,4630
2020,"Heidekreis",Insgesamt,Anzahl,K03358,4303
2020,"Stade",Insgesamt,Anzahl,K03359,5874
2020,"Uelzen",Insgesamt,Anzahl,K03360,1682
2020,"Verden",Insgesamt,Anzahl,K03361,5629
2020,"Statistische Region Lüneburg",Insgesamt,Anzahl,K033,47031
2020,"Delmenhorst, Stadt",Insgesamt,Anzahl,K03401,1864
2020,"Emden, Stadt",Insgesamt,Anzahl,K03402,1823
2020,"Oldenburg (Oldb), Stadt",Insgesamt,Anzahl,K03403,6162
2020,"Osnabrück, Stadt",Insgesamt,Anzahl,K03404,8847
2020,"Wilhelmshaven, Stadt",Insgesamt,Anzahl,K03405,1855
2020,"Ammerland",Insgesamt,Anzahl,K03451,4153
2020,"Aurich",Insgesamt,Anzahl,K03452,4164
2020,"Cloppenburg",Insgesamt,Anzahl,K03453,10632
2020,"Emsland",Insgesamt,Anzahl,K03454,14967
2020,"Friesland",Insgesamt,Anzahl,K03455,1524
2020,"Grafschaft Bentheim",Insgesamt,Anzahl,K03456,5790
2020,"Leer",Insgesamt,Anzahl,K03457,3766
2020,"Oldenburg",Insgesamt,Anzahl,K03458,3842
2020,"Osnabrück",Insgesamt,Anzahl,K03459,17707
2020,"Vechta",Insgesamt,Anzahl,K03460,11205
2020,"Wesermarsch",Insgesamt,Anzahl,K03461,2505
2020,"Wittmund",Insgesamt,Anzahl,K03462,924
2020,"Statistische Region Weser-Ems",Insgesamt,Anzahl,K034,101730
2020,"Niedersachsen",Insgesamt,Anzahl,K030,291733
2020,"Braunschweig, Stadt",Insgesamt,Anzahl,K03101,11541
2020,"Salzgitter, Stadt",Insgesamt,Anzahl,K03102,4878
2020,"Wolfsburg, Stadt",Insgesamt,Anzahl,K03103,10661
2020,"Gifhorn",Insgesamt,Anzahl,K03151,3257
2020,"Goslar",Insgesamt,Anzahl,K03153,3225
2020,"Helmstedt",Insgesamt,Anzahl,K03154,1701
2020,"Northeim",Insgesamt,Anzahl,K03155,3416
2020,"Peine",Insgesamt,Anzahl,K03157,3368
2020,"Wolfenbüttel",Insgesamt,Anzahl,K03158,1586
2020,"Göttingen",Insgesamt,Anzahl,K03159,9833
2020,"Statistische Region Braunschweig",Insgesamt,Anzahl,K031,53466
2020,"Region Hannover",Insgesamt,Anzahl,K03241,62632
2020,"dav. Hannover, Lhst.",Insgesamt,Anzahl,K03241001,38815
2020,"dav. Hannover, Umland",Insgesamt,Anzahl,K03241999,23817
2020,"Diepholz",Insgesamt,Anzahl,K03251,6594
2020,"Hameln-Pyrmont",Insgesamt,Anzahl,K03252,4124
2020,"Hildesheim",Insgesamt,Anzahl,K03254,6461
2020,"Holzminden",Insgesamt,Anzahl,K03255,1484
2020,"Nienburg (Weser)",Insgesamt,Anzahl,K03256,4349
2020,"Schaumburg",Insgesamt,Anzahl,K03257,3862
2020,"Statistische Region Hannover",Insgesamt,Anzahl,K032,89506
2020,"Celle",Insgesamt,Anzahl,K03351,4092
2020,"Cuxhaven",Insgesamt,Anzahl,K03352,4388
2020,"Harburg",Insgesamt,Anzahl,K03353,9737
2020,"Lüchow-Dannenberg",Insgesamt,Anzahl,K03354,750
2020,"Lüneburg",Insgesamt,Anzahl,K03355,3926
2020,"Osterholz",Insgesamt,Anzahl,K03356,2020
2020,"Rotenburg (Wümme)",Insgesamt,Anzahl,K03357,4630
2020,"Heidekreis",Insgesamt,Anzahl,K03358,4303
2020,"Stade",Insgesamt,Anzahl,K03359,5874
2020,"Uelzen",Insgesamt,Anzahl,K03360,1682
2020,"Verden",Insgesamt,Anzahl,K03361,5629
2020,"Statistische Region Lüneburg",Insgesamt,Anzahl,K033,47031
2020,"Delmenhorst, Stadt",Insgesamt,Anzahl,K03401,1864
2020,"Emden, Stadt",Insgesamt,Anzahl,K03402,1823
2020,"Oldenburg (Oldb), Stadt",Insgesamt,Anzahl,K03403,6162
2020,"Osnabrück, Stadt",Insgesamt,Anzahl,K03404,8847
2020,"Wilhelmshaven, Stadt",Insgesamt,Anzahl,K03405,1855
2020,"Ammerland",Insgesamt,Anzahl,K03451,4153
2020,"Aurich",Insgesamt,Anzahl,K03452,4164
2020,"Cloppenburg",Insgesamt,Anzahl,K03453,10632
2020,"Emsland",Insgesamt,Anzahl,K03454,14967
2020,"Friesland",Insgesamt,Anzahl,K03455,1524
2020,"Grafschaft Bentheim",Insgesamt,Anzahl,K03456,5790
2020,"Leer",Insgesamt,Anzahl,K03457,3766
2020,"Oldenburg",Insgesamt,Anzahl,K03458,3842
2020,"Osnabrück",Insgesamt,Anzahl,K03459,17707
2020,"Vechta",Insgesamt,Anzahl,K03460,11205
2020,"Wesermarsch",Insgesamt,Anzahl,K03461,2505
2020,"Wittmund",Insgesamt,Anzahl,K03462,924
2020,"Statistische Region Weser-Ems",Insgesamt,Anzahl,K034,101730
2020,"Niedersachsen",Insgesamt,Anzahl,K030,291733
2019,"Braunschweig, Stadt",Insgesamt,Anzahl,K03101,11157
2019,"Salzgitter, Stadt",Insgesamt,Anzahl,K03102,4747
2019,"Wolfsburg, Stadt",Insgesamt,Anzahl,K03103,10288
2019,"Gifhorn",Insgesamt,Anzahl,K03151,3040
2019,"Goslar",Insgesamt,Anzahl,K03153,3119
2019,"Helmstedt",Insgesamt,Anzahl,K03154,1557
2019,"Northeim",Insgesamt,Anzahl,K03155,3377
2019,"Peine",Insgesamt,Anzahl,K03157,3351
2019,"Wolfenbüttel",Insgesamt,Anzahl,K03158,1510
2019,"Göttingen",Insgesamt,Anzahl,K03159,9450
2019,"Statistische Region Braunschweig",Insgesamt,Anzahl,K031,51596
2019,"Region Hannover",Insgesamt,Anzahl,K03241,60737
2019,"dav. Hannover, Lhst.",Insgesamt,Anzahl,K03241001,38360
2019,"dav. Hannover, Umland",Insgesamt,Anzahl,K03241999,22377
2019,"Diepholz",Insgesamt,Anzahl,K03251,6222
2019,"Hameln-Pyrmont",Insgesamt,Anzahl,K03252,4052
2019,"Hildesheim",Insgesamt,Anzahl,K03254,6219
2019,"Holzminden",Insgesamt,Anzahl,K03255,1421
2019,"Nienburg (Weser)",Insgesamt,Anzahl,K03256,4261
2019,"Schaumburg",Insgesamt,Anzahl,K03257,3689
2019,"Statistische Region Hannover",Insgesamt,Anzahl,K032,86601
2019,"Celle",Insgesamt,Anzahl,K03351,3847
2019,"Cuxhaven",Insgesamt,Anzahl,K03352,4262
2019,"Harburg",Insgesamt,Anzahl,K03353,9048
2019,"Lüchow-Dannenberg",Insgesamt,Anzahl,K03354,713
2019,"Lüneburg",Insgesamt,Anzahl,K03355,3903
2019,"Osterholz",Insgesamt,Anzahl,K03356,1985
2019,"Rotenburg (Wümme)",Insgesamt,Anzahl,K03357,4111
2019,"Heidekreis",Insgesamt,Anzahl,K03358,4245
2019,"Stade",Insgesamt,Anzahl,K03359,5633
2019,"Uelzen",Insgesamt,Anzahl,K03360,1615
2019,"Verden",Insgesamt,Anzahl,K03361,4890
2019,"Statistische Region Lüneburg",Insgesamt,Anzahl,K033,44252
2019,"Delmenhorst, Stadt",Insgesamt,Anzahl,K03401,1802
2019,"Emden, Stadt",Insgesamt,Anzahl,K03402,1927
2019,"Oldenburg (Oldb), Stadt",Insgesamt,Anzahl,K03403,5889
2019,"Osnabrück, Stadt",Insgesamt,Anzahl,K03404,8627
2019,"Wilhelmshaven, Stadt",Insgesamt,Anzahl,K03405,1637
2019,"Ammerland",Insgesamt,Anzahl,K03451,3785
2019,"Aurich",Insgesamt,Anzahl,K03452,4363
2019,"Cloppenburg",Insgesamt,Anzahl,K03453,10030
2019,"Emsland",Insgesamt,Anzahl,K03454,13916
2019,"Friesland",Insgesamt,Anzahl,K03455,1407
2019,"Grafschaft Bentheim",Insgesamt,Anzahl,K03456,5658
2019,"Leer",Insgesamt,Anzahl,K03457,3734
2019,"Oldenburg",Insgesamt,Anzahl,K03458,3710
2019,"Osnabrück",Insgesamt,Anzahl,K03459,17588
2019,"Vechta",Insgesamt,Anzahl,K03460,10720
2019,"Wesermarsch",Insgesamt,Anzahl,K03461,2489
2019,"Wittmund",Insgesamt,Anzahl,K03462,988
2019,"Statistische Region Weser-Ems",Insgesamt,Anzahl,K034,98270
2019,"Niedersachsen",Insgesamt,Anzahl,K030,280719
2018,"Braunschweig, Stadt",Insgesamt,Anzahl,K03101,10097
2018,"Salzgitter, Stadt",Insgesamt,Anzahl,K03102,4348
2018,"Wolfsburg, Stadt",Insgesamt,Anzahl,K03103,9961
2018,"Gifhorn",Insgesamt,Anzahl,K03151,2689
2018,"Goslar",Insgesamt,Anzahl,K03153,2762
2018,"Helmstedt",Insgesamt,Anzahl,K03154,1431
2018,"Northeim",Insgesamt,Anzahl,K03155,3117
2018,"Peine",Insgesamt,Anzahl,K03157,2590
2018,"Wolfenbüttel",Insgesamt,Anzahl,K03158,1412
2018,"Göttingen",Insgesamt,Anzahl,K03159,8659
2018,"Statistische Region Braunschweig",Insgesamt,Anzahl,K031,47066
2018,"Region Hannover",Insgesamt,Anzahl,K03241,56204
2018,"dav. Hannover, Lhst.",Insgesamt,Anzahl,K03241001,35942
2018,"dav. Hannover, Umland",Insgesamt,Anzahl,K03241999,20262
2018,"Diepholz",Insgesamt,Anzahl,K03251,5644
2018,"Hameln-Pyrmont",Insgesamt,Anzahl,K03252,3678
2018,"Hildesheim",Insgesamt,Anzahl,K03254,5755
2018,"Holzminden",Insgesamt,Anzahl,K03255,1260
2018,"Nienburg (Weser)",Insgesamt,Anzahl,K03256,3442
2018,"Schaumburg",Insgesamt,Anzahl,K03257,3435
2018,"Statistische Region Hannover",Insgesamt,Anzahl,K032,79418
2018,"Celle",Insgesamt,Anzahl,K03351,3438
2018,"Cuxhaven",Insgesamt,Anzahl,K03352,4156
2018,"Harburg",Insgesamt,Anzahl,K03353,8032
2018,"Lüchow-Dannenberg",Insgesamt,Anzahl,K03354,677
2018,"Lüneburg",Insgesamt,Anzahl,K03355,3651
2018,"Osterholz",Insgesamt,Anzahl,K03356,1703
2018,"Rotenburg (Wümme)",Insgesamt,Anzahl,K03357,3606
2018,"Heidekreis",Insgesamt,Anzahl,K03358,3797
2018,"Stade",Insgesamt,Anzahl,K03359,5030
2018,"Uelzen",Insgesamt,Anzahl,K03360,1413
2018,"Verden",Insgesamt,Anzahl,K03361,4393
2018,"Statistische Region Lüneburg",Insgesamt,Anzahl,K033,39896
2018,"Delmenhorst, Stadt",Insgesamt,Anzahl,K03401,1707
2018,"Emden, Stadt",Insgesamt,Anzahl,K03402,1906
2018,"Oldenburg (Oldb), Stadt",Insgesamt,Anzahl,K03403,4897
2018,"Osnabrück, Stadt",Insgesamt,Anzahl,K03404,7549
2018,"Wilhelmshaven, Stadt",Insgesamt,Anzahl,K03405,1589
2018,"Ammerland",Insgesamt,Anzahl,K03451,3428
2018,"Aurich",Insgesamt,Anzahl,K03452,4232
2018,"Cloppenburg",Insgesamt,Anzahl,K03453,9140
2018,"Emsland",Insgesamt,Anzahl,K03454,12405
2018,"Friesland",Insgesamt,Anzahl,K03455,1301
2018,"Grafschaft Bentheim",Insgesamt,Anzahl,K03456,5166
2018,"Leer",Insgesamt,Anzahl,K03457,3327
2018,"Oldenburg",Insgesamt,Anzahl,K03458,3207
2018,"Osnabrück",Insgesamt,Anzahl,K03459,16160
2018,"Vechta",Insgesamt,Anzahl,K03460,9815
2018,"Wesermarsch",Insgesamt,Anzahl,K03461,2455
2018,"Wittmund",Insgesamt,Anzahl,K03462,855
2018,"Statistische Region Weser-Ems",Insgesamt,Anzahl,K034,89139
2018,"Niedersachsen",Insgesamt,Anzahl,K030,255519
2017,"Braunschweig, Stadt",Insgesamt,Anzahl,K03101,9028
2017,"Salzgitter, Stadt",Insgesamt,Anzahl,K03102,3977
2017,"Wolfsburg, Stadt",Insgesamt,Anzahl,K03103,8937
2017,"Gifhorn",Insgesamt,Anzahl,K03151,2431
2017,"Goslar",Insgesamt,Anzahl,K03153,2405
2017,"Helmstedt",Insgesamt,Anzahl,K03154,1295
2017,"Northeim",Insgesamt,Anzahl,K03155,2659
2017,"Peine",Insgesamt,Anzahl,K03157,2202
2017,"Wolfenbüttel",Insgesamt,Anzahl,K03158,1212
2017,"Göttingen",Insgesamt,Anzahl,K03159,7778
2017,"Statistische Region Braunschweig",Insgesamt,Anzahl,K031,41924
2017,"Region Hannover",Insgesamt,Anzahl,K03241,51403
2017,"dav. Hannover, Lhst.",Insgesamt,Anzahl,K03241001,33601
2017,"dav. Hannover, Umland",Insgesamt,Anzahl,K03241999,17802
2017,"Diepholz",Insgesamt,Anzahl,K03251,4811
2017,"Hameln-Pyrmont",Insgesamt,Anzahl,K03252,3270
2017,"Hildesheim",Insgesamt,Anzahl,K03254,5044
2017,"Holzminden",Insgesamt,Anzahl,K03255,1088
2017,"Nienburg (Weser)",Insgesamt,Anzahl,K03256,2668
2017,"Schaumburg",Insgesamt,Anzahl,K03257,2966
2017,"Statistische Region Hannover",Insgesamt,Anzahl,K032,71250
2017,"Celle",Insgesamt,Anzahl,K03351,3061
2017,"Cuxhaven",Insgesamt,Anzahl,K03352,3769
2017,"Harburg",Insgesamt,Anzahl,K03353,6224
2017,"Lüchow-Dannenberg",Insgesamt,Anzahl,K03354,654
2017,"Lüneburg",Insgesamt,Anzahl,K03355,3125
2017,"Osterholz",Insgesamt,Anzahl,K03356,1491
2017,"Rotenburg (Wümme)",Insgesamt,Anzahl,K03357,3356
2017,"Heidekreis",Insgesamt,Anzahl,K03358,3290
2017,"Stade",Insgesamt,Anzahl,K03359,4514
2017,"Uelzen",Insgesamt,Anzahl,K03360,1245
2017,"Verden",Insgesamt,Anzahl,K03361,3863
2017,"Statistische Region Lüneburg",Insgesamt,Anzahl,K033,34592
2017,"Delmenhorst, Stadt",Insgesamt,Anzahl,K03401,1536
2017,"Emden, Stadt",Insgesamt,Anzahl,K03402,1621
2017,"Oldenburg (Oldb), Stadt",Insgesamt,Anzahl,K03403,4306
2017,"Osnabrück, Stadt",Insgesamt,Anzahl,K03404,6975
2017,"Wilhelmshaven, Stadt",Insgesamt,Anzahl,K03405,1208
2017,"Ammerland",Insgesamt,Anzahl,K03451,2934
2017,"Aurich",Insgesamt,Anzahl,K03452,3934
2017,"Cloppenburg",Insgesamt,Anzahl,K03453,7928
2017,"Emsland",Insgesamt,Anzahl,K03454,10836
2017,"Friesland",Insgesamt,Anzahl,K03455,1141
2017,"Grafschaft Bentheim",Insgesamt,Anzahl,K03456,4741
2017,"Leer",Insgesamt,Anzahl,K03457,2855
2017,"Oldenburg",Insgesamt,Anzahl,K03458,2773
2017,"Osnabrück",Insgesamt,Anzahl,K03459,13926
2017,"Vechta",Insgesamt,Anzahl,K03460,9005
2017,"Wesermarsch",Insgesamt,Anzahl,K03461,2101
2017,"Wittmund",Insgesamt,Anzahl,K03462,801
2017,"Statistische Region Weser-Ems",Insgesamt,Anzahl,K034,78621
2017,"Niedersachsen",Insgesamt,Anzahl,K030,226387
2016,"Braunschweig, Stadt",Insgesamt,Anzahl,K03101,7951
2016,"Salzgitter, Stadt",Insgesamt,Anzahl,K03102,3635
2016,"Wolfsburg, Stadt",Insgesamt,Anzahl,K03103,8705
2016,"Gifhorn",Insgesamt,Anzahl,K03151,2218
2016,"Goslar",Insgesamt,Anzahl,K03153,2132
2016,"Helmstedt",Insgesamt,Anzahl,K03154,862
2016,"Northeim",Insgesamt,Anzahl,K03155,2414
2016,"Peine",Insgesamt,Anzahl,K03157,1899
2016,"Wolfenbüttel",Insgesamt,Anzahl,K03158,1041
2016,"Göttingen",Insgesamt,Anzahl,K03159,7135
2016,"Statistische Region Braunschweig",Insgesamt,Anzahl,K031,37992
2016,"Region Hannover",Insgesamt,Anzahl,K03241,47129
2016,"dav. Hannover, Lhst.",Insgesamt,Anzahl,K03241001,31290
