Year,Gebietseinheit,Nationalität,Units,GeoCode,Value
2005,"Grafschaft Bentheim",Ausländerinnen und Ausländer,Anzahl,K03456,28
2005,"Leer",Ausländerinnen und Ausländer,Anzahl,K03457,23
2005,"Oldenburg",Ausländerinnen und Ausländer,Anzahl,K03458,15
2005,"Osnabrück",Ausländerinnen und Ausländer,Anzahl,K03459,68
2005,"Vechta",Ausländerinnen und Ausländer,Anzahl,K03460,30
2005,"Wesermarsch",Ausländerinnen und Ausländer,Anzahl,K03461,10
2005,"Wittmund",Ausländerinnen und Ausländer,Anzahl,K03462,7
2005,"Statistische Region Weser-Ems",Ausländerinnen und Ausländer,Anzahl,K034,429
2005,"Niedersachsen",Ausländerinnen und Ausländer,Anzahl,K030,1607
2011,"Braunschweig, Stadt",Deutsche,Anzahl,K03101,131
2011,"Salzgitter, Stadt",Deutsche,Anzahl,K03102,38
2011,"Wolfsburg, Stadt",Deutsche,Anzahl,K03103,82
2011,"Gifhorn",Deutsche,Anzahl,K03151,106
2011,"Goslar",Deutsche,Anzahl,K03153,99
2011,"Helmstedt",Deutsche,Anzahl,K03154,49
2011,"Northeim",Deutsche,Anzahl,K03155,69
2011,"Peine",Deutsche,Anzahl,K03157,50
2011,"Wolfenbüttel",Deutsche,Anzahl,K03158,71
2011,"Göttingen",Deutsche,Anzahl,K03159,162
2011,"Statistische Region Braunschweig",Deutsche,Anzahl,K031,857
2011,"Region Hannover",Deutsche,Anzahl,K03241,445
2011,"dav. Hannover, Lhst.",Deutsche,Anzahl,K03241001,211
2011,"dav. Hannover, Umland",Deutsche,Anzahl,K03241999,234
2011,"Diepholz",Deutsche,Anzahl,K03251,112
2011,"Hameln-Pyrmont",Deutsche,Anzahl,K03252,129
2011,"Hildesheim",Deutsche,Anzahl,K03254,174
2011,"Holzminden",Deutsche,Anzahl,K03255,35
2011,"Nienburg (Weser)",Deutsche,Anzahl,K03256,48
2011,"Schaumburg",Deutsche,Anzahl,K03257,68
2011,"Statistische Region Hannover",Deutsche,Anzahl,K032,1011
2011,"Celle",Deutsche,Anzahl,K03351,119
2011,"Cuxhaven",Deutsche,Anzahl,K03352,112
2011,"Harburg",Deutsche,Anzahl,K03353,101
2011,"Lüchow-Dannenberg",Deutsche,Anzahl,K03354,30
2011,"Lüneburg",Deutsche,Anzahl,K03355,86
2011,"Osterholz",Deutsche,Anzahl,K03356,60
2011,"Rotenburg (Wümme)",Deutsche,Anzahl,K03357,115
2011,"Heidekreis",Deutsche,Anzahl,K03358,107
2011,"Stade",Deutsche,Anzahl,K03359,117
2011,"Uelzen",Deutsche,Anzahl,K03360,54
2011,"Verden",Deutsche,Anzahl,K03361,56
2011,"Statistische Region Lüneburg",Deutsche,Anzahl,K033,957
2011,"Delmenhorst, Stadt",Deutsche,Anzahl,K03401,45
2011,"Emden, Stadt",Deutsche,Anzahl,K03402,32
2011,"Oldenburg (Oldb), Stadt",Deutsche,Anzahl,K03403,102
2011,"Osnabrück, Stadt",Deutsche,Anzahl,K03404,100
2011,"Wilhelmshaven, Stadt",Deutsche,Anzahl,K03405,31
2011,"Ammerland",Deutsche,Anzahl,K03451,48
2011,"Aurich",Deutsche,Anzahl,K03452,183
2011,"Cloppenburg",Deutsche,Anzahl,K03453,116
2011,"Emsland",Deutsche,Anzahl,K03454,152
2011,"Friesland",Deutsche,Anzahl,K03455,39
2011,"Grafschaft Bentheim",Deutsche,Anzahl,K03456,87
2011,"Leer",Deutsche,Anzahl,K03457,151
2011,"Oldenburg",Deutsche,Anzahl,K03458,66
2011,"Osnabrück",Deutsche,Anzahl,K03459,142
2011,"Vechta",Deutsche,Anzahl,K03460,80
2011,"Wesermarsch",Deutsche,Anzahl,K03461,40
2011,"Wittmund",Deutsche,Anzahl,K03462,49
2011,"Statistische Region Weser-Ems",Deutsche,Anzahl,K034,1463
2011,"Niedersachsen",Deutsche,Anzahl,K030,4288
2011,"Braunschweig, Stadt",Ausländerinnen und Ausländer,Anzahl,K03101,17
2011,"Salzgitter, Stadt",Ausländerinnen und Ausländer,Anzahl,K03102,7
2011,"Wolfsburg, Stadt",Ausländerinnen und Ausländer,Anzahl,K03103,7
2011,"Gifhorn",Ausländerinnen und Ausländer,Anzahl,K03151,25
2011,"Goslar",Ausländerinnen und Ausländer,Anzahl,K03153,13
2011,"Helmstedt",Ausländerinnen und Ausländer,Anzahl,K03154,3
2011,"Northeim",Ausländerinnen und Ausländer,Anzahl,K03155,13
2011,"Peine",Ausländerinnen und Ausländer,Anzahl,K03157,12
2011,"Wolfenbüttel",Ausländerinnen und Ausländer,Anzahl,K03158,6
2011,"Göttingen",Ausländerinnen und Ausländer,Anzahl,K03159,37
2011,"Statistische Region Braunschweig",Ausländerinnen und Ausländer,Anzahl,K031,140
2011,"Region Hannover",Ausländerinnen und Ausländer,Anzahl,K03241,187
2011,"dav. Hannover, Lhst.",Ausländerinnen und Ausländer,Anzahl,K03241001,121
2011,"dav. Hannover, Umland",Ausländerinnen und Ausländer,Anzahl,K03241999,66
2011,"Diepholz",Ausländerinnen und Ausländer,Anzahl,K03251,10
2011,"Hameln-Pyrmont",Ausländerinnen und Ausländer,Anzahl,K03252,19
2011,"Hildesheim",Ausländerinnen und Ausländer,Anzahl,K03254,32
2011,"Holzminden",Ausländerinnen und Ausländer,Anzahl,K03255,2
2011,"Nienburg (Weser)",Ausländerinnen und Ausländer,Anzahl,K03256,17
2011,"Schaumburg",Ausländerinnen und Ausländer,Anzahl,K03257,15
2011,"Statistische Region Hannover",Ausländerinnen und Ausländer,Anzahl,K032,282
2011,"Celle",Ausländerinnen und Ausländer,Anzahl,K03351,10
2011,"Cuxhaven",Ausländerinnen und Ausländer,Anzahl,K03352,16
2011,"Harburg",Ausländerinnen und Ausländer,Anzahl,K03353,20
2011,"Lüchow-Dannenberg",Ausländerinnen und Ausländer,Anzahl,K03354,2
2011,"Lüneburg",Ausländerinnen und Ausländer,Anzahl,K03355,4
2011,"Osterholz",Ausländerinnen und Ausländer,Anzahl,K03356,8
2011,"Rotenburg (Wümme)",Ausländerinnen und Ausländer,Anzahl,K03357,13
2011,"Heidekreis",Ausländerinnen und Ausländer,Anzahl,K03358,10
2011,"Stade",Ausländerinnen und Ausländer,Anzahl,K03359,15
2011,"Uelzen",Ausländerinnen und Ausländer,Anzahl,K03360,1
2011,"Verden",Ausländerinnen und Ausländer,Anzahl,K03361,18
2011,"Statistische Region Lüneburg",Ausländerinnen und Ausländer,Anzahl,K033,117
2011,"Delmenhorst, Stadt",Ausländerinnen und Ausländer,Anzahl,K03401,28
2011,"Emden, Stadt",Ausländerinnen und Ausländer,Anzahl,K03402,4
2011,"Oldenburg (Oldb), Stadt",Ausländerinnen und Ausländer,Anzahl,K03403,8
2011,"Osnabrück, Stadt",Ausländerinnen und Ausländer,Anzahl,K03404,32
2011,"Wilhelmshaven, Stadt",Ausländerinnen und Ausländer,Anzahl,K03405,8
2011,"Ammerland",Ausländerinnen und Ausländer,Anzahl,K03451,6
2011,"Aurich",Ausländerinnen und Ausländer,Anzahl,K03452,10
2011,"Cloppenburg",Ausländerinnen und Ausländer,Anzahl,K03453,14
2011,"Emsland",Ausländerinnen und Ausländer,Anzahl,K03454,19
2011,"Friesland",Ausländerinnen und Ausländer,Anzahl,K03455,5
2011,"Grafschaft Bentheim",Ausländerinnen und Ausländer,Anzahl,K03456,21
2011,"Leer",Ausländerinnen und Ausländer,Anzahl,K03457,16
2011,"Oldenburg",Ausländerinnen und Ausländer,Anzahl,K03458,8
2011,"Osnabrück",Ausländerinnen und Ausländer,Anzahl,K03459,42
2011,"Vechta",Ausländerinnen und Ausländer,Anzahl,K03460,28
2011,"Wesermarsch",Ausländerinnen und Ausländer,Anzahl,K03461,7
2011,"Wittmund",Ausländerinnen und Ausländer,Anzahl,K03462,2
2011,"Statistische Region Weser-Ems",Ausländerinnen und Ausländer,Anzahl,K034,258
2011,"Niedersachsen",Ausländerinnen und Ausländer,Anzahl,K030,797
2012,"Braunschweig, Stadt",Deutsche,Anzahl,K03101,144
2012,"Salzgitter, Stadt",Deutsche,Anzahl,K03102,33
2012,"Wolfsburg, Stadt",Deutsche,Anzahl,K03103,49
2012,"Gifhorn",Deutsche,Anzahl,K03151,82
2012,"Goslar",Deutsche,Anzahl,K03153,79
2012,"Helmstedt",Deutsche,Anzahl,K03154,49
2012,"Northeim",Deutsche,Anzahl,K03155,79
2012,"Peine",Deutsche,Anzahl,K03157,51
2012,"Wolfenbüttel",Deutsche,Anzahl,K03158,44
2012,"Göttingen",Deutsche,Anzahl,K03159,129
2012,"Statistische Region Braunschweig",Deutsche,Anzahl,K031,739
2012,"Region Hannover",Deutsche,Anzahl,K03241,451
2012,"dav. Hannover, Lhst.",Deutsche,Anzahl,K03241001,220
2012,"dav. Hannover, Umland",Deutsche,Anzahl,K03241999,231
2012,"Diepholz",Deutsche,Anzahl,K03251,81
2012,"Hameln-Pyrmont",Deutsche,Anzahl,K03252,88
2012,"Hildesheim",Deutsche,Anzahl,K03254,145
2012,"Holzminden",Deutsche,Anzahl,K03255,37
2012,"Nienburg (Weser)",Deutsche,Anzahl,K03256,62
2012,"Schaumburg",Deutsche,Anzahl,K03257,64
2012,"Statistische Region Hannover",Deutsche,Anzahl,K032,928
2012,"Celle",Deutsche,Anzahl,K03351,126
2012,"Cuxhaven",Deutsche,Anzahl,K03352,156
2012,"Harburg",Deutsche,Anzahl,K03353,90
2012,"Lüchow-Dannenberg",Deutsche,Anzahl,K03354,29
2012,"Lüneburg",Deutsche,Anzahl,K03355,84
2012,"Osterholz",Deutsche,Anzahl,K03356,44
2012,"Rotenburg (Wümme)",Deutsche,Anzahl,K03357,82
2012,"Heidekreis",Deutsche,Anzahl,K03358,109
2012,"Stade",Deutsche,Anzahl,K03359,112
2012,"Uelzen",Deutsche,Anzahl,K03360,45
2012,"Verden",Deutsche,Anzahl,K03361,48
2012,"Statistische Region Lüneburg",Deutsche,Anzahl,K033,925
2012,"Delmenhorst, Stadt",Deutsche,Anzahl,K03401,37
2012,"Emden, Stadt",Deutsche,Anzahl,K03402,49
2012,"Oldenburg (Oldb), Stadt",Deutsche,Anzahl,K03403,80
2012,"Osnabrück, Stadt",Deutsche,Anzahl,K03404,93
2012,"Wilhelmshaven, Stadt",Deutsche,Anzahl,K03405,31
2012,"Ammerland",Deutsche,Anzahl,K03451,44
2012,"Aurich",Deutsche,Anzahl,K03452,171
2012,"Cloppenburg",Deutsche,Anzahl,K03453,115
2012,"Emsland",Deutsche,Anzahl,K03454,164
2012,"Friesland",Deutsche,Anzahl,K03455,58
2012,"Grafschaft Bentheim",Deutsche,Anzahl,K03456,89
2012,"Leer",Deutsche,Anzahl,K03457,150
2012,"Oldenburg",Deutsche,Anzahl,K03458,63
2012,"Osnabrück",Deutsche,Anzahl,K03459,176
2012,"Vechta",Deutsche,Anzahl,K03460,106
2012,"Wesermarsch",Deutsche,Anzahl,K03461,34
2012,"Wittmund",Deutsche,Anzahl,K03462,30
2012,"Statistische Region Weser-Ems",Deutsche,Anzahl,K034,1490
2012,"Niedersachsen",Deutsche,Anzahl,K030,4082
2012,"Braunschweig, Stadt",Ausländerinnen und Ausländer,Anzahl,K03101,15
2012,"Salzgitter, Stadt",Ausländerinnen und Ausländer,Anzahl,K03102,1
2012,"Wolfsburg, Stadt",Ausländerinnen und Ausländer,Anzahl,K03103,9
2012,"Gifhorn",Ausländerinnen und Ausländer,Anzahl,K03151,8
2012,"Goslar",Ausländerinnen und Ausländer,Anzahl,K03153,10
2012,"Helmstedt",Ausländerinnen und Ausländer,Anzahl,K03154,1
2012,"Northeim",Ausländerinnen und Ausländer,Anzahl,K03155,17
2012,"Peine",Ausländerinnen und Ausländer,Anzahl,K03157,13
2012,"Wolfenbüttel",Ausländerinnen und Ausländer,Anzahl,K03158,5
2012,"Göttingen",Ausländerinnen und Ausländer,Anzahl,K03159,22
2012,"Statistische Region Braunschweig",Ausländerinnen und Ausländer,Anzahl,K031,101
2012,"Region Hannover",Ausländerinnen und Ausländer,Anzahl,K03241,163
2012,"dav. Hannover, Lhst.",Ausländerinnen und Ausländer,Anzahl,K03241001,99
2012,"dav. Hannover, Umland",Ausländerinnen und Ausländer,Anzahl,K03241999,64
2012,"Diepholz",Ausländerinnen und Ausländer,Anzahl,K03251,9
2012,"Hameln-Pyrmont",Ausländerinnen und Ausländer,Anzahl,K03252,9
2012,"Hildesheim",Ausländerinnen und Ausländer,Anzahl,K03254,25
2012,"Holzminden",Ausländerinnen und Ausländer,Anzahl,K03255,5
2012,"Nienburg (Weser)",Ausländerinnen und Ausländer,Anzahl,K03256,14
2012,"Schaumburg",Ausländerinnen und Ausländer,Anzahl,K03257,13
2012,"Statistische Region Hannover",Ausländerinnen und Ausländer,Anzahl,K032,238
2012,"Celle",Ausländerinnen und Ausländer,Anzahl,K03351,5
2012,"Cuxhaven",Ausländerinnen und Ausländer,Anzahl,K03352,22
2012,"Harburg",Ausländerinnen und Ausländer,Anzahl,K03353,12
2012,"Lüchow-Dannenberg",Ausländerinnen und Ausländer,Anzahl,K03354,3
2012,"Lüneburg",Ausländerinnen und Ausländer,Anzahl,K03355,4
2012,"Osterholz",Ausländerinnen und Ausländer,Anzahl,K03356,9
2012,"Rotenburg (Wümme)",Ausländerinnen und Ausländer,Anzahl,K03357,12
2012,"Heidekreis",Ausländerinnen und Ausländer,Anzahl,K03358,13
2012,"Stade",Ausländerinnen und Ausländer,Anzahl,K03359,5
2012,"Uelzen",Ausländerinnen und Ausländer,Anzahl,K03360,1
2012,"Verden",Ausländerinnen und Ausländer,Anzahl,K03361,10
2012,"Statistische Region Lüneburg",Ausländerinnen und Ausländer,Anzahl,K033,96
2012,"Delmenhorst, Stadt",Ausländerinnen und Ausländer,Anzahl,K03401,19
2012,"Emden, Stadt",Ausländerinnen und Ausländer,Anzahl,K03402,2
2012,"Oldenburg (Oldb), Stadt",Ausländerinnen und Ausländer,Anzahl,K03403,14
2012,"Osnabrück, Stadt",Ausländerinnen und Ausländer,Anzahl,K03404,28
2012,"Wilhelmshaven, Stadt",Ausländerinnen und Ausländer,Anzahl,K03405,12
2012,"Ammerland",Ausländerinnen und Ausländer,Anzahl,K03451,3
2012,"Aurich",Ausländerinnen und Ausländer,Anzahl,K03452,30
2012,"Cloppenburg",Ausländerinnen und Ausländer,Anzahl,K03453,15
2012,"Emsland",Ausländerinnen und Ausländer,Anzahl,K03454,17
2012,"Friesland",Ausländerinnen und Ausländer,Anzahl,K03455,2
2012,"Grafschaft Bentheim",Ausländerinnen und Ausländer,Anzahl,K03456,19
2012,"Leer",Ausländerinnen und Ausländer,Anzahl,K03457,19
2012,"Oldenburg",Ausländerinnen und Ausländer,Anzahl,K03458,4
2012,"Osnabrück",Ausländerinnen und Ausländer,Anzahl,K03459,30
2012,"Vechta",Ausländerinnen und Ausländer,Anzahl,K03460,38
2012,"Wesermarsch",Ausländerinnen und Ausländer,Anzahl,K03461,2
2012,"Wittmund",Ausländerinnen und Ausländer,Anzahl,K03462,2
2012,"Statistische Region Weser-Ems",Ausländerinnen und Ausländer,Anzahl,K034,256
2012,"Niedersachsen",Ausländerinnen und Ausländer,Anzahl,K030,691
2013,"Braunschweig, Stadt",Deutsche,Anzahl,K03101,126
2013,"Salzgitter, Stadt",Deutsche,Anzahl,K03102,28
2013,"Wolfsburg, Stadt",Deutsche,Anzahl,K03103,51
2013,"Gifhorn",Deutsche,Anzahl,K03151,76
2013,"Goslar",Deutsche,Anzahl,K03153,78
2013,"Helmstedt",Deutsche,Anzahl,K03154,50
2013,"Northeim",Deutsche,Anzahl,K03155,55
2013,"Peine",Deutsche,Anzahl,K03157,48
2013,"Wolfenbüttel",Deutsche,Anzahl,K03158,41
2013,"Göttingen",Deutsche,Anzahl,K03159,102
2013,"Statistische Region Braunschweig",Deutsche,Anzahl,K031,655
2013,"Region Hannover",Deutsche,Anzahl,K03241,400
2013,"dav. Hannover, Lhst.",Deutsche,Anzahl,K03241001,196
2013,"dav. Hannover, Umland",Deutsche,Anzahl,K03241999,204
2013,"Diepholz",Deutsche,Anzahl,K03251,69
2013,"Hameln-Pyrmont",Deutsche,Anzahl,K03252,101
2013,"Hildesheim",Deutsche,Anzahl,K03254,153
2013,"Holzminden",Deutsche,Anzahl,K03255,46
2013,"Nienburg (Weser)",Deutsche,Anzahl,K03256,65
2013,"Schaumburg",Deutsche,Anzahl,K03257,48
2013,"Statistische Region Hannover",Deutsche,Anzahl,K032,882
2013,"Celle",Deutsche,Anzahl,K03351,110
2013,"Cuxhaven",Deutsche,Anzahl,K03352,132
2013,"Harburg",Deutsche,Anzahl,K03353,66
2013,"Lüchow-Dannenberg",Deutsche,Anzahl,K03354,27
2013,"Lüneburg",Deutsche,Anzahl,K03355,68
2013,"Osterholz",Deutsche,Anzahl,K03356,72
2013,"Rotenburg (Wümme)",Deutsche,Anzahl,K03357,91
2013,"Heidekreis",Deutsche,Anzahl,K03358,106
2013,"Stade",Deutsche,Anzahl,K03359,102
2013,"Uelzen",Deutsche,Anzahl,K03360,32
2013,"Verden",Deutsche,Anzahl,K03361,66
2013,"Statistische Region Lüneburg",Deutsche,Anzahl,K033,872
2013,"Delmenhorst, Stadt",Deutsche,Anzahl,K03401,43
2013,"Emden, Stadt",Deutsche,Anzahl,K03402,50
2013,"Oldenburg (Oldb), Stadt",Deutsche,Anzahl,K03403,96
2013,"Osnabrück, Stadt",Deutsche,Anzahl,K03404,80
2013,"Wilhelmshaven, Stadt",Deutsche,Anzahl,K03405,38
2013,"Ammerland",Deutsche,Anzahl,K03451,35
2013,"Aurich",Deutsche,Anzahl,K03452,186
2013,"Cloppenburg",Deutsche,Anzahl,K03453,94
2013,"Emsland",Deutsche,Anzahl,K03454,164
2013,"Friesland",Deutsche,Anzahl,K03455,34
2013,"Grafschaft Bentheim",Deutsche,Anzahl,K03456,89
2013,"Leer",Deutsche,Anzahl,K03457,130
2013,"Oldenburg",Deutsche,Anzahl,K03458,44
2013,"Osnabrück",Deutsche,Anzahl,K03459,105
2013,"Vechta",Deutsche,Anzahl,K03460,55
2013,"Wesermarsch",Deutsche,Anzahl,K03461,38
2013,"Wittmund",Deutsche,Anzahl,K03462,
2013,"Statistische Region Weser-Ems",Deutsche,Anzahl,K034,1314
2013,"Niedersachsen",Deutsche,Anzahl,K030,3723
2013,"Braunschweig, Stadt",Ausländerinnen und Ausländer,Anzahl,K03101,25
2013,"Salzgitter, Stadt",Ausländerinnen und Ausländer,Anzahl,K03102,9
2013,"Wolfsburg, Stadt",Ausländerinnen und Ausländer,Anzahl,K03103,10
2013,"Gifhorn",Ausländerinnen und Ausländer,Anzahl,K03151,5
2013,"Goslar",Ausländerinnen und Ausländer,Anzahl,K03153,2
2013,"Helmstedt",Ausländerinnen und Ausländer,Anzahl,K03154,4
2013,"Northeim",Ausländerinnen und Ausländer,Anzahl,K03155,9
2013,"Peine",Ausländerinnen und Ausländer,Anzahl,K03157,11
2013,"Wolfenbüttel",Ausländerinnen und Ausländer,Anzahl,K03158,4
2013,"Göttingen",Ausländerinnen und Ausländer,Anzahl,K03159,31
2013,"Statistische Region Braunschweig",Ausländerinnen und Ausländer,Anzahl,K031,110
2013,"Region Hannover",Ausländerinnen und Ausländer,Anzahl,K03241,144
2013,"dav. Hannover, Lhst.",Ausländerinnen und Ausländer,Anzahl,K03241001,71
2013,"dav. Hannover, Umland",Ausländerinnen und Ausländer,Anzahl,K03241999,73
2013,"Diepholz",Ausländerinnen und Ausländer,Anzahl,K03251,14
2013,"Hameln-Pyrmont",Ausländerinnen und Ausländer,Anzahl,K03252,11
2013,"Hildesheim",Ausländerinnen und Ausländer,Anzahl,K03254,28
2013,"Holzminden",Ausländerinnen und Ausländer,Anzahl,K03255,4
2013,"Nienburg (Weser)",Ausländerinnen und Ausländer,Anzahl,K03256,13
2013,"Schaumburg",Ausländerinnen und Ausländer,Anzahl,K03257,14
2013,"Statistische Region Hannover",Ausländerinnen und Ausländer,Anzahl,K032,228
2013,"Celle",Ausländerinnen und Ausländer,Anzahl,K03351,4
2013,"Cuxhaven",Ausländerinnen und Ausländer,Anzahl,K03352,11
2013,"Harburg",Ausländerinnen und Ausländer,Anzahl,K03353,7
2013,"Lüchow-Dannenberg",Ausländerinnen und Ausländer,Anzahl,K03354,1
2013,"Lüneburg",Ausländerinnen und Ausländer,Anzahl,K03355,8
2013,"Osterholz",Ausländerinnen und Ausländer,Anzahl,K03356,3
2013,"Rotenburg (Wümme)",Ausländerinnen und Ausländer,Anzahl,K03357,4
2013,"Heidekreis",Ausländerinnen und Ausländer,Anzahl,K03358,22
2013,"Stade",Ausländerinnen und Ausländer,Anzahl,K03359,10
2013,"Uelzen",Ausländerinnen und Ausländer,Anzahl,K03360,3
2013,"Verden",Ausländerinnen und Ausländer,Anzahl,K03361,8
2013,"Statistische Region Lüneburg",Ausländerinnen und Ausländer,Anzahl,K033,81
2013,"Delmenhorst, Stadt",Ausländerinnen und Ausländer,Anzahl,K03401,16
2013,"Emden, Stadt",Ausländerinnen und Ausländer,Anzahl,K03402,3
2013,"Oldenburg (Oldb), Stadt",Ausländerinnen und Ausländer,Anzahl,K03403,18
