Year,Gebietseinheit,Geschlecht,Kategorie,Units,GeoCode,Value
2022,"Holzminden",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03255,610
2022,"Holzminden",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03255,535
2022,"Holzminden",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03255,1145
2022,"Nienburg (Weser)",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03256,2680
2022,"Nienburg (Weser)",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03256,1880
2022,"Nienburg (Weser)",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03256,4560
2022,"Schaumburg",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03257,3350
2022,"Schaumburg",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03257,2610
2022,"Schaumburg",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03257,5965
2022,"Statistische Region Hannover",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH032,57730
2022,"Statistische Region Hannover",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH032,49520
2022,"Statistische Region Hannover",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH032,107250
2022,"Celle",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03351,3335
2022,"Celle",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03351,2770
2022,"Celle",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03351,6110
2022,"Cuxhaven",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03352,3490
2022,"Cuxhaven",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03352,2970
2022,"Cuxhaven",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03352,6460
2022,"Harburg",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03353,6725
2022,"Harburg",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03353,5405
2022,"Harburg",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03353,12135
2022,"Lüchow-Dannenberg",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03354,765
2022,"Lüchow-Dannenberg",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03354,620
2022,"Lüchow-Dannenberg",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03354,1390
2022,"Lüneburg",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03355,2660
2022,"Lüneburg",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03355,2110
2022,"Lüneburg",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03355,4770
2022,"Osterholz",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03356,1340
2022,"Osterholz",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03356,1210
2022,"Osterholz",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03356,2550
2022,"Rotenburg (Wümme)",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03357,3410
2022,"Rotenburg (Wümme)",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03357,2580
2022,"Rotenburg (Wümme)",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03357,5980
2022,"Heidekreis",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03358,3700
2022,"Heidekreis",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03358,2875
2022,"Heidekreis",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03358,6570
2022,"Stade",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03359,5720
2022,"Stade",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03359,4400
2022,"Stade",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03359,10120
2022,"Uelzen",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03360,1430
2022,"Uelzen",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03360,1215
2022,"Uelzen",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03360,2645
2022,"Verden",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03361,2550
2022,"Verden",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03361,2060
2022,"Verden",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03361,4610
2022,"Statistische Region Lüneburg",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH033,35120
2022,"Statistische Region Lüneburg",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH033,28215
2022,"Statistische Region Lüneburg",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH033,63340
2022,"Delmenhorst, Stadt",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03401,3470
2022,"Delmenhorst, Stadt",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03401,3080
2022,"Delmenhorst, Stadt",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03401,6545
2022,"Emden, Stadt",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03402,1565
2022,"Emden, Stadt",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03402,1165
2022,"Emden, Stadt",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03402,2730
2022,"Oldenburg (Oldb), Stadt",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03403,3260
2022,"Oldenburg (Oldb), Stadt",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03403,3055
2022,"Oldenburg (Oldb), Stadt",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03403,6315
2022,"Osnabrück, Stadt",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03404,5420
2022,"Osnabrück, Stadt",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03404,4880
2022,"Osnabrück, Stadt",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03404,10300
2022,"Wilhelmshaven, Stadt",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03405,1820
2022,"Wilhelmshaven, Stadt",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03405,1290
2022,"Wilhelmshaven, Stadt",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03405,3110
2022,"Ammerland",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03451,2115
2022,"Ammerland",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03451,1720
2022,"Ammerland",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03451,3835
2022,"Aurich",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03452,2835
2022,"Aurich",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03452,2480
2022,"Aurich",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03452,5315
2022,"Cloppenburg",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03453,8365
2022,"Cloppenburg",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03453,6030
2022,"Cloppenburg",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03453,14395
2022,"Emsland",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03454,18100
2022,"Emsland",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03454,11875
2022,"Emsland",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03454,29970
2022,"Friesland",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03455,945
2022,"Friesland",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03455,770
2022,"Friesland",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03455,1715
2022,"Grafschaft Bentheim",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03456,9435
2022,"Grafschaft Bentheim",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03456,7635
2022,"Grafschaft Bentheim",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03456,17065
2022,"Leer",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03457,4795
2022,"Leer",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03457,3570
2022,"Leer",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03457,8365
2022,"Oldenburg",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03458,4650
2022,"Oldenburg",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03458,3590
2022,"Oldenburg",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03458,8240
2022,"Osnabrück",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03459,12630
2022,"Osnabrück",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03459,9705
2022,"Osnabrück",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03459,22340
2022,"Vechta",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03460,6670
2022,"Vechta",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03460,5345
2022,"Vechta",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03460,12020
2022,"Wesermarsch",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03461,2085
2022,"Wesermarsch",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03461,1520
2022,"Wesermarsch",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03461,3605
2022,"Wittmund",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03462,725
2022,"Wittmund",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03462,685
2022,"Wittmund",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03462,1410
2022,"Statistische Region Weser-Ems",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH034,88880
2022,"Statistische Region Weser-Ems",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH034,68400
2022,"Statistische Region Weser-Ems",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH034,157290
2022,"Niedersachsen",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH030,214775
2022,"Niedersachsen",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH030,174335
2022,"Niedersachsen",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH030,389115
2021,"Braunschweig, Stadt",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03101,5060
2021,"Braunschweig, Stadt",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03101,4675
2021,"Braunschweig, Stadt",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03101,9730
2021,"Salzgitter, Stadt",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03102,3825
2021,"Salzgitter, Stadt",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03102,3030
2021,"Salzgitter, Stadt",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03102,6855
2021,"Wolfsburg, Stadt",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03103,5425
2021,"Wolfsburg, Stadt",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03103,4370
2021,"Wolfsburg, Stadt",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03103,9800
2021,"Gifhorn",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03151,2890
2021,"Gifhorn",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03151,2300
2021,"Gifhorn",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03151,5190
2021,"Goslar",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03153,2355
2021,"Goslar",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03153,1925
2021,"Goslar",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03153,4280
2021,"Helmstedt",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03154,1770
2021,"Helmstedt",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03154,1395
2021,"Helmstedt",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03154,3160
2021,"Northeim",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03155,1825
2021,"Northeim",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03155,1605
2021,"Northeim",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03155,3430
2021,"Peine",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03157,2500
2021,"Peine",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03157,1995
2021,"Peine",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03157,4495
2021,"Wolfenbüttel",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03158,1385
2021,"Wolfenbüttel",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03158,1185
2021,"Wolfenbüttel",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03158,2565
2021,"Göttingen",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03159,5450
2021,"Göttingen",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03159,5165
2021,"Göttingen",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03159,10615
2021,"Statistische Region Braunschweig",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH031,32485
2021,"Statistische Region Braunschweig",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH031,27645
2021,"Statistische Region Braunschweig",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH031,60130
2021,"Region Hannover",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03241,36390
2021,"Region Hannover",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03241,32160
2021,"Region Hannover",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03241,68550
2021,"Diepholz",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03251,5550
2021,"Diepholz",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03251,4535
2021,"Diepholz",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03251,10085
2021,"Hameln-Pyrmont",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03252,3350
2021,"Hameln-Pyrmont",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03252,2870
2021,"Hameln-Pyrmont",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03252,6225
2021,"Hildesheim",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03254,4925
2021,"Hildesheim",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03254,4140
2021,"Hildesheim",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03254,9060
2021,"Holzminden",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03255,630
2021,"Holzminden",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03255,550
2021,"Holzminden",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03255,1175
2021,"Nienburg (Weser)",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03256,2560
2021,"Nienburg (Weser)",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03256,1780
2021,"Nienburg (Weser)",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03256,4340
2021,"Schaumburg",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03257,3250
2021,"Schaumburg",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03257,2540
2021,"Schaumburg",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03257,5790
2021,"Statistische Region Hannover",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH032,56665
2021,"Statistische Region Hannover",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH032,48570
2021,"Statistische Region Hannover",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH032,105230
2021,"Celle",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03351,3195
2021,"Celle",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03351,2655
2021,"Celle",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03351,5855
2021,"Cuxhaven",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03352,3510
2021,"Cuxhaven",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03352,2935
2021,"Cuxhaven",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03352,6445
2021,"Harburg",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03353,6600
2021,"Harburg",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03353,5230
2021,"Harburg",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03353,11835
2021,"Lüchow-Dannenberg",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03354,795
2021,"Lüchow-Dannenberg",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03354,640
2021,"Lüchow-Dannenberg",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03354,1430
2021,"Lüneburg",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03355,2435
2021,"Lüneburg",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03355,1995
2021,"Lüneburg",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03355,4430
2021,"Osterholz",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03356,1345
2021,"Osterholz",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03356,1180
2021,"Osterholz",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03356,2525
2021,"Rotenburg (Wümme)",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03357,3355
2021,"Rotenburg (Wümme)",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03357,2515
2021,"Rotenburg (Wümme)",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03357,5865
2021,"Heidekreis",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03358,3615
2021,"Heidekreis",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03358,2760
2021,"Heidekreis",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03358,6375
2021,"Stade",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03359,5540
2021,"Stade",weiblich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03359,4225
2021,"Stade",insgesamt,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03359,9760
2021,"Uelzen",männlich,Kein Aufenthaltstitel nach nationalem Recht erforderlich,Anzahl,RH03360,1370
