Year,Altersgruppe,Schulabschluss,Migrationsstatus,Units,Value
2015,25 – 35,Hauptschulabschluss,Insgesamt,%,14.7134071637803
2015,15 – 65,Hauptschulabschluss,Insgesamt,%,25.9690595739161
2015,18 – 25,Realschulabschluss,Insgesamt,%,39.6373599803497
2015,25 – 35,Realschulabschluss,Insgesamt,%,37.6478115929655
2015,15 – 65,Realschulabschluss,Insgesamt,%,37.134010687532
2015,18 – 25,(Fach-)Hochschulreife,Insgesamt,%,42.6243024583847
2015,25 – 35,(Fach-)Hochschulreife,Insgesamt,%,43.4656034763816
2015,15 – 65,(Fach-)Hochschulreife,Insgesamt,%,33.1470160831542
2014,18 – 25,Ohne Abschluss,Insgesamt,%,4.70723891751852
2014,25 – 35,Ohne Abschluss,Insgesamt,%,3.53056145389947
2014,15 – 65,Ohne Abschluss,Insgesamt,%,3.62776663011742
2014,18 – 25,Hauptschulabschluss,Insgesamt,%,14.1620732569102
2014,25 – 35,Hauptschulabschluss,Insgesamt,%,15.8110340284484
2014,15 – 65,Hauptschulabschluss,Insgesamt,%,27.4121399274081
2014,18 – 25,Realschulabschluss,Insgesamt,%,40.4719987350484
2014,25 – 35,Realschulabschluss,Insgesamt,%,39.2464806662233
2014,15 – 65,Realschulabschluss,Insgesamt,%,36.9052477074631
2014,18 – 25,(Fach-)Hochschulreife,Insgesamt,%,40.6586872450636
2014,25 – 35,(Fach-)Hochschulreife,Insgesamt,%,41.4119238514289
2014,15 – 65,(Fach-)Hochschulreife,Insgesamt,%,32.0548457350113
2013,18 – 25,Ohne Abschluss,Insgesamt,%,4.55160717543214
2013,25 – 35,Ohne Abschluss,Insgesamt,%,3.71334883829649
2013,15 – 65,Ohne Abschluss,Insgesamt,%,3.64584459153347
2013,18 – 25,Hauptschulabschluss,Insgesamt,%,15.1526772514557
2013,25 – 35,Hauptschulabschluss,Insgesamt,%,16.2996285313348
2013,15 – 65,Hauptschulabschluss,Insgesamt,%,28.4732847377322
2013,18 – 25,Realschulabschluss,Insgesamt,%,40.4170056430478
2013,25 – 35,Realschulabschluss,Insgesamt,%,39.4475685389831
2013,15 – 65,Realschulabschluss,Insgesamt,%,36.1698129334363
2013,18 – 25,(Fach-)Hochschulreife,Insgesamt,%,39.8787099300643
2013,25 – 35,(Fach-)Hochschulreife,Insgesamt,%,40.5394529450154
2013,15 – 65,(Fach-)Hochschulreife,Insgesamt,%,31.711057737298
2012,18 – 25,Ohne Abschluss,Insgesamt,%,5.20650349805188
2012,25 – 35,Ohne Abschluss,Insgesamt,%,3.58776236083453
2012,15 – 65,Ohne Abschluss,Insgesamt,%,3.59786280539906
2012,18 – 25,Hauptschulabschluss,Insgesamt,%,16.1902444928661
2012,25 – 35,Hauptschulabschluss,Insgesamt,%,17.1201415112542
2012,15 – 65,Hauptschulabschluss,Insgesamt,%,29.8072580207776
2012,18 – 25,Realschulabschluss,Insgesamt,%,42.0805614447945
2012,25 – 35,Realschulabschluss,Insgesamt,%,40.1914221831389
2012,15 – 65,Realschulabschluss,Insgesamt,%,36.0962061000574
2012,18 – 25,(Fach-)Hochschulreife,Insgesamt,%,36.5226905642876
2012,25 – 35,(Fach-)Hochschulreife,Insgesamt,%,39.1006739447724
2012,15 – 65,(Fach-)Hochschulreife,Insgesamt,%,30.4986728631171
2011,18 – 25,Ohne Abschluss,Insgesamt,%,4.68019980345889
2011,25 – 35,Ohne Abschluss,Insgesamt,%,3.45330609363281
2011,15 – 65,Ohne Abschluss,Insgesamt,%,3.66888208990647
2011,18 – 25,Hauptschulabschluss,Insgesamt,%,17.513989203262
2011,25 – 35,Hauptschulabschluss,Insgesamt,%,18.3917415373394
2011,15 – 65,Hauptschulabschluss,Insgesamt,%,31.1495096200074
2011,18 – 25,Realschulabschluss,Insgesamt,%,42.4938705495868
2011,25 – 35,Realschulabschluss,Insgesamt,%,40.1254481283449
2011,15 – 65,Realschulabschluss,Insgesamt,%,35.5487305868579
2011,18 – 25,(Fach-)Hochschulreife,Insgesamt,%,35.3119422625742
2011,25 – 35,(Fach-)Hochschulreife,Insgesamt,%,38.0295030522972
2011,15 – 65,(Fach-)Hochschulreife,Insgesamt,%,29.6328777032282
2010,18 – 25,Ohne Abschluss,Insgesamt,%,4.98741179499201
2010,25 – 35,Ohne Abschluss,Insgesamt,%,3.8616844005459
2010,15 – 65,Ohne Abschluss,Insgesamt,%,4.14330351916854
2010,18 – 25,Hauptschulabschluss,Insgesamt,%,17.7912781958781
2010,25 – 35,Hauptschulabschluss,Insgesamt,%,19.2625350144147
2010,15 – 65,Hauptschulabschluss,Insgesamt,%,32.035128689762
2010,18 – 25,Realschulabschluss,Insgesamt,%,45.1297543203308
2010,25 – 35,Realschulabschluss,Insgesamt,%,39.0096397194317
2010,15 – 65,Realschulabschluss,Insgesamt,%,35.4650208724387
2010,18 – 25,(Fach-)Hochschulreife,Insgesamt,%,32.0915556887991
2010,25 – 35,(Fach-)Hochschulreife,Insgesamt,%,37.8661408656078
2010,15 – 65,(Fach-)Hochschulreife,Insgesamt,%,28.3565469186308
2006,18 – 25,Ohne Abschluss,Insgesamt,%,4.25154836863836
2006,25 – 35,Ohne Abschluss,Insgesamt,%,4.2461545108542
2006,15 – 65,Ohne Abschluss,Insgesamt,%,3.65854435505334
2006,18 – 25,Hauptschulabschluss,Insgesamt,%,21.2424561149263
2006,25 – 35,Hauptschulabschluss,Insgesamt,%,22.4972586007751
2006,15 – 65,Hauptschulabschluss,Insgesamt,%,36.7255587389201
2006,18 – 25,Realschulabschluss,Insgesamt,%,45.1611136302008
2006,25 – 35,Realschulabschluss,Insgesamt,%,39.5962560218796
2006,15 – 65,Realschulabschluss,Insgesamt,%,34.009697900806
2006,18 – 25,(Fach-)Hochschulreife,Insgesamt,%,29.3448818862346
2006,25 – 35,(Fach-)Hochschulreife,Insgesamt,%,33.6603308664912
2006,15 – 65,(Fach-)Hochschulreife,Insgesamt,%,25.6061990052206
2005,18 – 25,Ohne Abschluss,Insgesamt,%,4.79887915233571
2005,25 – 35,Ohne Abschluss,Insgesamt,%,4.37554881853402
2005,15 – 65,Ohne Abschluss,Insgesamt,%,3.62296981481807
2005,18 – 25,Hauptschulabschluss,Insgesamt,%,22.1207096036731
2005,25 – 35,Hauptschulabschluss,Insgesamt,%,22.8887998200984
2005,15 – 65,Hauptschulabschluss,Insgesamt,%,37.5243414620501
2005,18 – 25,Realschulabschluss,Insgesamt,%,42.8991241750646
2005,25 – 35,Realschulabschluss,Insgesamt,%,38.480961097515
2005,15 – 65,Realschulabschluss,Insgesamt,%,33.3689349181162
2005,18 – 25,(Fach-)Hochschulreife,Insgesamt,%,30.1812870689266
2005,25 – 35,(Fach-)Hochschulreife,Insgesamt,%,34.2546902638525
2005,15 – 65,(Fach-)Hochschulreife,Insgesamt,%,25.4837538050156
2022,18 – 25,Ohne Abschluss,mit Migrationshintergrund,%,14.6661688756145
2022,25 – 35,Ohne Abschluss,mit Migrationshintergrund,%,14.1471649399225
2022,15 – 65,Ohne Abschluss,mit Migrationshintergrund,%,15.8564068260908
2022,18 – 25,Hauptschulabschluss,mit Migrationshintergrund,%,15.5373032169747
2022,25 – 35,Hauptschulabschluss,mit Migrationshintergrund,%,12.7337724669822
2022,15 – 65,Hauptschulabschluss,mit Migrationshintergrund,%,17.0938945826067
2022,18 – 25,Realschulabschluss,mit Migrationshintergrund,%,30.7385974737104
2022,25 – 35,Realschulabschluss,mit Migrationshintergrund,%,24.8287047764059
2022,15 – 65,Realschulabschluss,mit Migrationshintergrund,%,29.2020035516058
2022,18 – 25,(Fach-)Hochschulreife,mit Migrationshintergrund,%,39.0579304337005
2022,25 – 35,(Fach-)Hochschulreife,mit Migrationshintergrund,%,48.2903578166893
2022,15 – 65,(Fach-)Hochschulreife,mit Migrationshintergrund,%,37.8476950396968
2021,18 – 25,Ohne Abschluss,mit Migrationshintergrund,%,14.3448795180723
2021,25 – 35,Ohne Abschluss,mit Migrationshintergrund,%,15.0586390290468
2021,15 – 65,Ohne Abschluss,mit Migrationshintergrund,%,15.8361678708279
2021,18 – 25,Hauptschulabschluss,mit Migrationshintergrund,%,14.9096385542169
2021,25 – 35,Hauptschulabschluss,mit Migrationshintergrund,%,13.981317332606
2021,15 – 65,Hauptschulabschluss,mit Migrationshintergrund,%,18.160902417426
2021,18 – 25,Realschulabschluss,mit Migrationshintergrund,%,32.3857931726908
2021,25 – 35,Realschulabschluss,mit Migrationshintergrund,%,24.9045411155053
2021,15 – 65,Realschulabschluss,mit Migrationshintergrund,%,30.0750635184679
2021,18 – 25,(Fach-)Hochschulreife,mit Migrationshintergrund,%,38.3596887550201
2021,25 – 35,(Fach-)Hochschulreife,mit Migrationshintergrund,%,46.0555025228419
2021,15 – 65,(Fach-)Hochschulreife,mit Migrationshintergrund,%,35.9278661932782
2019,18 – 25,Ohne Abschluss,mit Migrationshintergrund,%,11.0652512767909
2019,25 – 35,Ohne Abschluss,mit Migrationshintergrund,%,11.7324291571626
2019,15 – 65,Ohne Abschluss,mit Migrationshintergrund,%,11.5644060556639
2019,18 – 25,Hauptschulabschluss,mit Migrationshintergrund,%,17.6404497210659
2019,25 – 35,Hauptschulabschluss,mit Migrationshintergrund,%,17.9301003496463
2019,15 – 65,Hauptschulabschluss,mit Migrationshintergrund,%,24.2774994740429
2019,18 – 25,Realschulabschluss,mit Migrationshintergrund,%,33.653187930571
2019,25 – 35,Realschulabschluss,mit Migrationshintergrund,%,27.8639661884164
2019,15 – 65,Realschulabschluss,mit Migrationshintergrund,%,30.4261871958957
2019,18 – 25,(Fach-)Hochschulreife,mit Migrationshintergrund,%,37.6411110715722
2019,25 – 35,(Fach-)Hochschulreife,mit Migrationshintergrund,%,42.4735043047747
2019,15 – 65,(Fach-)Hochschulreife,mit Migrationshintergrund,%,33.7319072743975
2018,18 – 25,Ohne Abschluss,mit Migrationshintergrund,%,11.5884006844223
2018,25 – 35,Ohne Abschluss,mit Migrationshintergrund,%,10.9318880337526
2018,15 – 65,Ohne Abschluss,mit Migrationshintergrund,%,11.9270857262579
2018,18 – 25,Hauptschulabschluss,mit Migrationshintergrund,%,15.9930249356073
2018,25 – 35,Hauptschulabschluss,mit Migrationshintergrund,%,18.645115069236
2018,15 – 65,Hauptschulabschluss,mit Migrationshintergrund,%,24.2953979828167
2018,18 – 25,Realschulabschluss,mit Migrationshintergrund,%,33.7218691007498
2018,25 – 35,Realschulabschluss,mit Migrationshintergrund,%,28.3941486950372
2018,15 – 65,Realschulabschluss,mit Migrationshintergrund,%,31.0014621518687
2018,18 – 25,(Fach-)Hochschulreife,mit Migrationshintergrund,%,38.6967121655885
2018,25 – 35,(Fach-)Hochschulreife,mit Migrationshintergrund,%,42.0288446214512
2018,15 – 65,(Fach-)Hochschulreife,mit Migrationshintergrund,%,32.7760541390566
2017,18 – 25,Ohne Abschluss,mit Migrationshintergrund,%,12.0425801124429
2017,25 – 35,Ohne Abschluss,mit Migrationshintergrund,%,10.3053100087195
2017,15 – 65,Ohne Abschluss,mit Migrationshintergrund,%,11.7674407273477
2017,18 – 25,Hauptschulabschluss,mit Migrationshintergrund,%,17.5877096266988
2017,25 – 35,Hauptschulabschluss,mit Migrationshintergrund,%,20.733476648051
2017,15 – 65,Hauptschulabschluss,mit Migrationshintergrund,%,25.7078632163865
2017,18 – 25,Realschulabschluss,mit Migrationshintergrund,%,33.2928216161464
2017,25 – 35,Realschulabschluss,mit Migrationshintergrund,%,31.4487760666677
2017,15 – 65,Realschulabschluss,mit Migrationshintergrund,%,31.3711779844277
2017,18 – 25,(Fach-)Hochschulreife,mit Migrationshintergrund,%,37.0768886447119
2017,25 – 35,(Fach-)Hochschulreife,mit Migrationshintergrund,%,37.5124372765619
2017,15 – 65,(Fach-)Hochschulreife,mit Migrationshintergrund,%,31.1535171708756
2016,18 – 25,Ohne Abschluss,mit Migrationshintergrund,%,11.5033499333378
2016,25 – 35,Ohne Abschluss,mit Migrationshintergrund,%,11.7623228926361
2016,15 – 65,Ohne Abschluss,mit Migrationshintergrund,%,11.9623671251532
2016,18 – 25,Hauptschulabschluss,mit Migrationshintergrund,%,19.2654244170864
2016,25 – 35,Hauptschulabschluss,mit Migrationshintergrund,%,20.5496560599743
2016,15 – 65,Hauptschulabschluss,mit Migrationshintergrund,%,27.2272080176712
2016,18 – 25,Realschulabschluss,mit Migrationshintergrund,%,33.0060163459954
2016,25 – 35,Realschulabschluss,mit Migrationshintergrund,%,30.9996650097147
2016,15 – 65,Realschulabschluss,mit Migrationshintergrund,%,31.0765892782814
2016,18 – 25,(Fach-)Hochschulreife,mit Migrationshintergrund,%,36.2252017257457
2016,25 – 35,(Fach-)Hochschulreife,mit Migrationshintergrund,%,36.6883520377909
2016,15 – 65,(Fach-)Hochschulreife,mit Migrationshintergrund,%,29.7338366013978
2015,18 – 25,Ohne Abschluss,mit Migrationshintergrund,%,8.21940372720406
2015,25 – 35,Ohne Abschluss,mit Migrationshintergrund,%,9.33620657684447
2015,15 – 65,Ohne Abschluss,mit Migrationshintergrund,%,11.0683214977199
2015,18 – 25,Hauptschulabschluss,mit Migrationshintergrund,%,20.3293395798504
2015,25 – 35,Hauptschulabschluss,mit Migrationshintergrund,%,20.302583164475
2015,15 – 65,Hauptschulabschluss,mit Migrationshintergrund,%,25.9346493904064
2015,18 – 25,Realschulabschluss,mit Migrationshintergrund,%,37.2258648889689
2015,25 – 35,Realschulabschluss,mit Migrationshintergrund,%,33.7342178694955
2015,15 – 65,Realschulabschluss,mit Migrationshintergrund,%,32.9933256758336
2015,18 – 25,(Fach-)Hochschulreife,mit Migrationshintergrund,%,34.2253918039766
2015,25 – 35,(Fach-)Hochschulreife,mit Migrationshintergrund,%,36.626992389185
2015,15 – 65,(Fach-)Hochschulreife,mit Migrationshintergrund,%,30.0037022912731
2014,18 – 25,Ohne Abschluss,mit Migrationshintergrund,%,9.55935417011347
2014,25 – 35,Ohne Abschluss,mit Migrationshintergrund,%,7.3042348379108
2014,15 – 65,Ohne Abschluss,mit Migrationshintergrund,%,9.84627513025619
2014,18 – 25,Hauptschulabschluss,mit Migrationshintergrund,%,18.5487254578913
2014,25 – 35,Hauptschulabschluss,mit Migrationshintergrund,%,21.5008135298934
2014,15 – 65,Hauptschulabschluss,mit Migrationshintergrund,%,27.3345123043587
2014,18 – 25,Realschulabschluss,mit Migrationshintergrund,%,38.5913226147774
2014,25 – 35,Realschulabschluss,mit Migrationshintergrund,%,35.1040290051066
2014,15 – 65,Realschulabschluss,mit Migrationshintergrund,%,33.1248128035722
2014,18 – 25,(Fach-)Hochschulreife,mit Migrationshintergrund,%,33.3006162119257
2014,25 – 35,(Fach-)Hochschulreife,mit Migrationshintergrund,%,36.0909226270893
2014,15 – 65,(Fach-)Hochschulreife,mit Migrationshintergrund,%,29.6943997618129
2013,18 – 25,Ohne Abschluss,mit Migrationshintergrund,%,7.15290427260099
2013,25 – 35,Ohne Abschluss,mit Migrationshintergrund,%,7.27578194958006
2013,15 – 65,Ohne Abschluss,mit Migrationshintergrund,%,10.1797277531646
2013,18 – 25,Hauptschulabschluss,mit Migrationshintergrund,%,19.9157610229215
2013,25 – 35,Hauptschulabschluss,mit Migrationshintergrund,%,22.4094581773105
2013,15 – 65,Hauptschulabschluss,mit Migrationshintergrund,%,27.6909404486725
2013,18 – 25,Realschulabschluss,mit Migrationshintergrund,%,40.4242065407127
2013,25 – 35,Realschulabschluss,mit Migrationshintergrund,%,35.3256957733529
2013,15 – 65,Realschulabschluss,mit Migrationshintergrund,%,32.9104189163079
2013,18 – 25,(Fach-)Hochschulreife,mit Migrationshintergrund,%,32.5071370792631
2013,25 – 35,(Fach-)Hochschulreife,mit Migrationshintergrund,%,34.9890690375149
2013,15 – 65,(Fach-)Hochschulreife,mit Migrationshintergrund,%,29.218912881855
2012,18 – 25,Ohne Abschluss,mit Migrationshintergrund,%,8.10022196047738
2012,25 – 35,Ohne Abschluss,mit Migrationshintergrund,%,8.42876841069858
2012,15 – 65,Ohne Abschluss,mit Migrationshintergrund,%,10.2161306287911
2012,18 – 25,Hauptschulabschluss,mit Migrationshintergrund,%,21.4952436975449
2012,25 – 35,Hauptschulabschluss,mit Migrationshintergrund,%,24.3125915056762
2012,15 – 65,Hauptschulabschluss,mit Migrationshintergrund,%,29.1989397177257
2012,18 – 25,Realschulabschluss,mit Migrationshintergrund,%,40.3778551465633
2012,25 – 35,Realschulabschluss,mit Migrationshintergrund,%,35.6033013868284
2012,15 – 65,Realschulabschluss,mit Migrationshintergrund,%,32.30026747289
2012,18 – 25,(Fach-)Hochschulreife,mit Migrationshintergrund,%,30.0266883112088
2012,25 – 35,(Fach-)Hochschulreife,mit Migrationshintergrund,%,31.6553386967969
2012,15 – 65,(Fach-)Hochschulreife,mit Migrationshintergrund,%,28.2846634176279
2011,18 – 25,Ohne Abschluss,mit Migrationshintergrund,%,6.43071541895578
2011,25 – 35,Ohne Abschluss,mit Migrationshintergrund,%,8.14563888054527
2011,15 – 65,Ohne Abschluss,mit Migrationshintergrund,%,10.6882888353684
2011,18 – 25,Hauptschulabschluss,mit Migrationshintergrund,%,23.900930736812
2011,25 – 35,Hauptschulabschluss,mit Migrationshintergrund,%,25.4346816099645
2011,15 – 65,Hauptschulabschluss,mit Migrationshintergrund,%,30.4421446808382
2011,18 – 25,Realschulabschluss,mit Migrationshintergrund,%,40.8403131118161
2011,25 – 35,Realschulabschluss,mit Migrationshintergrund,%,34.9438646288094
2011,15 – 65,Realschulabschluss,mit Migrationshintergrund,%,32.085785165619
2011,18 – 25,(Fach-)Hochschulreife,mit Migrationshintergrund,%,28.8280407324161
2011,25 – 35,(Fach-)Hochschulreife,mit Migrationshintergrund,%,31.4758148806809
2011,15 – 65,(Fach-)Hochschulreife,mit Migrationshintergrund,%,26.7837813181744
2010,18 – 25,Ohne Abschluss,mit Migrationshintergrund,%,8.42674225068588
2010,25 – 35,Ohne Abschluss,mit Migrationshintergrund,%,9.82103431308965
2010,15 – 65,Ohne Abschluss,mit Migrationshintergrund,%,12.1621650161919
2010,18 – 25,Hauptschulabschluss,mit Migrationshintergrund,%,22.1134897371692
2010,25 – 35,Hauptschulabschluss,mit Migrationshintergrund,%,25.1841958827906
2010,15 – 65,Hauptschulabschluss,mit Migrationshintergrund,%,30.3421715868025
2010,18 – 25,Realschulabschluss,mit Migrationshintergrund,%,44.0269553968381
2010,25 – 35,Realschulabschluss,mit Migrationshintergrund,%,33.6546387708485
2010,15 – 65,Realschulabschluss,mit Migrationshintergrund,%,32.2370629370629
2010,18 – 25,(Fach-)Hochschulreife,mit Migrationshintergrund,%,25.4328126153069
2010,25 – 35,(Fach-)Hochschulreife,mit Migrationshintergrund,%,31.3401310332713
2010,15 – 65,(Fach-)Hochschulreife,mit Migrationshintergrund,%,25.2586004599427
2006,18 – 25,Ohne Abschluss,mit Migrationshintergrund,%,8.04691377731026
2006,25 – 35,Ohne Abschluss,mit Migrationshintergrund,%,11.6008072462795
2006,15 – 65,Ohne Abschluss,mit Migrationshintergrund,%,12.2423872159555
2006,18 – 25,Hauptschulabschluss,mit Migrationshintergrund,%,30.853960175348
2006,25 – 35,Hauptschulabschluss,mit Migrationshintergrund,%,29.1386247163094
2006,15 – 65,Hauptschulabschluss,mit Migrationshintergrund,%,35.109006773471
2006,18 – 25,Realschulabschluss,mit Migrationshintergrund,%,38.8845655712063
2006,25 – 35,Realschulabschluss,mit Migrationshintergrund,%,31.1446869618161
2006,15 – 65,Realschulabschluss,mit Migrationshintergrund,%,28.4402379173244
2006,18 – 25,(Fach-)Hochschulreife,mit Migrationshintergrund,%,22.2145604761355
2006,25 – 35,(Fach-)Hochschulreife,mit Migrationshintergrund,%,28.115881075595
2006,15 – 65,(Fach-)Hochschulreife,mit Migrationshintergrund,%,24.2083680932491
2005,18 – 25,Ohne Abschluss,mit Migrationshintergrund,%,9.83952716316597
2005,25 – 35,Ohne Abschluss,mit Migrationshintergrund,%,12.616248257356
2005,15 – 65,Ohne Abschluss,mit Migrationshintergrund,%,12.7671882874692
2005,18 – 25,Hauptschulabschluss,mit Migrationshintergrund,%,29.4496250432791
2005,25 – 35,Hauptschulabschluss,mit Migrationshintergrund,%,29.8469574221169
2005,15 – 65,Hauptschulabschluss,mit Migrationshintergrund,%,35.4639042795683
2005,18 – 25,Realschulabschluss,mit Migrationshintergrund,%,37.7107056252857
2005,25 – 35,Realschulabschluss,mit Migrationshintergrund,%,31.468724501456
2005,15 – 65,Realschulabschluss,mit Migrationshintergrund,%,28.7114194862192
2005,18 – 25,(Fach-)Hochschulreife,mit Migrationshintergrund,%,23.0001421682692
2005,25 – 35,(Fach-)Hochschulreife,mit Migrationshintergrund,%,26.0680698190712
2005,15 – 65,(Fach-)Hochschulreife,mit Migrationshintergrund,%,23.0574879467433
2022,18 – 25,Ohne Abschluss,ohne Migrationshintergrund,%,2.66464356066656
2022,25 – 35,Ohne Abschluss,ohne Migrationshintergrund,%,2.49500850403017
2022,15 – 65,Ohne Abschluss,ohne Migrationshintergrund,%,2.26059610942588
2022,18 – 25,Hauptschulabschluss,ohne Migrationshintergrund,%,8.44912953202364
2022,25 – 35,Hauptschulabschluss,ohne Migrationshintergrund,%,9.327811876063
2022,15 – 65,Hauptschulabschluss,ohne Migrationshintergrund,%,17.5387526785963
2022,18 – 25,Realschulabschluss,ohne Migrationshintergrund,%,36.3440344992813
2022,25 – 35,Realschulabschluss,ohne Migrationshintergrund,%,36.0541300007395
2022,15 – 65,Realschulabschluss,ohne Migrationshintergrund,%,38.0964572955222
2022,18 – 25,(Fach-)Hochschulreife,ohne Migrationshintergrund,%,52.5448543896076
2022,25 – 35,(Fach-)Hochschulreife,ohne Migrationshintergrund,%,52.1230496191673
2022,15 – 65,(Fach-)Hochschulreife,ohne Migrationshintergrund,%,42.1041939164556
2021,18 – 25,Ohne Abschluss,ohne Migrationshintergrund,%,3.20992938155361
2021,25 – 35,Ohne Abschluss,ohne Migrationshintergrund,%,2.80738160527681
2021,15 – 65,Ohne Abschluss,ohne Migrationshintergrund,%,2.46408445444058
2021,18 – 25,Hauptschulabschluss,ohne Migrationshintergrund,%,9.76086026107426
