Year,Gebietseinheit,Altersgruppe,Nationalität,GeoCode,Value
2021,"Osnabrück",im Alter bis unter 18 Jahren,Deutsche,K03459,37
2021,"Vechta",im Alter bis unter 18 Jahren,Deutsche,K03460,41
2021,"Wesermarsch",im Alter bis unter 18 Jahren,Deutsche,K03461,99
2021,"Wittmund",im Alter bis unter 18 Jahren,Deutsche,K03462,75
2021,"Statistische Region Weser-Ems",im Alter bis unter 18 Jahren,Deutsche,K034,68
2021,"Niedersachsen",im Alter bis unter 18 Jahren,Deutsche,K030,80
2020,"Braunschweig, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03101,103
2020,"Salzgitter, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03102,141
2020,"Wolfsburg, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03103,83
2020,"Gifhorn",im Alter bis unter 18 Jahren,Deutsche,K03151,55
2020,"Goslar",im Alter bis unter 18 Jahren,Deutsche,K03153,127
2020,"Helmstedt",im Alter bis unter 18 Jahren,Deutsche,K03154,81
2020,"Northeim",im Alter bis unter 18 Jahren,Deutsche,K03155,87
2020,"Peine",im Alter bis unter 18 Jahren,Deutsche,K03157,98
2020,"Wolfenbüttel",im Alter bis unter 18 Jahren,Deutsche,K03158,75
2020,"Göttingen",im Alter bis unter 18 Jahren,Deutsche,K03159,80
2020,"Statistische Region Braunschweig",im Alter bis unter 18 Jahren,Deutsche,K031,90
2020,"Region Hannover",im Alter bis unter 18 Jahren,Deutsche,K03241,128
2020,"dav. Hannover, Lhst.",im Alter bis unter 18 Jahren,Deutsche,K03241001,175
2020,"dav. Hannover, Umland",im Alter bis unter 18 Jahren,Deutsche,K03241999,94
2020,"Diepholz",im Alter bis unter 18 Jahren,Deutsche,K03251,65
2020,"Hameln-Pyrmont",im Alter bis unter 18 Jahren,Deutsche,K03252,109
2020,"Hildesheim",im Alter bis unter 18 Jahren,Deutsche,K03254,97
2020,"Holzminden",im Alter bis unter 18 Jahren,Deutsche,K03255,105
2020,"Nienburg (Weser)",im Alter bis unter 18 Jahren,Deutsche,K03256,99
2020,"Schaumburg",im Alter bis unter 18 Jahren,Deutsche,K03257,78
2020,"Statistische Region Hannover",im Alter bis unter 18 Jahren,Deutsche,K032,110
2020,"Celle",im Alter bis unter 18 Jahren,Deutsche,K03351,99
2020,"Cuxhaven",im Alter bis unter 18 Jahren,Deutsche,K03352,84
2020,"Harburg",im Alter bis unter 18 Jahren,Deutsche,K03353,63
2020,"Lüchow-Dannenberg",im Alter bis unter 18 Jahren,Deutsche,K03354,103
2020,"Lüneburg",im Alter bis unter 18 Jahren,Deutsche,K03355,77
2020,"Osterholz",im Alter bis unter 18 Jahren,Deutsche,K03356,45
2020,"Rotenburg (Wümme)",im Alter bis unter 18 Jahren,Deutsche,K03357,47
2020,"Heidekreis",im Alter bis unter 18 Jahren,Deutsche,K03358,91
2020,"Stade",im Alter bis unter 18 Jahren,Deutsche,K03359,93
2020,"Uelzen",im Alter bis unter 18 Jahren,Deutsche,K03360,73
2020,"Verden",im Alter bis unter 18 Jahren,Deutsche,K03361,65
2020,"Statistische Region Lüneburg",im Alter bis unter 18 Jahren,Deutsche,K033,75
2020,"Delmenhorst, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03401,175
2020,"Emden, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03402,166
2020,"Oldenburg (Oldb), Stadt",im Alter bis unter 18 Jahren,Deutsche,K03403,132
2020,"Osnabrück, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03404,131
2020,"Wilhelmshaven, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03405,200
2020,"Ammerland",im Alter bis unter 18 Jahren,Deutsche,K03451,60
2020,"Aurich",im Alter bis unter 18 Jahren,Deutsche,K03452,111
2020,"Cloppenburg",im Alter bis unter 18 Jahren,Deutsche,K03453,56
2020,"Emsland",im Alter bis unter 18 Jahren,Deutsche,K03454,38
2020,"Friesland",im Alter bis unter 18 Jahren,Deutsche,K03455,63
2020,"Grafschaft Bentheim",im Alter bis unter 18 Jahren,Deutsche,K03456,55
2020,"Leer",im Alter bis unter 18 Jahren,Deutsche,K03457,56
2020,"Oldenburg",im Alter bis unter 18 Jahren,Deutsche,K03458,47
2020,"Osnabrück",im Alter bis unter 18 Jahren,Deutsche,K03459,40
2020,"Vechta",im Alter bis unter 18 Jahren,Deutsche,K03460,46
2020,"Wesermarsch",im Alter bis unter 18 Jahren,Deutsche,K03461,108
2020,"Wittmund",im Alter bis unter 18 Jahren,Deutsche,K03462,82
2020,"Statistische Region Weser-Ems",im Alter bis unter 18 Jahren,Deutsche,K034,74
2020,"Niedersachsen",im Alter bis unter 18 Jahren,Deutsche,K030,87
2020,"Braunschweig, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03101,103
2020,"Salzgitter, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03102,141
2020,"Wolfsburg, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03103,83
2020,"Gifhorn",im Alter bis unter 18 Jahren,Deutsche,K03151,55
2020,"Goslar",im Alter bis unter 18 Jahren,Deutsche,K03153,127
2020,"Helmstedt",im Alter bis unter 18 Jahren,Deutsche,K03154,81
2020,"Northeim",im Alter bis unter 18 Jahren,Deutsche,K03155,87
2020,"Peine",im Alter bis unter 18 Jahren,Deutsche,K03157,98
2020,"Wolfenbüttel",im Alter bis unter 18 Jahren,Deutsche,K03158,75
2020,"Göttingen",im Alter bis unter 18 Jahren,Deutsche,K03159,80
2020,"Statistische Region Braunschweig",im Alter bis unter 18 Jahren,Deutsche,K031,90
2020,"Region Hannover",im Alter bis unter 18 Jahren,Deutsche,K03241,128
2020,"dav. Hannover, Lhst.",im Alter bis unter 18 Jahren,Deutsche,K03241001,175
2020,"dav. Hannover, Umland",im Alter bis unter 18 Jahren,Deutsche,K03241999,94
2020,"Diepholz",im Alter bis unter 18 Jahren,Deutsche,K03251,65
2020,"Hameln-Pyrmont",im Alter bis unter 18 Jahren,Deutsche,K03252,109
2020,"Hildesheim",im Alter bis unter 18 Jahren,Deutsche,K03254,97
2020,"Holzminden",im Alter bis unter 18 Jahren,Deutsche,K03255,105
2020,"Nienburg (Weser)",im Alter bis unter 18 Jahren,Deutsche,K03256,99
2020,"Schaumburg",im Alter bis unter 18 Jahren,Deutsche,K03257,78
2020,"Statistische Region Hannover",im Alter bis unter 18 Jahren,Deutsche,K032,110
2020,"Celle",im Alter bis unter 18 Jahren,Deutsche,K03351,99
2020,"Cuxhaven",im Alter bis unter 18 Jahren,Deutsche,K03352,84
2020,"Harburg",im Alter bis unter 18 Jahren,Deutsche,K03353,63
2020,"Lüchow-Dannenberg",im Alter bis unter 18 Jahren,Deutsche,K03354,103
2020,"Lüneburg",im Alter bis unter 18 Jahren,Deutsche,K03355,77
2020,"Osterholz",im Alter bis unter 18 Jahren,Deutsche,K03356,45
2020,"Rotenburg (Wümme)",im Alter bis unter 18 Jahren,Deutsche,K03357,47
2020,"Heidekreis",im Alter bis unter 18 Jahren,Deutsche,K03358,91
2020,"Stade",im Alter bis unter 18 Jahren,Deutsche,K03359,93
2020,"Uelzen",im Alter bis unter 18 Jahren,Deutsche,K03360,73
2020,"Verden",im Alter bis unter 18 Jahren,Deutsche,K03361,65
2020,"Statistische Region Lüneburg",im Alter bis unter 18 Jahren,Deutsche,K033,75
2020,"Delmenhorst, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03401,175
2020,"Emden, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03402,166
2020,"Oldenburg (Oldb), Stadt",im Alter bis unter 18 Jahren,Deutsche,K03403,132
2020,"Osnabrück, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03404,131
2020,"Wilhelmshaven, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03405,200
2020,"Ammerland",im Alter bis unter 18 Jahren,Deutsche,K03451,60
2020,"Aurich",im Alter bis unter 18 Jahren,Deutsche,K03452,111
2020,"Cloppenburg",im Alter bis unter 18 Jahren,Deutsche,K03453,56
2020,"Emsland",im Alter bis unter 18 Jahren,Deutsche,K03454,38
2020,"Friesland",im Alter bis unter 18 Jahren,Deutsche,K03455,63
2020,"Grafschaft Bentheim",im Alter bis unter 18 Jahren,Deutsche,K03456,55
2020,"Leer",im Alter bis unter 18 Jahren,Deutsche,K03457,56
2020,"Oldenburg",im Alter bis unter 18 Jahren,Deutsche,K03458,47
2020,"Osnabrück",im Alter bis unter 18 Jahren,Deutsche,K03459,40
2020,"Vechta",im Alter bis unter 18 Jahren,Deutsche,K03460,46
2020,"Wesermarsch",im Alter bis unter 18 Jahren,Deutsche,K03461,108
2020,"Wittmund",im Alter bis unter 18 Jahren,Deutsche,K03462,82
2020,"Statistische Region Weser-Ems",im Alter bis unter 18 Jahren,Deutsche,K034,74
2020,"Niedersachsen",im Alter bis unter 18 Jahren,Deutsche,K030,87
2019,"Braunschweig, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03101,103
2019,"Salzgitter, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03102,150
2019,"Wolfsburg, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03103,84
2019,"Gifhorn",im Alter bis unter 18 Jahren,Deutsche,K03151,58
2019,"Goslar",im Alter bis unter 18 Jahren,Deutsche,K03153,127
2019,"Helmstedt",im Alter bis unter 18 Jahren,Deutsche,K03154,91
2019,"Northeim",im Alter bis unter 18 Jahren,Deutsche,K03155,91
2019,"Peine",im Alter bis unter 18 Jahren,Deutsche,K03157,104
2019,"Wolfenbüttel",im Alter bis unter 18 Jahren,Deutsche,K03158,80
2019,"Göttingen",im Alter bis unter 18 Jahren,Deutsche,K03159,82
2019,"Statistische Region Braunschweig",im Alter bis unter 18 Jahren,Deutsche,K031,93
2019,"Region Hannover",im Alter bis unter 18 Jahren,Deutsche,K03241,130
2019,"dav. Hannover, Lhst.",im Alter bis unter 18 Jahren,Deutsche,K03241001,177
2019,"dav. Hannover, Umland",im Alter bis unter 18 Jahren,Deutsche,K03241999,95
2019,"Diepholz",im Alter bis unter 18 Jahren,Deutsche,K03251,70
2019,"Hameln-Pyrmont",im Alter bis unter 18 Jahren,Deutsche,K03252,119
2019,"Hildesheim",im Alter bis unter 18 Jahren,Deutsche,K03254,101
2019,"Holzminden",im Alter bis unter 18 Jahren,Deutsche,K03255,114
2019,"Nienburg (Weser)",im Alter bis unter 18 Jahren,Deutsche,K03256,104
2019,"Schaumburg",im Alter bis unter 18 Jahren,Deutsche,K03257,92
2019,"Statistische Region Hannover",im Alter bis unter 18 Jahren,Deutsche,K032,114
2019,"Celle",im Alter bis unter 18 Jahren,Deutsche,K03351,111
2019,"Cuxhaven",im Alter bis unter 18 Jahren,Deutsche,K03352,89
2019,"Harburg",im Alter bis unter 18 Jahren,Deutsche,K03353,62
2019,"Lüchow-Dannenberg",im Alter bis unter 18 Jahren,Deutsche,K03354,106
2019,"Lüneburg",im Alter bis unter 18 Jahren,Deutsche,K03355,83
2019,"Osterholz",im Alter bis unter 18 Jahren,Deutsche,K03356,47
2019,"Rotenburg (Wümme)",im Alter bis unter 18 Jahren,Deutsche,K03357,47
2019,"Heidekreis",im Alter bis unter 18 Jahren,Deutsche,K03358,95
2019,"Stade",im Alter bis unter 18 Jahren,Deutsche,K03359,96
2019,"Uelzen",im Alter bis unter 18 Jahren,Deutsche,K03360,79
2019,"Verden",im Alter bis unter 18 Jahren,Deutsche,K03361,71
2019,"Statistische Region Lüneburg",im Alter bis unter 18 Jahren,Deutsche,K033,80
2019,"Delmenhorst, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03401,179
2019,"Emden, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03402,171
2019,"Oldenburg (Oldb), Stadt",im Alter bis unter 18 Jahren,Deutsche,K03403,137
2019,"Osnabrück, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03404,135
2019,"Wilhelmshaven, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03405,205
2019,"Ammerland",im Alter bis unter 18 Jahren,Deutsche,K03451,58
2019,"Aurich",im Alter bis unter 18 Jahren,Deutsche,K03452,110
2019,"Cloppenburg",im Alter bis unter 18 Jahren,Deutsche,K03453,58
2019,"Emsland",im Alter bis unter 18 Jahren,Deutsche,K03454,40
2019,"Friesland",im Alter bis unter 18 Jahren,Deutsche,K03455,74
2019,"Grafschaft Bentheim",im Alter bis unter 18 Jahren,Deutsche,K03456,55
2019,"Leer",im Alter bis unter 18 Jahren,Deutsche,K03457,60
2019,"Oldenburg",im Alter bis unter 18 Jahren,Deutsche,K03458,51
2019,"Osnabrück",im Alter bis unter 18 Jahren,Deutsche,K03459,43
2019,"Vechta",im Alter bis unter 18 Jahren,Deutsche,K03460,45
2019,"Wesermarsch",im Alter bis unter 18 Jahren,Deutsche,K03461,114
2019,"Wittmund",im Alter bis unter 18 Jahren,Deutsche,K03462,79
2019,"Statistische Region Weser-Ems",im Alter bis unter 18 Jahren,Deutsche,K034,77
2019,"Niedersachsen",im Alter bis unter 18 Jahren,Deutsche,K030,90
2018,"Braunschweig, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03101,106
2018,"Salzgitter, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03102,158
2018,"Wolfsburg, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03103,87
2018,"Gifhorn",im Alter bis unter 18 Jahren,Deutsche,K03151,62
2018,"Goslar",im Alter bis unter 18 Jahren,Deutsche,K03153,138
2018,"Helmstedt",im Alter bis unter 18 Jahren,Deutsche,K03154,102
2018,"Northeim",im Alter bis unter 18 Jahren,Deutsche,K03155,97
2018,"Peine",im Alter bis unter 18 Jahren,Deutsche,K03157,109
2018,"Wolfenbüttel",im Alter bis unter 18 Jahren,Deutsche,K03158,83
2018,"Göttingen",im Alter bis unter 18 Jahren,Deutsche,K03159,91
2018,"Statistische Region Braunschweig",im Alter bis unter 18 Jahren,Deutsche,K031,99
2018,"Region Hannover",im Alter bis unter 18 Jahren,Deutsche,K03241,138
2018,"dav. Hannover, Lhst.",im Alter bis unter 18 Jahren,Deutsche,K03241001,186
2018,"dav. Hannover, Umland",im Alter bis unter 18 Jahren,Deutsche,K03241999,101
2018,"Diepholz",im Alter bis unter 18 Jahren,Deutsche,K03251,80
2018,"Hameln-Pyrmont",im Alter bis unter 18 Jahren,Deutsche,K03252,132
2018,"Hildesheim",im Alter bis unter 18 Jahren,Deutsche,K03254,110
2018,"Holzminden",im Alter bis unter 18 Jahren,Deutsche,K03255,117
2018,"Nienburg (Weser)",im Alter bis unter 18 Jahren,Deutsche,K03256,107
2018,"Schaumburg",im Alter bis unter 18 Jahren,Deutsche,K03257,101
2018,"Statistische Region Hannover",im Alter bis unter 18 Jahren,Deutsche,K032,123
2018,"Celle",im Alter bis unter 18 Jahren,Deutsche,K03351,116
2018,"Cuxhaven",im Alter bis unter 18 Jahren,Deutsche,K03352,95
2018,"Harburg",im Alter bis unter 18 Jahren,Deutsche,K03353,67
2018,"Lüchow-Dannenberg",im Alter bis unter 18 Jahren,Deutsche,K03354,107
2018,"Lüneburg",im Alter bis unter 18 Jahren,Deutsche,K03355,92
2018,"Osterholz",im Alter bis unter 18 Jahren,Deutsche,K03356,52
2018,"Rotenburg (Wümme)",im Alter bis unter 18 Jahren,Deutsche,K03357,53
2018,"Heidekreis",im Alter bis unter 18 Jahren,Deutsche,K03358,100
2018,"Stade",im Alter bis unter 18 Jahren,Deutsche,K03359,102
2018,"Uelzen",im Alter bis unter 18 Jahren,Deutsche,K03360,93
2018,"Verden",im Alter bis unter 18 Jahren,Deutsche,K03361,78
2018,"Statistische Region Lüneburg",im Alter bis unter 18 Jahren,Deutsche,K033,86
2018,"Delmenhorst, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03401,187
2018,"Emden, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03402,171
2018,"Oldenburg (Oldb), Stadt",im Alter bis unter 18 Jahren,Deutsche,K03403,146
2018,"Osnabrück, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03404,148
2018,"Wilhelmshaven, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03405,213
2018,"Ammerland",im Alter bis unter 18 Jahren,Deutsche,K03451,67
2018,"Aurich",im Alter bis unter 18 Jahren,Deutsche,K03452,114
2018,"Cloppenburg",im Alter bis unter 18 Jahren,Deutsche,K03453,63
2018,"Emsland",im Alter bis unter 18 Jahren,Deutsche,K03454,48
2018,"Friesland",im Alter bis unter 18 Jahren,Deutsche,K03455,79
2018,"Grafschaft Bentheim",im Alter bis unter 18 Jahren,Deutsche,K03456,64
2018,"Leer",im Alter bis unter 18 Jahren,Deutsche,K03457,70
2018,"Oldenburg",im Alter bis unter 18 Jahren,Deutsche,K03458,57
2018,"Osnabrück",im Alter bis unter 18 Jahren,Deutsche,K03459,50
2018,"Vechta",im Alter bis unter 18 Jahren,Deutsche,K03460,48
2018,"Wesermarsch",im Alter bis unter 18 Jahren,Deutsche,K03461,120
2018,"Wittmund",im Alter bis unter 18 Jahren,Deutsche,K03462,91
2018,"Statistische Region Weser-Ems",im Alter bis unter 18 Jahren,Deutsche,K034,84
2018,"Niedersachsen",im Alter bis unter 18 Jahren,Deutsche,K030,97
2017,"Braunschweig, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03101,115
2017,"Salzgitter, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03102,166
2017,"Wolfsburg, Stadt",im Alter bis unter 18 Jahren,Deutsche,K03103,93
2017,"Gifhorn",im Alter bis unter 18 Jahren,Deutsche,K03151,61
2017,"Goslar",im Alter bis unter 18 Jahren,Deutsche,K03153,144
2017,"Helmstedt",im Alter bis unter 18 Jahren,Deutsche,K03154,109
2017,"Northeim",im Alter bis unter 18 Jahren,Deutsche,K03155,106
2017,"Peine",im Alter bis unter 18 Jahren,Deutsche,K03157,116
2017,"Wolfenbüttel",im Alter bis unter 18 Jahren,Deutsche,K03158,91
2017,"Göttingen",im Alter bis unter 18 Jahren,Deutsche,K03159,98
2017,"Statistische Region Braunschweig",im Alter bis unter 18 Jahren,Deutsche,K031,105
2017,"Region Hannover",im Alter bis unter 18 Jahren,Deutsche,K03241,147
2017,"dav. Hannover, Lhst.",im Alter bis unter 18 Jahren,Deutsche,K03241001,195
2017,"dav. Hannover, Umland",im Alter bis unter 18 Jahren,Deutsche,K03241999,110
2017,"Diepholz",im Alter bis unter 18 Jahren,Deutsche,K03251,88
2017,"Hameln-Pyrmont",im Alter bis unter 18 Jahren,Deutsche,K03252,143
2017,"Hildesheim",im Alter bis unter 18 Jahren,Deutsche,K03254,119
2017,"Holzminden",im Alter bis unter 18 Jahren,Deutsche,K03255,131
2017,"Nienburg (Weser)",im Alter bis unter 18 Jahren,Deutsche,K03256,117
2017,"Schaumburg",im Alter bis unter 18 Jahren,Deutsche,K03257,109
2017,"Statistische Region Hannover",im Alter bis unter 18 Jahren,Deutsche,K032,132
2017,"Celle",im Alter bis unter 18 Jahren,Deutsche,K03351,124
2017,"Cuxhaven",im Alter bis unter 18 Jahren,Deutsche,K03352,106
2017,"Harburg",im Alter bis unter 18 Jahren,Deutsche,K03353,72
2017,"Lüchow-Dannenberg",im Alter bis unter 18 Jahren,Deutsche,K03354,120
2017,"Lüneburg",im Alter bis unter 18 Jahren,Deutsche,K03355,93
2017,"Osterholz",im Alter bis unter 18 Jahren,Deutsche,K03356,59
2017,"Rotenburg (Wümme)",im Alter bis unter 18 Jahren,Deutsche,K03357,62
2017,"Heidekreis",im Alter bis unter 18 Jahren,Deutsche,K03358,110
2017,"Stade",im Alter bis unter 18 Jahren,Deutsche,K03359,110
2017,"Uelzen",im Alter bis unter 18 Jahren,Deutsche,K03360,106
2017,"Verden",im Alter bis unter 18 Jahren,Deutsche,K03361,89
