Year,Gebietseinheit,Nationalität,Units,GeoCode,Value
2021,"Rotenburg (Wümme)",Insgesamt,Anzahl,K03357,8549
2021,"Heidekreis",Insgesamt,Anzahl,K03358,9866
2021,"Stade",Insgesamt,Anzahl,K03359,16768
2021,"Uelzen",Insgesamt,Anzahl,K03360,6619
2021,"Verden",Insgesamt,Anzahl,K03361,7885
2021,"Statistische Region Lüneburg",Insgesamt,Anzahl,K033,117699
2021,"Delmenhorst, Stadt",Insgesamt,Anzahl,K03401,11579
2021,"Emden, Stadt",Insgesamt,Anzahl,K03402,6263
2021,"Oldenburg (Oldb), Stadt",Insgesamt,Anzahl,K03403,19252
2021,"Osnabrück, Stadt",Insgesamt,Anzahl,K03404,18091
2021,"Wilhelmshaven, Stadt",Insgesamt,Anzahl,K03405,12100
2021,"Ammerland",Insgesamt,Anzahl,K03451,7227
2021,"Aurich",Insgesamt,Anzahl,K03452,15188
2021,"Cloppenburg",Insgesamt,Anzahl,K03453,9392
2021,"Emsland",Insgesamt,Anzahl,K03454,15999
2021,"Friesland",Insgesamt,Anzahl,K03455,5810
2021,"Grafschaft Bentheim",Insgesamt,Anzahl,K03456,7443
2021,"Leer",Insgesamt,Anzahl,K03457,11871
2021,"Oldenburg",Insgesamt,Anzahl,K03458,6827
2021,"Osnabrück",Insgesamt,Anzahl,K03459,15157
2021,"Vechta",Insgesamt,Anzahl,K03460,8168
2021,"Wesermarsch",Insgesamt,Anzahl,K03461,7612
2021,"Wittmund",Insgesamt,Anzahl,K03462,3997
2021,"Statistische Region Weser-Ems",Insgesamt,Anzahl,K034,181981
2021,"Niedersachsen",Insgesamt,Anzahl,K030,650114
2020,"Braunschweig, Stadt",Insgesamt,Anzahl,K03101,22397
2020,"Salzgitter, Stadt",Insgesamt,Anzahl,K03102,15479
2020,"Wolfsburg, Stadt",Insgesamt,Anzahl,K03103,10516
2020,"Gifhorn",Insgesamt,Anzahl,K03151,10588
2020,"Goslar",Insgesamt,Anzahl,K03153,13888
2020,"Helmstedt",Insgesamt,Anzahl,K03154,7627
2020,"Northeim",Insgesamt,Anzahl,K03155,10226
2020,"Peine",Insgesamt,Anzahl,K03157,11323
2020,"Wolfenbüttel",Insgesamt,Anzahl,K03158,8843
2020,"Göttingen",Insgesamt,Anzahl,K03159,26350
2020,"Statistische Region Braunschweig",Insgesamt,Anzahl,K031,137232
2020,"Region Hannover",Insgesamt,Anzahl,K03241,140961
2020,"dav. Hannover, Lhst.",Insgesamt,Anzahl,K03241001,82431
2020,"dav. Hannover, Umland",Insgesamt,Anzahl,K03241999,58525
2020,"Diepholz",Insgesamt,Anzahl,K03251,15019
2020,"Hameln-Pyrmont",Insgesamt,Anzahl,K03252,15925
2020,"Hildesheim",Insgesamt,Anzahl,K03254,25392
2020,"Holzminden",Insgesamt,Anzahl,K03255,6143
2020,"Nienburg (Weser)",Insgesamt,Anzahl,K03256,11133
2020,"Schaumburg",Insgesamt,Anzahl,K03257,12822
2020,"Statistische Region Hannover",Insgesamt,Anzahl,K032,227400
2020,"Celle",Insgesamt,Anzahl,K03351,17023
2020,"Cuxhaven",Insgesamt,Anzahl,K03352,14024
2020,"Harburg",Insgesamt,Anzahl,K03353,14930
2020,"Lüchow-Dannenberg",Insgesamt,Anzahl,K03354,4392
2020,"Lüneburg",Insgesamt,Anzahl,K03355,15075
2020,"Osterholz",Insgesamt,Anzahl,K03356,5786
2020,"Rotenburg (Wümme)",Insgesamt,Anzahl,K03357,9185
2020,"Heidekreis",Insgesamt,Anzahl,K03358,10468
2020,"Stade",Insgesamt,Anzahl,K03359,17318
2020,"Uelzen",Insgesamt,Anzahl,K03360,6790
2020,"Verden",Insgesamt,Anzahl,K03361,8700
2020,"Statistische Region Lüneburg",Insgesamt,Anzahl,K033,123686
2020,"Delmenhorst, Stadt",Insgesamt,Anzahl,K03401,12482
2020,"Emden, Stadt",Insgesamt,Anzahl,K03402,6618
2020,"Oldenburg (Oldb), Stadt",Insgesamt,Anzahl,K03403,20283
2020,"Osnabrück, Stadt",Insgesamt,Anzahl,K03404,19033
2020,"Wilhelmshaven, Stadt",Insgesamt,Anzahl,K03405,12645
2020,"Ammerland",Insgesamt,Anzahl,K03451,7829
2020,"Aurich",Insgesamt,Anzahl,K03452,16208
2020,"Cloppenburg",Insgesamt,Anzahl,K03453,10066
2020,"Emsland",Insgesamt,Anzahl,K03454,17031
2020,"Friesland",Insgesamt,Anzahl,K03455,6073
2020,"Grafschaft Bentheim",Insgesamt,Anzahl,K03456,8039
2020,"Leer",Insgesamt,Anzahl,K03457,11965
2020,"Oldenburg",Insgesamt,Anzahl,K03458,7139
2020,"Osnabrück",Insgesamt,Anzahl,K03459,15744
2020,"Vechta",Insgesamt,Anzahl,K03460,8806
2020,"Wesermarsch",Insgesamt,Anzahl,K03461,7935
2020,"Wittmund",Insgesamt,Anzahl,K03462,4252
2020,"Statistische Region Weser-Ems",Insgesamt,Anzahl,K034,192138
2020,"Niedersachsen",Insgesamt,Anzahl,K030,680466
2019,"Braunschweig, Stadt",Insgesamt,Anzahl,K03101,21264
2019,"Salzgitter, Stadt",Insgesamt,Anzahl,K03102,15767
2019,"Wolfsburg, Stadt",Insgesamt,Anzahl,K03103,9979
2019,"Gifhorn",Insgesamt,Anzahl,K03151,10676
2019,"Goslar",Insgesamt,Anzahl,K03153,13864
2019,"Helmstedt",Insgesamt,Anzahl,K03154,7683
2019,"Northeim",Insgesamt,Anzahl,K03155,10655
2019,"Peine",Insgesamt,Anzahl,K03157,11270
2019,"Wolfenbüttel",Insgesamt,Anzahl,K03158,9118
2019,"Göttingen",Insgesamt,Anzahl,K03159,25835
2019,"Statistische Region Braunschweig",Insgesamt,Anzahl,K031,136111
2019,"Region Hannover",Insgesamt,Anzahl,K03241,136038
2019,"dav. Hannover, Lhst.",Insgesamt,Anzahl,K03241001,79330
2019,"dav. Hannover, Umland",Insgesamt,Anzahl,K03241999,56708
2019,"Diepholz",Insgesamt,Anzahl,K03251,15107
2019,"Hameln-Pyrmont",Insgesamt,Anzahl,K03252,16030
2019,"Hildesheim",Insgesamt,Anzahl,K03254,25087
2019,"Holzminden",Insgesamt,Anzahl,K03255,6318
2019,"Nienburg (Weser)",Insgesamt,Anzahl,K03256,11106
2019,"Schaumburg",Insgesamt,Anzahl,K03257,13489
2019,"Statistische Region Hannover",Insgesamt,Anzahl,K032,223175
2019,"Celle",Insgesamt,Anzahl,K03351,17521
2019,"Cuxhaven",Insgesamt,Anzahl,K03352,14334
2019,"Harburg",Insgesamt,Anzahl,K03353,14521
2019,"Lüchow-Dannenberg",Insgesamt,Anzahl,K03354,4439
2019,"Lüneburg",Insgesamt,Anzahl,K03355,15232
2019,"Osterholz",Insgesamt,Anzahl,K03356,5813
2019,"Rotenburg (Wümme)",Insgesamt,Anzahl,K03357,9161
2019,"Heidekreis",Insgesamt,Anzahl,K03358,10796
2019,"Stade",Insgesamt,Anzahl,K03359,16915
2019,"Uelzen",Insgesamt,Anzahl,K03360,6620
2019,"Verden",Insgesamt,Anzahl,K03361,9114
2019,"Statistische Region Lüneburg",Insgesamt,Anzahl,K033,124466
2019,"Delmenhorst, Stadt",Insgesamt,Anzahl,K03401,12501
2019,"Emden, Stadt",Insgesamt,Anzahl,K03402,6719
2019,"Oldenburg (Oldb), Stadt",Insgesamt,Anzahl,K03403,19714
2019,"Osnabrück, Stadt",Insgesamt,Anzahl,K03404,19047
2019,"Wilhelmshaven, Stadt",Insgesamt,Anzahl,K03405,12637
2019,"Ammerland",Insgesamt,Anzahl,K03451,7457
2019,"Aurich",Insgesamt,Anzahl,K03452,15980
2019,"Cloppenburg",Insgesamt,Anzahl,K03453,9940
2019,"Emsland",Insgesamt,Anzahl,K03454,16956
2019,"Friesland",Insgesamt,Anzahl,K03455,6336
2019,"Grafschaft Bentheim",Insgesamt,Anzahl,K03456,7959
2019,"Leer",Insgesamt,Anzahl,K03457,11879
2019,"Oldenburg",Insgesamt,Anzahl,K03458,7274
2019,"Osnabrück",Insgesamt,Anzahl,K03459,16307
2019,"Vechta",Insgesamt,Anzahl,K03460,8535
2019,"Wesermarsch",Insgesamt,Anzahl,K03461,8025
2019,"Wittmund",Insgesamt,Anzahl,K03462,3850
2019,"Statistische Region Weser-Ems",Insgesamt,Anzahl,K034,191116
2019,"Niedersachsen",Insgesamt,Anzahl,K030,674868
2018,"Braunschweig, Stadt",Insgesamt,Anzahl,K03101,21725
2018,"Salzgitter, Stadt",Insgesamt,Anzahl,K03102,16120
2018,"Wolfsburg, Stadt",Insgesamt,Anzahl,K03103,10117
2018,"Gifhorn",Insgesamt,Anzahl,K03151,11271
2018,"Goslar",Insgesamt,Anzahl,K03153,14854
2018,"Helmstedt",Insgesamt,Anzahl,K03154,8135
2018,"Northeim",Insgesamt,Anzahl,K03155,11065
2018,"Peine",Insgesamt,Anzahl,K03157,11692
2018,"Wolfenbüttel",Insgesamt,Anzahl,K03158,9549
2018,"Göttingen",Insgesamt,Anzahl,K03159,27198
2018,"Statistische Region Braunschweig",Insgesamt,Anzahl,K031,141726
2018,"Region Hannover",Insgesamt,Anzahl,K03241,142110
2018,"dav. Hannover, Lhst.",Insgesamt,Anzahl,K03241001,82128
2018,"Diepholz",Insgesamt,Anzahl,K03251,16127
2018,"Hameln-Pyrmont",Insgesamt,Anzahl,K03252,16821
2018,"Hildesheim",Insgesamt,Anzahl,K03254,26480
2018,"Holzminden",Insgesamt,Anzahl,K03255,6656
2018,"Nienburg (Weser)",Insgesamt,Anzahl,K03256,11411
2018,"Schaumburg",Insgesamt,Anzahl,K03257,14478
2018,"Statistische Region Hannover",Insgesamt,Anzahl,K032,234083
2018,"Celle",Insgesamt,Anzahl,K03351,18504
2018,"Cuxhaven",Insgesamt,Anzahl,K03352,15176
2018,"Harburg",Insgesamt,Anzahl,K03353,15174
2018,"Lüchow-Dannenberg",Insgesamt,Anzahl,K03354,4428
2018,"Lüneburg",Insgesamt,Anzahl,K03355,16052
2018,"Osterholz",Insgesamt,Anzahl,K03356,6180
2018,"Rotenburg (Wümme)",Insgesamt,Anzahl,K03357,9954
2018,"Heidekreis",Insgesamt,Anzahl,K03358,11423
2018,"Stade",Insgesamt,Anzahl,K03359,17806
2018,"Uelzen",Insgesamt,Anzahl,K03360,7138
2018,"Verden",Insgesamt,Anzahl,K03361,9660
2018,"Statistische Region Lüneburg",Insgesamt,Anzahl,K033,131495
2018,"Delmenhorst, Stadt",Insgesamt,Anzahl,K03401,12930
2018,"Emden, Stadt",Insgesamt,Anzahl,K03402,6900
2018,"Oldenburg (Oldb), Stadt",Insgesamt,Anzahl,K03403,20707
2018,"Osnabrück, Stadt",Insgesamt,Anzahl,K03404,20125
2018,"Wilhelmshaven, Stadt",Insgesamt,Anzahl,K03405,13260
2018,"Ammerland",Insgesamt,Anzahl,K03451,8011
2018,"Aurich",Insgesamt,Anzahl,K03452,16534
2018,"Cloppenburg",Insgesamt,Anzahl,K03453,10664
2018,"Emsland",Insgesamt,Anzahl,K03454,18559
2018,"Friesland",Insgesamt,Anzahl,K03455,6866
2018,"Grafschaft Bentheim",Insgesamt,Anzahl,K03456,8445
2018,"Leer",Insgesamt,Anzahl,K03457,12542
2018,"Oldenburg",Insgesamt,Anzahl,K03458,7956
2018,"Osnabrück",Insgesamt,Anzahl,K03459,17640
2018,"Vechta",Insgesamt,Anzahl,K03460,8594
2018,"Wesermarsch",Insgesamt,Anzahl,K03461,8593
2018,"Wittmund",Insgesamt,Anzahl,K03462,4086
2018,"Statistische Region Weser-Ems",Insgesamt,Anzahl,K034,202412
2018,"Niedersachsen",Insgesamt,Anzahl,K030,709716
2014,"Braunschweig, Stadt",Insgesamt,Anzahl,K03101,23979
2014,"Salzgitter, Stadt",Insgesamt,Anzahl,K03102,12490
2014,"Wolfsburg, Stadt",Insgesamt,Anzahl,K03103,9127
2014,"Gifhorn",Insgesamt,Anzahl,K03151,10971
2014,"Göttingen",Insgesamt,Anzahl,K03159,22271
2014,"Goslar",Insgesamt,Anzahl,K03153,15485
2014,"Helmstedt",Insgesamt,Anzahl,K03154,8425
2014,"Northeim",Insgesamt,Anzahl,K03155,11796
2014,"Osterode",Insgesamt,Anzahl,,7385
2014,"Peine",Insgesamt,Anzahl,K03157,11794
2014,"Wolfenbüttel",Insgesamt,Anzahl,K03158,10536
2014,"Statistische Region Braunschweig",Insgesamt,Anzahl,K031,144259
2014,"Region Hannover",Insgesamt,Anzahl,K03241,142348
2014,"dav. Hannover, Lhst.",Insgesamt,Anzahl,K03241001,85577
2014,"dav. Hannover, Umland",Insgesamt,Anzahl,K03241999,56771
2014,"Diepholz",Insgesamt,Anzahl,K03251,15156
2014,"Hameln-Pyrmont",Insgesamt,Anzahl,K03252,16703
2014,"Hildesheim",Insgesamt,Anzahl,K03254,27612
2014,"Holzminden",Insgesamt,Anzahl,K03255,6966
2014,"Nienburg (Weser)",Insgesamt,Anzahl,K03256,10697
2014,"Schaumburg",Insgesamt,Anzahl,K03257,14425
2014,"Statistische Region Hannover",Insgesamt,Anzahl,K032,233907
2014,"Celle",Insgesamt,Anzahl,K03351,18434
2014,"Cuxhaven",Insgesamt,Anzahl,K03352,15733
2014,"Harburg",Insgesamt,Anzahl,K03353,15251
2014,"Lüchow-Dannenberg",Insgesamt,Anzahl,K03354,5199
2014,"Lüneburg",Insgesamt,Anzahl,K03355,16459
2014,"Osterholz",Insgesamt,Anzahl,K03356,6603
2014,"Rotenburg (Wümme)",Insgesamt,Anzahl,K03357,10245
2014,"Heidekreis",Insgesamt,Anzahl,K03358,12417
2014,"Stade",Insgesamt,Anzahl,K03359,17075
2014,"Uelzen",Insgesamt,Anzahl,K03360,7741
2014,"Verden",Insgesamt,Anzahl,K03361,10254
2014,"Statistische Region Lüneburg",Insgesamt,Anzahl,K033,135411
2014,"Delmenhorst, Stadt",Insgesamt,Anzahl,K03401,12551
2014,"Emden, Stadt",Insgesamt,Anzahl,K03402,6370
2014,"Oldenburg (Oldb), Stadt",Insgesamt,Anzahl,K03403,20139
2014,"Osnabrück, Stadt",Insgesamt,Anzahl,K03404,20777
2014,"Wilhelmshaven, Stadt",Insgesamt,Anzahl,K03405,12716
2014,"Ammerland",Insgesamt,Anzahl,K03451,7765
2014,"Aurich",Insgesamt,Anzahl,K03452,17343
2014,"Cloppenburg",Insgesamt,Anzahl,K03453,11586
2014,"Emsland",Insgesamt,Anzahl,K03454,18538
2014,"Friesland",Insgesamt,Anzahl,K03455,7485
2014,"Grafschaft Bentheim",Insgesamt,Anzahl,K03456,9130
2014,"Leer",Insgesamt,Anzahl,K03457,13044
2014,"Oldenburg",Insgesamt,Anzahl,K03458,8498
2014,"Osnabrück",Insgesamt,Anzahl,K03459,20350
2014,"Vechta",Insgesamt,Anzahl,K03460,7649
2014,"Wesermarsch",Insgesamt,Anzahl,K03461,9207
2014,"Wittmund",Insgesamt,Anzahl,K03462,4934
2014,"Statistische Region Weser-Ems",Insgesamt,Anzahl,K034,208082
2014,"Niedersachsen",Insgesamt,Anzahl,K030,721659
2012,"Braunschweig, Stadt",Insgesamt,Anzahl,K03101,24926
2012,"Salzgitter, Stadt",Insgesamt,Anzahl,K03102,11785
2012,"Wolfsburg, Stadt",Insgesamt,Anzahl,K03103,8699
2012,"Gifhorn",Insgesamt,Anzahl,K03151,11136
2012,"Göttingen",Insgesamt,Anzahl,K03159,22886
2012,"Goslar",Insgesamt,Anzahl,K03153,15464
2012,"Helmstedt",Insgesamt,Anzahl,K03154,8168
2012,"Northeim",Insgesamt,Anzahl,K03155,11591
2012,"Osterode",Insgesamt,Anzahl,,7782
2012,"Peine",Insgesamt,Anzahl,K03157,11970
2012,"Wolfenbüttel",Insgesamt,Anzahl,K03158,10285
2012,"Statistische Region Braunschweig",Insgesamt,Anzahl,K031,144692
2012,"Region Hannover",Insgesamt,Anzahl,K03241,133559
2012,"dav. Hannover, Lhst.",Insgesamt,Anzahl,K03241001,80964
2012,"dav. Hannover, Umland",Insgesamt,Anzahl,K03241999,52595
2012,"Diepholz",Insgesamt,Anzahl,K03251,14576
2012,"Hameln-Pyrmont",Insgesamt,Anzahl,K03252,15934
2012,"Hildesheim",Insgesamt,Anzahl,K03254,26934
2012,"Holzminden",Insgesamt,Anzahl,K03255,6827
2012,"Nienburg (Weser)",Insgesamt,Anzahl,K03256,10064
2012,"Schaumburg",Insgesamt,Anzahl,K03257,14375
2012,"Statistische Region Hannover",Insgesamt,Anzahl,K032,222269
2012,"Celle",Insgesamt,Anzahl,K03351,17733
2012,"Cuxhaven",Insgesamt,Anzahl,K03352,15035
2012,"Harburg",Insgesamt,Anzahl,K03353,14212
2012,"Lüchow-Dannenberg",Insgesamt,Anzahl,K03354,4979
2012,"Lüneburg",Insgesamt,Anzahl,K03355,16126
2012,"Osterholz",Insgesamt,Anzahl,K03356,6053
2012,"Rotenburg (Wümme)",Insgesamt,Anzahl,K03357,9879
2012,"Heidekreis",Insgesamt,Anzahl,K03358,11979
2012,"Stade",Insgesamt,Anzahl,K03359,16309
2012,"Uelzen",Insgesamt,Anzahl,K03360,7452
2012,"Verden",Insgesamt,Anzahl,K03361,10283
2012,"Statistische Region Lüneburg",Insgesamt,Anzahl,K033,130040
2012,"Delmenhorst, Stadt",Insgesamt,Anzahl,K03401,12179
2012,"Emden, Stadt",Insgesamt,Anzahl,K03402,6198
2012,"Oldenburg (Oldb), Stadt",Insgesamt,Anzahl,K03403,19326
2012,"Osnabrück, Stadt",Insgesamt,Anzahl,K03404,19431
2012,"Wilhelmshaven, Stadt",Insgesamt,Anzahl,K03405,12362
2012,"Ammerland",Insgesamt,Anzahl,K03451,7364
2012,"Aurich",Insgesamt,Anzahl,K03452,17041
2012,"Cloppenburg",Insgesamt,Anzahl,K03453,10351
2012,"Emsland",Insgesamt,Anzahl,K03454,17110
2012,"Friesland",Insgesamt,Anzahl,K03455,7156
2012,"Grafschaft Bentheim",Insgesamt,Anzahl,K03456,8393
2012,"Leer",Insgesamt,Anzahl,K03457,12400
2012,"Oldenburg",Insgesamt,Anzahl,K03458,7930
2012,"Osnabrück",Insgesamt,Anzahl,K03459,20513
2012,"Vechta",Insgesamt,Anzahl,K03460,7067
2012,"Wesermarsch",Insgesamt,Anzahl,K03461,8719
2012,"Wittmund",Insgesamt,Anzahl,K03462,4853
2012,"Statistische Region Weser-Ems",Insgesamt,Anzahl,K034,198393
2012,"Niedersachsen",Insgesamt,Anzahl,K030,695394
2011,"Braunschweig, Stadt",Insgesamt,Anzahl,K03101,25632
2011,"Salzgitter, Stadt",Insgesamt,Anzahl,K03102,11821
2011,"Wolfsburg, Stadt",Insgesamt,Anzahl,K03103,8938
2011,"Gifhorn",Insgesamt,Anzahl,K03151,11703
2011,"Göttingen",Insgesamt,Anzahl,K03159,23549
2011,"Goslar",Insgesamt,Anzahl,K03153,15680
2011,"Helmstedt",Insgesamt,Anzahl,K03154,8339
2011,"Northeim",Insgesamt,Anzahl,K03155,11876
2011,"Osterode",Insgesamt,Anzahl,,8080
2011,"Peine",Insgesamt,Anzahl,K03157,12255
2011,"Wolfenbüttel",Insgesamt,Anzahl,K03158,10475
2011,"Statistische Region Braunschweig",Insgesamt,Anzahl,K031,148348
2011,"Region Hannover",Insgesamt,Anzahl,K03241,131816
2011,"dav. Hannover, Lhst.",Insgesamt,Anzahl,K03241001,79872
2011,"dav. Hannover, Umland",Insgesamt,Anzahl,K03241999,51944
2011,"Diepholz",Insgesamt,Anzahl,K03251,14505
2011,"Hameln-Pyrmont",Insgesamt,Anzahl,K03252,15982
2011,"Hildesheim",Insgesamt,Anzahl,K03254,27119
2011,"Holzminden",Insgesamt,Anzahl,K03255,6983
2011,"Nienburg (Weser)",Insgesamt,Anzahl,K03256,10376
2011,"Schaumburg",Insgesamt,Anzahl,K03257,14363
2011,"Statistische Region Hannover",Insgesamt,Anzahl,K032,221144
2011,"Celle",Insgesamt,Anzahl,K03351,17808
2011,"Cuxhaven",Insgesamt,Anzahl,K03352,15550
2011,"Harburg",Insgesamt,Anzahl,K03353,14372
2011,"Lüchow-Dannenberg",Insgesamt,Anzahl,K03354,4905
2011,"Lüneburg",Insgesamt,Anzahl,K03355,16250
2011,"Osterholz",Insgesamt,Anzahl,K03356,6314
2011,"Rotenburg (Wümme)",Insgesamt,Anzahl,K03357,10424
2011,"Heidekreis",Insgesamt,Anzahl,K03358,11751
2011,"Stade",Insgesamt,Anzahl,K03359,16307
2011,"Uelzen",Insgesamt,Anzahl,K03360,7538
2011,"Verden",Insgesamt,Anzahl,K03361,10489
2011,"Statistische Region Lüneburg",Insgesamt,Anzahl,K033,131708
2011,"Delmenhorst, Stadt",Insgesamt,Anzahl,K03401,12049
2011,"Emden, Stadt",Insgesamt,Anzahl,K03402,6374
2011,"Oldenburg (Oldb), Stadt",Insgesamt,Anzahl,K03403,19164
2011,"Osnabrück, Stadt",Insgesamt,Anzahl,K03404,19338
2011,"Wilhelmshaven, Stadt",Insgesamt,Anzahl,K03405,12448
2011,"Ammerland",Insgesamt,Anzahl,K03451,7370
2011,"Aurich",Insgesamt,Anzahl,K03452,16884
2011,"Cloppenburg",Insgesamt,Anzahl,K03453,10252
2011,"Emsland",Insgesamt,Anzahl,K03454,17199
2011,"Friesland",Insgesamt,Anzahl,K03455,7438
2011,"Grafschaft Bentheim",Insgesamt,Anzahl,K03456,7988
2011,"Leer",Insgesamt,Anzahl,K03457,12925
2011,"Oldenburg",Insgesamt,Anzahl,K03458,7946
2011,"Osnabrück",Insgesamt,Anzahl,K03459,20966
2011,"Vechta",Insgesamt,Anzahl,K03460,6913
2011,"Wesermarsch",Insgesamt,Anzahl,K03461,9027
2011,"Wittmund",Insgesamt,Anzahl,K03462,4775
2011,"Statistische Region Weser-Ems",Insgesamt,Anzahl,K034,199056
2011,"Niedersachsen",Insgesamt,Anzahl,K030,700256
2010,"Braunschweig, Stadt",Insgesamt,Anzahl,K03101,27349
2010,"Salzgitter, Stadt",Insgesamt,Anzahl,K03102,12899
2010,"Wolfsburg, Stadt",Insgesamt,Anzahl,K03103,9842
2010,"Gifhorn",Insgesamt,Anzahl,K03151,13106
2010,"Göttingen",Insgesamt,Anzahl,K03159,24817
2010,"Goslar",Insgesamt,Anzahl,K03153,16102
2010,"Helmstedt",Insgesamt,Anzahl,K03154,8886
2010,"Northeim",Insgesamt,Anzahl,K03155,12571
2010,"Osterode",Insgesamt,Anzahl,,8617
2010,"Peine",Insgesamt,Anzahl,K03157,12473
2010,"Wolfenbüttel",Insgesamt,Anzahl,K03158,10799
2010,"Statistische Region Braunschweig",Insgesamt,Anzahl,K031,157461
