Year,Gebietseinheit,Land der Staatsangehörigkeit,Units,GeoCode,Value
2011,"Osnabrück",Ukraine,Anzahl,K03459,264
2011,"Vechta",Ukraine,Anzahl,K03460,115
2011,"Wesermarsch",Ukraine,Anzahl,K03461,53
2011,"Wittmund",Ukraine,Anzahl,K03462,13
2011,"Statistische Region Weser-Ems",Ukraine,Anzahl,K034,2180
2011,"Niedersachsen",Ukraine,Anzahl,K030,10136
2012,"Braunschweig, Stadt",Ukraine,Anzahl,K03101,360
2012,"Salzgitter, Stadt",Ukraine,Anzahl,K03102,82
2012,"Wolfsburg, Stadt",Ukraine,Anzahl,K03103,119
2012,"Gifhorn",Ukraine,Anzahl,K03151,81
2012,"Goslar",Ukraine,Anzahl,K03153,94
2012,"Helmstedt",Ukraine,Anzahl,K03154,41
2012,"Northeim",Ukraine,Anzahl,K03155,68
2012,"Peine",Ukraine,Anzahl,K03157,57
2012,"Wolfenbüttel",Ukraine,Anzahl,K03158,41
2012,"Göttingen",Ukraine,Anzahl,K03159,412
2012,"Statistische Region Braunschweig",Ukraine,Anzahl,K031,1355
2012,"Region Hannover",Ukraine,Anzahl,K03241,4700
2012,"dav. Hannover, Lhst.",Ukraine,Anzahl,K03241001,3724
2012,"dav. Hannover, Umland",Ukraine,Anzahl,K03241999,976
2012,"Diepholz",Ukraine,Anzahl,K03251,148
2012,"Hameln-Pyrmont",Ukraine,Anzahl,K03252,360
2012,"Hildesheim",Ukraine,Anzahl,K03254,187
2012,"Holzminden",Ukraine,Anzahl,K03255,35
2012,"Nienburg (Weser)",Ukraine,Anzahl,K03256,63
2012,"Schaumburg",Ukraine,Anzahl,K03257,105
2012,"Statistische Region Hannover",Ukraine,Anzahl,K032,5598
2012,"Celle",Ukraine,Anzahl,K03351,111
2012,"Cuxhaven",Ukraine,Anzahl,K03352,68
2012,"Harburg",Ukraine,Anzahl,K03353,145
2012,"Lüchow-Dannenberg",Ukraine,Anzahl,K03354,18
2012,"Lüneburg",Ukraine,Anzahl,K03355,100
2012,"Osterholz",Ukraine,Anzahl,K03356,49
2012,"Rotenburg (Wümme)",Ukraine,Anzahl,K03357,73
2012,"Heidekreis",Ukraine,Anzahl,K03358,82
2012,"Stade",Ukraine,Anzahl,K03359,114
2012,"Uelzen",Ukraine,Anzahl,K03360,36
2012,"Verden",Ukraine,Anzahl,K03361,62
2012,"Statistische Region Lüneburg",Ukraine,Anzahl,K033,858
2012,"Delmenhorst, Stadt",Ukraine,Anzahl,K03401,214
2012,"Emden, Stadt",Ukraine,Anzahl,K03402,31
2012,"Oldenburg (Oldb), Stadt",Ukraine,Anzahl,K03403,237
2012,"Osnabrück, Stadt",Ukraine,Anzahl,K03404,656
2012,"Wilhelmshaven, Stadt",Ukraine,Anzahl,K03405,36
2012,"Ammerland",Ukraine,Anzahl,K03451,42
2012,"Aurich",Ukraine,Anzahl,K03452,36
2012,"Cloppenburg",Ukraine,Anzahl,K03453,123
2012,"Emsland",Ukraine,Anzahl,K03454,134
2012,"Friesland",Ukraine,Anzahl,K03455,31
2012,"Grafschaft Bentheim",Ukraine,Anzahl,K03456,64
2012,"Leer",Ukraine,Anzahl,K03457,78
2012,"Oldenburg",Ukraine,Anzahl,K03458,37
2012,"Osnabrück",Ukraine,Anzahl,K03459,260
2012,"Vechta",Ukraine,Anzahl,K03460,118
2012,"Wesermarsch",Ukraine,Anzahl,K03461,55
2012,"Wittmund",Ukraine,Anzahl,K03462,11
2012,"Statistische Region Weser-Ems",Ukraine,Anzahl,K034,2163
2012,"Niedersachsen",Ukraine,Anzahl,K030,9974
2013,"Braunschweig, Stadt",Ukraine,Anzahl,K03101,378
2013,"Salzgitter, Stadt",Ukraine,Anzahl,K03102,77
2013,"Wolfsburg, Stadt",Ukraine,Anzahl,K03103,123
2013,"Gifhorn",Ukraine,Anzahl,K03151,89
2013,"Goslar",Ukraine,Anzahl,K03153,98
2013,"Helmstedt",Ukraine,Anzahl,K03154,39
2013,"Northeim",Ukraine,Anzahl,K03155,84
2013,"Peine",Ukraine,Anzahl,K03157,56
2013,"Wolfenbüttel",Ukraine,Anzahl,K03158,42
2013,"Göttingen",Ukraine,Anzahl,K03159,424
2013,"Statistische Region Braunschweig",Ukraine,Anzahl,K031,1410
2013,"Region Hannover",Ukraine,Anzahl,K03241,4601
2013,"dav. Hannover, Lhst.",Ukraine,Anzahl,K03241001,3619
2013,"dav. Hannover, Umland",Ukraine,Anzahl,K03241999,982
2013,"Diepholz",Ukraine,Anzahl,K03251,154
2013,"Hameln-Pyrmont",Ukraine,Anzahl,K03252,338
2013,"Hildesheim",Ukraine,Anzahl,K03254,191
2013,"Holzminden",Ukraine,Anzahl,K03255,39
2013,"Nienburg (Weser)",Ukraine,Anzahl,K03256,68
2013,"Schaumburg",Ukraine,Anzahl,K03257,87
2013,"Statistische Region Hannover",Ukraine,Anzahl,K032,5478
2013,"Celle",Ukraine,Anzahl,K03351,112
2013,"Cuxhaven",Ukraine,Anzahl,K03352,68
2013,"Harburg",Ukraine,Anzahl,K03353,164
2013,"Lüchow-Dannenberg",Ukraine,Anzahl,K03354,23
2013,"Lüneburg",Ukraine,Anzahl,K03355,91
2013,"Osterholz",Ukraine,Anzahl,K03356,44
2013,"Rotenburg (Wümme)",Ukraine,Anzahl,K03357,84
2013,"Heidekreis",Ukraine,Anzahl,K03358,87
2013,"Stade",Ukraine,Anzahl,K03359,115
2013,"Uelzen",Ukraine,Anzahl,K03360,41
2013,"Verden",Ukraine,Anzahl,K03361,57
2013,"Statistische Region Lüneburg",Ukraine,Anzahl,K033,886
2013,"Delmenhorst, Stadt",Ukraine,Anzahl,K03401,201
2013,"Emden, Stadt",Ukraine,Anzahl,K03402,32
2013,"Oldenburg (Oldb), Stadt",Ukraine,Anzahl,K03403,235
2013,"Osnabrück, Stadt",Ukraine,Anzahl,K03404,619
2013,"Wilhelmshaven, Stadt",Ukraine,Anzahl,K03405,41
2013,"Ammerland",Ukraine,Anzahl,K03451,37
2013,"Aurich",Ukraine,Anzahl,K03452,33
2013,"Cloppenburg",Ukraine,Anzahl,K03453,123
2013,"Emsland",Ukraine,Anzahl,K03454,107
2013,"Friesland",Ukraine,Anzahl,K03455,29
2013,"Grafschaft Bentheim",Ukraine,Anzahl,K03456,90
2013,"Leer",Ukraine,Anzahl,K03457,76
2013,"Oldenburg",Ukraine,Anzahl,K03458,44
2013,"Osnabrück",Ukraine,Anzahl,K03459,268
2013,"Vechta",Ukraine,Anzahl,K03460,114
2013,"Wesermarsch",Ukraine,Anzahl,K03461,54
2013,"Wittmund",Ukraine,Anzahl,K03462,7
2013,"Statistische Region Weser-Ems",Ukraine,Anzahl,K034,2110
2013,"Niedersachsen",Ukraine,Anzahl,K030,9884
2014,"Braunschweig, Stadt",Ukraine,Anzahl,K03101,406
2014,"Salzgitter, Stadt",Ukraine,Anzahl,K03102,82
2014,"Wolfsburg, Stadt",Ukraine,Anzahl,K03103,135
2014,"Gifhorn",Ukraine,Anzahl,K03151,92
2014,"Goslar",Ukraine,Anzahl,K03153,100
2014,"Helmstedt",Ukraine,Anzahl,K03154,44
2014,"Northeim",Ukraine,Anzahl,K03155,76
2014,"Peine",Ukraine,Anzahl,K03157,63
2014,"Wolfenbüttel",Ukraine,Anzahl,K03158,45
2014,"Göttingen",Ukraine,Anzahl,K03159,423
2014,"Statistische Region Braunschweig",Ukraine,Anzahl,K031,1466
2014,"Region Hannover",Ukraine,Anzahl,K03241,4617
2014,"dav. Hannover, Lhst.",Ukraine,Anzahl,K03241001,3616
2014,"dav. Hannover, Umland",Ukraine,Anzahl,K03241999,1001
2014,"Diepholz",Ukraine,Anzahl,K03251,163
2014,"Hameln-Pyrmont",Ukraine,Anzahl,K03252,354
2014,"Hildesheim",Ukraine,Anzahl,K03254,197
2014,"Holzminden",Ukraine,Anzahl,K03255,42
2014,"Nienburg (Weser)",Ukraine,Anzahl,K03256,74
2014,"Schaumburg",Ukraine,Anzahl,K03257,98
2014,"Statistische Region Hannover",Ukraine,Anzahl,K032,5545
2014,"Celle",Ukraine,Anzahl,K03351,115
2014,"Cuxhaven",Ukraine,Anzahl,K03352,72
2014,"Harburg",Ukraine,Anzahl,K03353,168
2014,"Lüchow-Dannenberg",Ukraine,Anzahl,K03354,26
2014,"Lüneburg",Ukraine,Anzahl,K03355,104
2014,"Osterholz",Ukraine,Anzahl,K03356,64
2014,"Rotenburg (Wümme)",Ukraine,Anzahl,K03357,83
2014,"Heidekreis",Ukraine,Anzahl,K03358,106
2014,"Stade",Ukraine,Anzahl,K03359,122
2014,"Uelzen",Ukraine,Anzahl,K03360,49
2014,"Verden",Ukraine,Anzahl,K03361,66
2014,"Statistische Region Lüneburg",Ukraine,Anzahl,K033,975
2014,"Delmenhorst, Stadt",Ukraine,Anzahl,K03401,206
2014,"Emden, Stadt",Ukraine,Anzahl,K03402,37
2014,"Oldenburg (Oldb), Stadt",Ukraine,Anzahl,K03403,248
2014,"Osnabrück, Stadt",Ukraine,Anzahl,K03404,596
2014,"Wilhelmshaven, Stadt",Ukraine,Anzahl,K03405,47
2014,"Ammerland",Ukraine,Anzahl,K03451,47
2014,"Aurich",Ukraine,Anzahl,K03452,39
2014,"Cloppenburg",Ukraine,Anzahl,K03453,138
2014,"Emsland",Ukraine,Anzahl,K03454,125
2014,"Friesland",Ukraine,Anzahl,K03455,25
2014,"Grafschaft Bentheim",Ukraine,Anzahl,K03456,95
2014,"Leer",Ukraine,Anzahl,K03457,78
2014,"Oldenburg",Ukraine,Anzahl,K03458,59
2014,"Osnabrück",Ukraine,Anzahl,K03459,283
2014,"Vechta",Ukraine,Anzahl,K03460,128
2014,"Wesermarsch",Ukraine,Anzahl,K03461,53
2014,"Wittmund",Ukraine,Anzahl,K03462,10
2014,"Statistische Region Weser-Ems",Ukraine,Anzahl,K034,2214
2014,"Niedersachsen",Ukraine,Anzahl,K030,10200
2015,"Braunschweig, Stadt",Ukraine,Anzahl,K03101,398
2015,"Salzgitter, Stadt",Ukraine,Anzahl,K03102,81
2015,"Wolfsburg, Stadt",Ukraine,Anzahl,K03103,153
2015,"Gifhorn",Ukraine,Anzahl,K03151,103
2015,"Goslar",Ukraine,Anzahl,K03153,101
2015,"Helmstedt",Ukraine,Anzahl,K03154,44
2015,"Northeim",Ukraine,Anzahl,K03155,75
2015,"Peine",Ukraine,Anzahl,K03157,68
2015,"Wolfenbüttel",Ukraine,Anzahl,K03158,45
2015,"Göttingen",Ukraine,Anzahl,K03159,446
2015,"Statistische Region Braunschweig",Ukraine,Anzahl,K031,1514
2015,"Region Hannover",Ukraine,Anzahl,K03241,4489
2015,"dav. Hannover, Lhst.",Ukraine,Anzahl,K03241001,3514
2015,"dav. Hannover, Umland",Ukraine,Anzahl,K03241999,975
2015,"Diepholz",Ukraine,Anzahl,K03251,167
2015,"Hameln-Pyrmont",Ukraine,Anzahl,K03252,377
2015,"Hildesheim",Ukraine,Anzahl,K03254,214
2015,"Holzminden",Ukraine,Anzahl,K03255,45
2015,"Nienburg (Weser)",Ukraine,Anzahl,K03256,66
2015,"Schaumburg",Ukraine,Anzahl,K03257,98
2015,"Statistische Region Hannover",Ukraine,Anzahl,K032,5456
2015,"Celle",Ukraine,Anzahl,K03351,125
2015,"Cuxhaven",Ukraine,Anzahl,K03352,87
2015,"Harburg",Ukraine,Anzahl,K03353,173
2015,"Lüchow-Dannenberg",Ukraine,Anzahl,K03354,24
2015,"Lüneburg",Ukraine,Anzahl,K03355,103
2015,"Osterholz",Ukraine,Anzahl,K03356,62
2015,"Rotenburg (Wümme)",Ukraine,Anzahl,K03357,89
2015,"Heidekreis",Ukraine,Anzahl,K03358,121
2015,"Stade",Ukraine,Anzahl,K03359,127
2015,"Uelzen",Ukraine,Anzahl,K03360,52
2015,"Verden",Ukraine,Anzahl,K03361,70
2015,"Statistische Region Lüneburg",Ukraine,Anzahl,K033,1033
2015,"Delmenhorst, Stadt",Ukraine,Anzahl,K03401,214
2015,"Emden, Stadt",Ukraine,Anzahl,K03402,38
2015,"Oldenburg (Oldb), Stadt",Ukraine,Anzahl,K03403,233
2015,"Osnabrück, Stadt",Ukraine,Anzahl,K03404,584
2015,"Wilhelmshaven, Stadt",Ukraine,Anzahl,K03405,48
2015,"Ammerland",Ukraine,Anzahl,K03451,49
2015,"Aurich",Ukraine,Anzahl,K03452,50
2015,"Cloppenburg",Ukraine,Anzahl,K03453,148
2015,"Emsland",Ukraine,Anzahl,K03454,152
2015,"Friesland",Ukraine,Anzahl,K03455,36
2015,"Grafschaft Bentheim",Ukraine,Anzahl,K03456,85
2015,"Leer",Ukraine,Anzahl,K03457,84
2015,"Oldenburg",Ukraine,Anzahl,K03458,76
2015,"Osnabrück",Ukraine,Anzahl,K03459,295
2015,"Vechta",Ukraine,Anzahl,K03460,127
2015,"Wesermarsch",Ukraine,Anzahl,K03461,60
2015,"Wittmund",Ukraine,Anzahl,K03462,13
2015,"Statistische Region Weser-Ems",Ukraine,Anzahl,K034,2292
2015,"Niedersachsen",Ukraine,Anzahl,K030,10295
2016,"Braunschweig, Stadt",Ukraine,Anzahl,K03101,395
2016,"Salzgitter, Stadt",Ukraine,Anzahl,K03102,95
2016,"Wolfsburg, Stadt",Ukraine,Anzahl,K03103,145
2016,"Gifhorn",Ukraine,Anzahl,K03151,110
2016,"Goslar",Ukraine,Anzahl,K03153,105
2016,"Helmstedt",Ukraine,Anzahl,K03154,55
2016,"Northeim",Ukraine,Anzahl,K03155,95
2016,"Peine",Ukraine,Anzahl,K03157,70
2016,"Wolfenbüttel",Ukraine,Anzahl,K03158,50
2016,"Göttingen",Ukraine,Anzahl,K03159,460
2016,"Statistische Region Braunschweig",Ukraine,Anzahl,K031,1585
2016,"Region Hannover",Ukraine,Anzahl,K03241,4385
2016,"dav. Hannover, Lhst.",Ukraine,Anzahl,K03241001,3400
2016,"dav. Hannover, Umland",Ukraine,Anzahl,K03241999,985
2016,"Diepholz",Ukraine,Anzahl,K03251,160
2016,"Hameln-Pyrmont",Ukraine,Anzahl,K03252,375
2016,"Hildesheim",Ukraine,Anzahl,K03254,235
2016,"Holzminden",Ukraine,Anzahl,K03255,45
2016,"Nienburg (Weser)",Ukraine,Anzahl,K03256,65
2016,"Schaumburg",Ukraine,Anzahl,K03257,90
2016,"Statistische Region Hannover",Ukraine,Anzahl,K032,5360
2016,"Celle",Ukraine,Anzahl,K03351,120
2016,"Cuxhaven",Ukraine,Anzahl,K03352,95
2016,"Harburg",Ukraine,Anzahl,K03353,180
2016,"Lüchow-Dannenberg",Ukraine,Anzahl,K03354,25
2016,"Lüneburg",Ukraine,Anzahl,K03355,100
2016,"Osterholz",Ukraine,Anzahl,K03356,60
2016,"Rotenburg (Wümme)",Ukraine,Anzahl,K03357,90
2016,"Heidekreis",Ukraine,Anzahl,K03358,120
2016,"Stade",Ukraine,Anzahl,K03359,145
2016,"Uelzen",Ukraine,Anzahl,K03360,55
2016,"Verden",Ukraine,Anzahl,K03361,75
2016,"Statistische Region Lüneburg",Ukraine,Anzahl,K033,1060
2016,"Delmenhorst, Stadt",Ukraine,Anzahl,K03401,205
2016,"Emden, Stadt",Ukraine,Anzahl,K03402,40
2016,"Oldenburg (Oldb), Stadt",Ukraine,Anzahl,K03403,210
2016,"Osnabrück, Stadt",Ukraine,Anzahl,K03404,570
2016,"Wilhelmshaven, Stadt",Ukraine,Anzahl,K03405,55
2016,"Ammerland",Ukraine,Anzahl,K03451,60
2016,"Aurich",Ukraine,Anzahl,K03452,60
2016,"Cloppenburg",Ukraine,Anzahl,K03453,190
2016,"Emsland",Ukraine,Anzahl,K03454,160
2016,"Friesland",Ukraine,Anzahl,K03455,25
2016,"Grafschaft Bentheim",Ukraine,Anzahl,K03456,100
2016,"Leer",Ukraine,Anzahl,K03457,80
2016,"Oldenburg",Ukraine,Anzahl,K03458,100
2016,"Osnabrück",Ukraine,Anzahl,K03459,305
2016,"Vechta",Ukraine,Anzahl,K03460,145
2016,"Wesermarsch",Ukraine,Anzahl,K03461,65
2016,"Wittmund",Ukraine,Anzahl,K03462,10
2016,"Statistische Region Weser-Ems",Ukraine,Anzahl,K034,2385
2016,"Niedersachsen",Ukraine,Anzahl,K030,10390
2017,"Braunschweig, Stadt",Ukraine,Anzahl,K03101,385
2017,"Salzgitter, Stadt",Ukraine,Anzahl,K03102,95
2017,"Wolfsburg, Stadt",Ukraine,Anzahl,K03103,150
2017,"Gifhorn",Ukraine,Anzahl,K03151,115
2017,"Goslar",Ukraine,Anzahl,K03153,110
2017,"Helmstedt",Ukraine,Anzahl,K03154,50
2017,"Northeim",Ukraine,Anzahl,K03155,90
2017,"Peine",Ukraine,Anzahl,K03157,70
2017,"Wolfenbüttel",Ukraine,Anzahl,K03158,55
2017,"Göttingen",Ukraine,Anzahl,K03159,485
2017,"Statistische Region Braunschweig",Ukraine,Anzahl,K031,1605
2017,"Region Hannover",Ukraine,Anzahl,K03241,4395
2017,"dav. Hannover, Lhst.",Ukraine,Anzahl,K03241001,3400
2017,"dav. Hannover, Umland",Ukraine,Anzahl,K03241999,995
2017,"Diepholz",Ukraine,Anzahl,K03251,165
2017,"Hameln-Pyrmont",Ukraine,Anzahl,K03252,380
2017,"Hildesheim",Ukraine,Anzahl,K03254,265
2017,"Holzminden",Ukraine,Anzahl,K03255,40
2017,"Nienburg (Weser)",Ukraine,Anzahl,K03256,70
2017,"Schaumburg",Ukraine,Anzahl,K03257,90
2017,"Statistische Region Hannover",Ukraine,Anzahl,K032,5405
2017,"Celle",Ukraine,Anzahl,K03351,125
2017,"Cuxhaven",Ukraine,Anzahl,K03352,95
2017,"Harburg",Ukraine,Anzahl,K03353,180
2017,"Lüchow-Dannenberg",Ukraine,Anzahl,K03354,30
2017,"Lüneburg",Ukraine,Anzahl,K03355,100
2017,"Osterholz",Ukraine,Anzahl,K03356,60
2017,"Rotenburg (Wümme)",Ukraine,Anzahl,K03357,90
2017,"Heidekreis",Ukraine,Anzahl,K03358,125
2017,"Stade",Ukraine,Anzahl,K03359,145
2017,"Uelzen",Ukraine,Anzahl,K03360,55
2017,"Verden",Ukraine,Anzahl,K03361,75
2017,"Statistische Region Lüneburg",Ukraine,Anzahl,K033,1090
2017,"Delmenhorst, Stadt",Ukraine,Anzahl,K03401,210
2017,"Emden, Stadt",Ukraine,Anzahl,K03402,50
2017,"Oldenburg (Oldb), Stadt",Ukraine,Anzahl,K03403,215
2017,"Osnabrück, Stadt",Ukraine,Anzahl,K03404,565
2017,"Wilhelmshaven, Stadt",Ukraine,Anzahl,K03405,50
2017,"Ammerland",Ukraine,Anzahl,K03451,60
2017,"Aurich",Ukraine,Anzahl,K03452,70
2017,"Cloppenburg",Ukraine,Anzahl,K03453,225
2017,"Emsland",Ukraine,Anzahl,K03454,180
2017,"Friesland",Ukraine,Anzahl,K03455,30
2017,"Grafschaft Bentheim",Ukraine,Anzahl,K03456,90
2017,"Leer",Ukraine,Anzahl,K03457,85
2017,"Oldenburg",Ukraine,Anzahl,K03458,110
2017,"Osnabrück",Ukraine,Anzahl,K03459,325
2017,"Vechta",Ukraine,Anzahl,K03460,150
2017,"Wesermarsch",Ukraine,Anzahl,K03461,60
2017,"Wittmund",Ukraine,Anzahl,K03462,10
2017,"Statistische Region Weser-Ems",Ukraine,Anzahl,K034,2495
2017,"Niedersachsen",Ukraine,Anzahl,K030,10595
2018,"Braunschweig, Stadt",Ukraine,Anzahl,K03101,395
2018,"Salzgitter, Stadt",Ukraine,Anzahl,K03102,100
2018,"Wolfsburg, Stadt",Ukraine,Anzahl,K03103,165
2018,"Gifhorn",Ukraine,Anzahl,K03151,130
2018,"Goslar",Ukraine,Anzahl,K03153,120
2018,"Helmstedt",Ukraine,Anzahl,K03154,55
2018,"Northeim",Ukraine,Anzahl,K03155,105
2018,"Peine",Ukraine,Anzahl,K03157,80
2018,"Wolfenbüttel",Ukraine,Anzahl,K03158,55
2018,"Göttingen",Ukraine,Anzahl,K03159,495
2018,"Statistische Region Braunschweig",Ukraine,Anzahl,K031,1705
2018,"Region Hannover",Ukraine,Anzahl,K03241,4440
2018,"dav. Hannover, Lhst.",Ukraine,Anzahl,K03241001,3410
2018,"dav. Hannover, Umland",Ukraine,Anzahl,K03241999,1030
2018,"Diepholz",Ukraine,Anzahl,K03251,165
2018,"Hameln-Pyrmont",Ukraine,Anzahl,K03252,360
2018,"Hildesheim",Ukraine,Anzahl,K03254,285
2018,"Holzminden",Ukraine,Anzahl,K03255,50
2018,"Nienburg (Weser)",Ukraine,Anzahl,K03256,75
2018,"Schaumburg",Ukraine,Anzahl,K03257,95
2018,"Statistische Region Hannover",Ukraine,Anzahl,K032,5475
2018,"Celle",Ukraine,Anzahl,K03351,135
2018,"Cuxhaven",Ukraine,Anzahl,K03352,125
2018,"Harburg",Ukraine,Anzahl,K03353,205
2018,"Lüchow-Dannenberg",Ukraine,Anzahl,K03354,35
2018,"Lüneburg",Ukraine,Anzahl,K03355,110
2018,"Osterholz",Ukraine,Anzahl,K03356,60
2018,"Rotenburg (Wümme)",Ukraine,Anzahl,K03357,100
2018,"Heidekreis",Ukraine,Anzahl,K03358,135
2018,"Stade",Ukraine,Anzahl,K03359,145
2018,"Uelzen",Ukraine,Anzahl,K03360,55
2018,"Verden",Ukraine,Anzahl,K03361,85
2018,"Statistische Region Lüneburg",Ukraine,Anzahl,K033,1190
2018,"Delmenhorst, Stadt",Ukraine,Anzahl,K03401,205
2018,"Emden, Stadt",Ukraine,Anzahl,K03402,50
2018,"Oldenburg (Oldb), Stadt",Ukraine,Anzahl,K03403,215
2018,"Osnabrück, Stadt",Ukraine,Anzahl,K03404,560
2018,"Wilhelmshaven, Stadt",Ukraine,Anzahl,K03405,55
